Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),C2H6X(52),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),C2H4X(205),C2H4X(65),H2OX(23),acetyl(43)
9.993967889085181e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225781579805974,0.11862105283873556,0.022820854648615777,0.0,1.8479505334309581e-19,3.72440572457121e-10,5.6960525958182194e-15,2.409436470242001e-15,3.2700224529270185e-33,8.8645775601956315e-07,1.8510258899195538e-29,8.8078321760363739e-07,1.1970355644429406e-20,6.9342880173741153e-25,7.7807367564633634e-26,5.4192542223420688e-27,8.9436490599396543e-20,1.3324928867044291e-21,4.8025234356831787e-05,1.426079407060836e-06,8.1936604498371734e-09,7.0334667852876819e-16,4.7317829294632343e-12,9.056812004875359e-10,1.4024495920956562e-13,4.9064367029699953e-22,1.7492098743713467e-19,4.1506650899334896e-13,9.9675924327993836e-14,5.8817865608710851e-10,1.1700971495348352e-19,1.5354858209828233e-20,2.3033570043152345e-26,3.8233899137287901e-28,6.3801286966203903e-21,1.2248981847241094e-26
9.999999999999999e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225778603237093,0.11862102340368469,0.022820854218293444,0.0,1.8503610789428362e-19,3.7288990146563796e-10,5.7073178613144247e-15,2.4138017914523134e-15,3.2813370620270171e-33,8.8699335383849005e-07,1.8576087225313796e-29,8.8131407453527289e-07,1.1998303824544621e-20,6.9437649856883665e-25,7.8028908282750638e-26,5.4334362096614044e-27,8.9571863314649029e-20,1.3362491185996885e-21,4.8054133338163737e-05,1.4269400456343211e-06,8.1992605087525468e-09,7.0385206617049536e-16,4.7348235766082744e-12,9.0572097377454759e-10,1.4049776051478168e-13,4.9226964615893387e-22,1.7534139492868224e-19,4.1508474549680118e-13,9.9700920115920073e-14,5.8860749522756122e-10,1.1716575364136993e-19,1.5386753855185453e-20,2.3124557702852085e-26,3.8341781139750304e-28,6.3847792818551489e-21,1.2280862454058464e-26
1.0078364468351242e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225739934938786,0.1186206410161198,0.022820848627888055,0.0,1.881836647787808e-19,3.7875180694717053e-10,5.8550354463402122e-15,2.470992823182815e-15,3.4312812796541869e-33,8.9395143499544259e-07,1.94490260924686e-29,8.8821046928438622e-07,1.236574950643375e-20,7.0675416878649216e-25,8.0952309902755481e-26,5.6202388487206769e-27,9.1342496323827174e-20,1.3857992335817566e-21,4.8429556693585571e-05,1.4381207772550335e-06,8.2720646626854081e-09,7.1042729951079341e-16,4.7743253559807833e-12,9.0623611731148284e-10,1.4380947281532093e-13,5.1379047340426215e-22,1.8087192702981616e-19,4.1532094218926703e-13,1.000276418115495e-13,5.9418034120636566e-10,1.1920260567918412e-19,1.580519927281853e-20,2.4334282477528272e-26,3.9764920958121684e-28,6.4452853053317511e-21,1.2700744150369034e-26
1.0162761047617303e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225698292133332,0.11862022921418126,0.022820842607173011,0.0,1.916067282780711e-19,3.8511597183409806e-10,6.0169831225149624e-15,2.5335890884318845e-15,3.5990308851232037e-33,9.0144514206221597e-07,2.0426825656039384e-29,8.9563754129381674e-07,1.2770635789112569e-20,7.202218894110665e-25,8.4196299993239252e-26,5.8268066374981643e-27,9.3274405976007629e-20,1.4407482186492356e-21,4.8833858324608774e-05,1.4501621220940773e-06,8.3505820602062753e-09,7.1752869252445734e-16,4.8168679305773984e-12,9.0678779304606118e-10,1.4743356411537238e-13,5.3780883005975778e-22,1.8697291608856127e-19,4.1557388415582666e-13,1.0038216865026709e-13,6.0018568232228347e-10,1.2141641997354259e-19,1.6264390032183195e-20,2.5696066912981959e-26,4.1343166376439783e-28,6.5106344111637663e-21,1.3164959829765814e-26
1.0247157626883364e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225656651389506,0.11861981743291887,0.022820836586470637,0.0,1.950643451323011e-19,3.915330647607895e-10,6.1819237687056254e-15,2.5972339817544238e-15,3.7734748621819389e-33,9.0893887706291008e-07,2.1444927512513074e-29,9.0306443363850892e-07,1.3185156487192521e-20,7.3383248691020034e-25,8.754159427935615e-26,6.0390611977436883e-27,9.5232386113655956e-20,1.4973754473466619e-21,4.9238139250962302e-05,1.4622034415790764e-06,8.4292125763798416e-09,7.2465089851831282e-16,4.8594106517372043e-12,9.0733640507786986e-10,1.5111771650013731e-13,5.6272322499053839e-22,1.9322643427060354e-19,4.1582541650098814e-13,1.0073940857016611e-13,6.0619465853383418e-10,1.2365118104106389e-19,1.6732519174702949e-20,2.7121211723999698e-26,4.2969659958976036e-28,6.5761763923634416e-21,1.3641857857201285e-26
1.0331554206149425e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225615012707193,0.11861940567233159,0.02282083056578094,0.0,1.9855661683165418e-19,3.980030833705272e-10,6.3498855478511685e-15,2.6619362189275534e-15,3.9548214241162592e-33,9.1643263984911268e-07,2.2504631479766017e-29,9.1049114632504145e-07,1.3609454389920561e-20,7.4758648749964511e-25,9.099048160597504e-26,6.2571071166725288e-27,9.7216603339080273e-20,1.5557169706648065e-21,4.9642399473707006e-05,1.4742447357111383e-06,8.5079561480008046e-09,7.3179395827304571e-16,4.901953518029915e-12,9.0788212109033862e-10,1.5486241310741132e-13,5.8855859206926688e-22,1.9963498083390142e-19,4.1607561638750863e-13,1.0109988777150576e-13,6.1220724946448157e-10,1.259069070500296e-19,1.7209675444012646e-20,2.8612069246659702e-26,4.4645439104648044e-28,6.6419116272643032e-21,1.4131669359442572e-26
1.0415950785415485e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225573376086275,0.11861899393241833,0.022820824545103917,0.0,2.0208364506525704e-19,4.0452602530698965e-10,6.5208966419690115e-15,2.7277045157400317e-15,4.1432834702718745e-33,9.2392643028050852e-07,2.3607267700723019e-29,9.1791767935999197e-07,1.4043673076172431e-20,7.6148442026084868e-25,9.4545283426182305e-26,6.4810499602835486e-27,9.9227224299230767e-20,1.6158092865265072e-21,5.0046638993903697e-05,1.4862860044913716e-06,8.5868127158781414e-09,7.3895791188640729e-16,4.9444965281058643e-12,9.0842509958835783e-10,1.5866813682249099e-13,6.153403178684345e-22,2.0620107461981204e-19,4.1632455674247674e-13,1.0146336950774095e-13,6.1822343658561658e-10,1.2818360570795767e-19,1.7695947641064633e-20,3.0171056936428037e-26,4.6371554084339446e-28,6.7078404943924067e-21,1.4634627617681654e-26
1.0500347364681546e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225531741526648,0.11861858221317806,0.022820818524439568,0.0,2.056455317212618e-19,4.1110188821425122e-10,6.6949852524741341e-15,2.7945475879920181e-15,4.3390786451929518e-33,9.3142024822448518e-07,2.475419703032016e-29,9.2534403274993768e-07,1.4487956910091759e-20,7.7552681710359779e-25,9.8208353986855354e-26,6.7109962739328854e-27,1.0126441568573184e-19,1.6776893410158432e-21,5.0450857812613097e-05,1.4983272479208849e-06,8.6657822237345263e-09,7.4614280009874726e-16,4.9870396806917578e-12,9.0896549034701745e-10,1.6253537027828344e-13,6.4309424483131296e-22,2.129272540375737e-19,4.1657230647294808e-13,1.0182979573647588e-13,6.2424320222185179e-10,1.3048129553240913e-19,1.819142462452352e-20,3.1800658412862981e-26,4.8149068076295519e-28,6.7739633725062626e-21,1.5150968071478538e-26
1.0584743943947607e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225490109028194,0.11861817051460971,0.022820812503787893,0.0,2.0924237888697167e-19,4.1773066973678275e-10,6.872179600147336e-15,2.8624741514948072e-15,4.5424294205428501e-33,9.3891409355561159e-07,2.5946811570864693e-29,9.3277020650145506e-07,1.4942451035115228e-20,7.8971421271128758e-25,1.019820805839872e-25,6.9470535831328442e-27,1.0332834423490111e-19,1.7413945300593115e-21,5.0855055930895901e-05,1.5103684660007856e-06,8.7448646178728218e-09,7.5334866362286732e-16,5.029582974585165e-12,9.0950343500052724e-10,1.6646459585545739e-13,6.7184667561954665e-22,2.1981607704294438e-19,4.1681893074819023e-13,1.021994119486471e-13,6.3026652935656266e-10,1.327999935662391e-19,1.869619531135658e-20,3.3503424908560538e-26,4.9979057214563479e-28,6.8402806405432434e-21,1.5680928321367607e-26
1.0669140523213668e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225448478590796,0.1186177588367122,0.022820806483148891,0.0,2.1287428884893573e-19,4.2441236751945083e-10,7.0525079252900439e-15,2.9314929220706196e-15,4.7535631582628703e-33,9.4640796615527029e-07,2.7186535083798271e-29,9.401962006211193e-07,1.5407301369440974e-20,8.0404714450293832e-25,1.0586888375777929e-25,7.1893303941694474e-27,1.054191767277744e-19,1.806962700697683e-21,5.1259233349812758e-05,1.5224096587321828e-06,8.8240598477400137e-09,7.6057554254117601e-16,5.0721264086506618e-12,9.100390674602024e-10,1.7045629568255889e-13,7.0162437641411953e-22,2.2687012112188537e-19,4.170644911830125e-13,1.0257205521743691e-13,6.3629340229443899e-10,1.3513970639327796e-19,1.9210348677291748e-20,3.5281976388240803e-26,5.1862610625614444e-28,6.9067926776200262e-21,1.6224748129988866e-26
1.0753537102479729e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225406850214345,0.11861734717948448,0.022820800462522564,0.0,2.1654136409303027e-19,4.3114697920751775e-10,7.2359984878575693e-15,3.0016126155524348e-15,4.9727121767779211e-33,9.539018659113007e-07,2.8474823420538672e-29,9.476220151155055e-07,1.5882654601350632e-20,8.1852615259401613e-25,1.0987121749556179e-25,7.4379361947466708e-27,1.0753707999012469e-19,1.8744321523958788e-21,5.1663390070424227e-05,1.5344508261161835e-06,8.9033678652992143e-09,7.6782347777554841e-16,5.1146699818161161e-12,9.1057251431949777e-10,1.7451095163613099e-13,7.3245458032620489e-22,2.3409198327360637e-19,4.1730904601828001e-13,1.0294763871375115e-13,6.4232380612909441e-10,1.3750045523562777e-19,1.9733973757228024e-20,3.7139002723691907e-26,5.3800830466069129e-28,6.97349986302407e-21,1.6782669424445717e-26
1.083793368174579e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225365223898717,0.11861693554292552,0.0228207944419089,0.0,2.2024370730452486e-19,4.3793450244664194e-10,7.4226795672880889e-15,3.0728419477838232e-15,5.2001138142595554e-33,9.6139579271767619e-07,2.9813164933713001e-29,9.550476499911877e-07,1.6368658184795201e-20,8.3315177976664839e-25,1.1399156942435142e-25,7.6929814545996306e-27,1.0968222089246366e-19,1.9438416382767599e-21,5.206752609379084e-05,1.5464919681538962e-06,8.9827886244617645e-09,7.750925103863879e-16,5.1572136930693813e-12,9.111038952176986e-10,1.7862904534082795e-13,7.6436499061809269e-22,2.4148427999447899e-19,4.1755265030243593e-13,1.0332659073037472e-13,6.4835772626103749e-10,1.3988226235288938e-19,2.0267159645583105e-20,3.9077264817857281e-26,5.5794831958230258e-28,7.0404025761519327e-21,1.7354936298347923e-26
1.0949124917142307e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225310384994188,0.11861639324944545,0.022820786509859477,0.0,2.251755040212874e-19,4.4695773533550365e-10,7.6735476105206441e-15,3.1683942488431164e-15,5.5127206999661579e-33,9.7126897072820927e-07,3.1655395139939245e-29,9.6483053907403024e-07,1.7025470082397708e-20,8.5264557919798367e-25,1.1960450261615118e-25,8.039018713903664e-27,1.1255027554219787e-19,2.0383155599714816e-21,5.2599937686458193e-05,1.5623559546435421e-06,9.0875963327535336e-09,7.8470162764203166e-16,5.213264607806596e-12,9.1180101774083273e-10,1.8415223075975185e-13,8.0810318365797405e-22,2.5148816323214333e-19,4.1787223163253306e-13,1.0383067580227757e-13,6.5631267198636783e-10,1.4305240968089553e-19,2.0984370403496549e-20,4.1759705640660997e-26,5.8508963516000717e-28,7.1288450421846226e-21,1.813120573808136e-26
1.1060316152538823e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225255549666338,0.11861585099183723,0.022820778577832039,0.0,2.3016893212697688e-19,4.5607280087962787e-10,7.9300675394378226e-15,3.2659076847493283e-15,5.8406416577139076e-33,9.8114219530356441e-07,3.3590717934618545e-29,9.7461311640709747e-07,1.7701366800981612e-20,8.72396076270793e-25,1.2543252480898346e-25,8.39668441498456e-27,1.1546627994731148e-19,2.136315906580146e-21,5.3132313357797052e-05,1.5782198971423943e-06,9.192599567332179e-09,7.9434752606632274e-16,5.2693157585328066e-12,9.1249499217171702e-10,1.8978746501621793e-13,8.5383102516400824e-22,2.6179853831501705e-19,4.181903645214911e-13,1.0433914742717819e-13,6.6427367076117008e-10,1.4625913114648102e-19,2.1718535296720031e-20,4.4594752827515902e-26,6.1324494090994241e-28,7.2176284261355441e-21,1.8933372361988169e-26
1.117150738793534e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522520071791491,0.11861530877009843,0.022820770645826598,0.0,2.3522422803369009e-19,4.6527969369813973e-10,8.1923041835171421e-15,3.3654021873859029e-15,6.184460615840123e-33,9.9101546624411416e-07,3.5622803546696948e-29,9.8439538200541829e-07,1.8396691545026899e-20,8.9240453274397039e-25,1.3148159607081469e-25,8.7662390042858663e-27,1.1843061607129745e-19,2.2379349312137967e-21,5.3664653110232264e-05,1.594083795652985e-06,9.2977982388292908e-09,8.0403030332966643e-16,5.3253671433496281e-12,9.1318604355148886e-10,1.9553584751202883e-13,9.0161566926810987e-22,2.7242154344583637e-19,4.1850715250379829e-13,1.0485415570027535e-13,6.7224069376752047e-10,1.4950254158688639e-19,2.2469858550894342e-20,4.7589307361792808e-26,6.4244078591294562e-28,7.3067535968806157e-21,1.9762011636601762e-26
1.1282698623331856e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225145889739649,0.11861476658422662,0.022820762713843146,0.0,2.4034162875535085e-19,4.7457840841135556e-10,8.4603224328376365e-15,3.4668976886663593e-15,6.5447776077280384e-33,1.0008887833643892e-06,3.7755426483293732e-29,9.9417733588401948e-07,1.9111789759390366e-20,9.126722179184863e-25,1.377577807637439e-25,9.1479458965159842e-27,1.2144366601276442e-19,2.3432662723191661e-21,5.419695694618847e-05,1.6099476501778469e-06,9.4031922653766978e-09,8.137500490857148e-16,5.3814187604954469e-12,9.1387438087447057e-10,2.0139847689181415e-13,9.5152573521665641e-22,2.8336337532467364e-19,4.1882269176294235e-13,1.0537603468009806e-13,6.802137159003047e-10,1.5278261447104167e-19,2.3238544576373351e-20,5.0750501713423991e-26,6.7270411823637597e-28,7.3962214237813284e-21,2.0617705585148545e-26
1.1393889858728373e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225091065140316,0.11861422443421941,0.022820754781881683,0.0,2.4552137190794088e-19,4.8396893964078293e-10,8.7341872380790398e-15,3.5704141205339496e-15,6.9222090690532048e-33,1.0107621464920552e-06,3.9992467444352818e-29,1.0039589780579249e-06,1.9847009110079906e-20,9.3320040851464251e-25,1.4426724841334247e-25,9.542071477493747e-27,1.2450581200545328e-19,2.4524049589988627e-21,5.4729224868090149e-05,1.6258114607195126e-06,9.508781573601463e-09,8.2350685433960058e-16,5.4374706083352678e-12,9.1456019824677296e-10,2.0737645104354478e-13,1.0036313214588437e-21,2.94630289076506e-19,4.1913707159091621e-13,1.0590189713489448e-13,6.8819271703558775e-10,1.560993564521573e-19,2.4024797969354498e-20,5.4085705154283808e-26,7.040622864661601e-28,7.4860327765191599e-21,2.1501042795883348e-26
1.1505081094124889e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522503624411664,0.11861368232007434,0.022820746849942203,0.0,2.5076369570976365e-19,4.9345128200911986e-10,9.0139636111940881e-15,3.6759714149613965e-15,7.3173880838306259e-33,1.0206355554671041e-06,4.2337914903404326e-29,1.0137403085421591e-06,2.0602699468512998e-20,9.5399038856439778e-25,1.5101627442433906e-25,9.9488851065240323e-27,1.2761743641830353e-19,2.5654474153626415e-21,5.5261456878361666e-05,1.6416752272805141e-06,9.6145660904509023e-09,8.333008156890774e-16,5.4935226853527087e-12,9.1524367580328612e-10,2.1347086709895628e-13,1.0580040171874082e-21,3.062285981916278e-19,4.1945037486208375e-13,1.0643348458251697e-13,6.9617767407212271e-10,1.5945286259754051e-19,2.4828823513159124e-20,5.76025281610013e-26,7.3654304095957292e-28,7.5761885250862305e-21,2.2412618430222871e-26
1.1616272329521406e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224981426668392,0.11861314024178898,0.022820738918024712,0.0,2.5606883898175498e-19,5.0302543014025455e-10,9.2997166259006585e-15,3.7835895039505583e-15,7.7309647328373038e-33,1.0305090101407629e-06,4.4795867342497506e-29,1.0235213273517429e-06,2.1379212889468399e-20,9.7504344927977177e-25,1.5801124108838549e-25,1.0368659119754527e-26,1.3077892175555594e-19,2.6824914666149902e-21,5.5793652979427161e-05,1.6575389498633836e-06,9.7205457477351429e-09,8.4313202664015038e-16,5.5495749901391821e-12,9.1592498094303608e-10,2.1968282143414431e-13,1.1147169185112483e-21,3.1816467444178694e-19,4.1976267860726629e-13,1.0697218716100486e-13,7.0416856576544314e-10,1.6284317212879532e-19,2.5650826179858714e-20,6.1308828653797724e-26,7.7017453559895454e-28,7.6666895398689806e-21,2.335303423228774e-26
1.1727463564917922e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224926612795296,0.11861259819936096,0.022820730986129207,0.0,2.61437041147586e-19,5.1269137865926581e-10,9.5915114178506483e-15,3.8932883195323507e-15,8.163606253333463e-33,1.0403825103750403e-06,4.7370534284251364e-29,1.0333020345016962e-06,2.2176903601137465e-20,9.9636088899177888e-25,1.6525863804295273e-25,1.0801668831692363e-26,1.3399065065679147e-19,2.8036363417966692e-21,5.6325813173710646e-05,1.6734026284706521e-06,9.826720485686797e-09,8.5300057563199242e-16,5.6056275213894293e-12,9.1660426884694157e-10,2.2601340966983601e-13,1.1738446357588648e-21,3.3044494784207558e-19,4.2007405422875188e-13,1.075153005688754e-13,7.1216537640974418e-10,1.6627024308116186e-19,2.6491011130772082e-20,6.5212714859356608e-26,8.0498532857910456e-28,7.7575366916931541e-21,2.4322898537220621e-26
1.1838654800314439e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224871802497124,0.11861205619278779,0.022820723054255681,0.0,2.6686854223399019e-19,5.2244912219242164e-10,9.8894131849095856e-15,4.0050877937664158e-15,8.6159974533694575e-33,1.0502560560416073e-06,5.0066238933346521e-29,1.043082430007038e-06,2.2996127979638435e-20,1.0179440130153933e-24,1.727650634517211e-25,1.1248192539177219e-26,1.3725300589696364e-19,2.9289826807986048e-21,5.6857937463635936e-05,1.689266263104851e-06,9.9330902461093346e-09,8.6290655755210918e-16,5.6616802778905733e-12,9.1728168374129769e-10,2.3246372667208773e-13,1.2354633121984282e-21,3.4307590655275753e-19,4.2038456807287349e-13,1.080624301600846e-13,7.201680892844386e-10,1.6973414461522707e-19,2.7349583718227961e-20,6.932255274269371e-26,8.4100438442841347e-28,7.8487308516218247e-21,2.5322826279592246e-26
1.1949846035710955e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224816995773609,0.11861151422206712,0.022820715122404141,0.0,2.72363582870874e-19,5.3229865536717991e-10,1.0193487186865552e-14,4.1190078587410958e-15,9.0888409224170291e-33,1.0601296470213125e-06,5.2887419529520747e-29,1.0528625138827849e-06,2.3837244536399976e-20,1.039794133583326e-24,1.8053722459757019e-25,1.1708511523363249e-26,1.4056637038640549e-19,3.058632537823824e-21,5.7390025851626725e-05,1.7051298537685125e-06,1.0039654969718844e-08,8.7285007200551719e-16,5.717733258517398e-12,9.1795735945129504e-10,2.3903486655263537e-13,1.2996506333167923e-21,3.5606409683008389e-19,4.2069428171437482e-13,1.0861795301876244e-13,7.2817668412662143e-10,1.7323501802250679e-19,2.8226749486085123e-20,7.3646969790933842e-26,8.7826107500590646e-28,7.9402728908720552e-21,2.6353439000935731e-26
1.2061037271107472e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224762192624518,0.11861097228719646,0.022820707190574583,0.0,2.7792240429155046e-19,5.4223997281218759e-10,1.0503798746378229e-14,4.2350684465732512e-15,9.5828573507161433e-33,1.0700032832034449e-06,5.5838631375446435e-29,1.0626422861439521e-06,2.4700613899080514e-20,1.0619125697506628e-24,1.8858193877897812e-25,1.2182910052768715e-26,1.4393112717097719e-19,3.1926893866224251e-21,5.7922078340106516e-05,1.7209934004641661e-06,1.0146414607407513e-08,8.8283120476832671e-16,5.7737864622251654e-12,9.1863142023572143e-10,2.457279226694247e-13,1.3664858408536587e-21,3.694161229518259e-19,4.2100325234165954e-13,1.0917945884668232e-13,7.3619114859151146e-10,1.7677276994524285e-19,2.9122714171022135e-20,7.8194860750845489e-26,9.1678518100730817e-28,8.0321636811475139e-21,2.7415364858519942e-26
1.2161109382964337e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224712872846257,0.11861048457646266,0.022820700051946769,0.0,2.8298007604206832e-19,5.5126562962536305e-10,1.0788466305223274e-14,4.3413695965845343e-15,1.0046186648705909e-32,1.0788895943306087e-06,5.8609767062587726e-29,1.0714438147609462e-06,2.5496972346673579e-20,1.0820496681551812e-24,1.9606094499588288e-25,1.2622144276978842e-26,1.470036653941096e-19,3.3171952832586973e-21,5.8400894887659306e-05,1.7352705548997002e-06,1.0242664894137073e-08,8.918464661244825e-16,5.8242345354964469e-12,9.1923678931676762e-10,2.5185681456494086e-13,1.4289683243259525e-21,3.8174953469173378e-19,4.2128073439001135e-13,1.0968875700625807e-13,7.4340917500880675e-10,1.7998833343991161e-19,2.994532567065613e-20,8.2486621303282991e-26,9.5256548566079225e-28,8.115164295149192e-21,2.8398395677959628e-26
1.2261181494821203e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224663555962891,0.11860999689476363,0.022820692913336754,0.0,2.8808978292602702e-19,5.6036562343376489e-10,1.1078286967538605e-14,4.4494352457060929e-15,1.0527819553772312e-32,1.0877759419192148e-06,6.1493525039586263e-29,1.0802450909932361e-06,2.6311915554789852e-20,1.1024061481803423e-24,2.0377147650824437e-25,1.3073227561661389e-26,1.5011842120726691e-19,3.4454334952897946e-21,5.8879682360337569e-05,1.7495476737250428e-06,1.0339072989273776e-08,9.0089234445339029e-16,5.8746827880255147e-12,9.1984102129691683e-10,2.580861394928955e-13,1.493721312491777e-21,3.9438795563233616e-19,4.2155769325655259e-13,1.1020278364234738e-13,7.5063193562320621e-10,1.8323387421521313e-19,3.0783481385300878e-20,8.6973743641169947e-26,9.8941921027151387e-28,8.1984487395335677e-21,2.9407771604789422e-26
1.2361253606678069e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224614241974254,0.11860950924209766,0.02282068577474455,0.0,2.932517019892878e-19,5.695399503240124e-10,1.1373308477374525e-14,4.5592799245069969e-15,1.1028318246481316e-32,1.0966623259028567e-06,6.4493464048078378e-29,1.0890461148517654e-06,2.7145710510967417e-20,1.1229829845125049e-24,2.1171872279113862e-25,1.353637302227775e-26,1.5327567411731783e-19,3.577482264610412e-21,5.9358440759907721e-05,1.763824756942038e-06,1.0435638860212287e-08,9.0996890732843584e-16,5.9251312191868902e-12,9.2044419054974251e-10,2.6441669303147773e-13,1.5608056832382769e-21,4.0733631406783441e-19,4.2183416316626673e-13,1.107223298938452e-13,7.5785942080326838e-10,1.8650940871037963e-19,3.1637331679392464e-20,9.1663259284270352e-26,1.0273688740875689e-27,8.2820176501954752e-21,3.0443964175996198e-26
1.2461325718534934e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224564930880151,0.11860902161846297,0.022820678636170138,0.0,2.9846601073482958e-19,5.7878860638362513e-10,1.1673578626837334e-14,4.6709181635777344e-15,1.1548259449815186e-32,1.1055487462200075e-06,6.7613236424636264e-29,1.097846886347477e-06,2.7998625756260978e-20,1.1437811568018838e-24,2.1990795869846856e-25,1.4011796043075838e-26,1.5647570373377048e-19,3.7134209205515296e-21,5.9837170088136057e-05,1.778101804552531e-06,1.0532362477920349e-08,9.1907622176094622e-16,5.9755798284014751e-12,9.2104636591785954e-10,2.7084927018977044e-13,1.6302835276309677e-21,4.2059958201181984e-19,4.2211017579406108e-13,1.1124657308698293e-13,7.6509162318512013e-10,1.8981494834864281e-19,3.2507027065731993e-20,9.6562417223725498e-26,1.066437309573487e-27,8.3658716632193189e-21,3.150744948614575e-26
1.25613978303918e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224515622680395,0.11860853402385779,0.022820671497613531,0.0,3.0373288704240666e-19,5.8811158770086286e-10,1.1979145247701438e-14,4.7843644935264681e-15,1.2088232022854909e-32,1.1144352028129361e-06,7.0856573205650052e-29,1.1066474054913122e-06,2.8870931103848528e-20,1.1648016487560253e-24,2.283445302066445e-25,1.4499713879438517e-26,1.5971878975072839e-19,3.8533296908710679e-21,6.031587034678874e-05,1.7923788165583656e-06,1.0629243814534063e-08,9.2821435628888429e-16,6.0260286151262228e-12,9.2164761194184611e-10,2.7738466550807945e-13,1.7022179426209231e-21,4.3418276747472882e-19,4.2238576083115903e-13,1.117750461141364e-13,7.7232853555781674e-10,1.9315053144672141e-19,3.3392718179646457e-20,1.0167864837129285e-25,1.1066476079594478e-27,8.4500114148260622e-21,3.259870804392115e-26
1.2661469942248665e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224466317374823,0.11860804645828033,0.022820664359074715,0.0,3.0905250911839466e-19,5.9750889036462779e-10,1.229005620606052e-14,4.8996334449766478e-15,1.2648835463342548e-32,1.1233216956270167e-06,7.4227274173604783e-29,1.1154476722942123e-06,2.9762897462796472e-20,1.1860454475784204e-24,2.3703384513349921e-25,1.5000345409637713e-26,1.6300521193562139e-19,3.9972895838297469e-21,6.0794541537631891e-05,1.8066557929613853e-06,1.0726282842019531e-08,9.3738337975190605e-16,6.0764775788475553e-12,9.2224798964305351e-10,2.8402367312060358e-13,1.7766729019032715e-21,4.4809090963932221e-19,4.2266094635433699e-13,1.1230869849529874e-13,7.7957014970974447e-10,1.9651619685093176e-19,3.4294555763018899e-20,1.0701954349205283e-25,1.1480230852206208e-27,8.5344375413156857e-21,3.3718224372739889e-26
1.276154205410553e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224417014963253,0.11860755892172885,0.022820657220553701,0.0,3.1442505570712903e-19,6.0698051046487861e-10,1.2606359424732209e-14,5.0167395485769072e-15,1.3230687083654771e-32,1.1322082246123433e-06,7.7729253902535702e-29,1.1242476867671166e-06,3.0674797530915464e-20,1.2075135461740692e-24,2.459814137674085e-25,1.5513912187128404e-26,1.6633525017666672e-19,4.1453828972730477e-21,6.1273183662431462e-05,1.8209327337634351e-06,1.0823479534894721e-08,9.4658335957751694e-16,6.1269267190966815e-12,9.2284755469155814e-10,2.9076708649325866e-13,1.8537138346435531e-21,4.6232909895570037e-19,4.2293575798073486e-13,1.1284782348462651e-13,7.8681645871805113e-10,1.9991195933918077e-19,3.5212690733839725e-20,1.1259296191225017e-25,1.1905874287912711e-27,8.6191506791607438e-21,3.4866487916651545e-26
