Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),H2X(49),CH3OO(77),C2H4(47),HOX(22),H2OX(23),OCX(25),COX(50),CH4OX(60),C2H6X(52),C2H4X(206),C2H4X(65),CH2OH(40),CH2OX(54),acetyl(43)
6.339474194210037e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679685306,0.11866996602685338,0.02282156769300905,0.0,3.0897579470230794e-42,2.0016961062148261e-24,7.1013654266096365e-53,1.0701128211996375e-36,1.3685375849096728e-66,5.5950887075391647e-14,1.5328751074248016e-71,5.5950887056538881e-14,8.2835268828096194e-49,1.2546466816488356e-46,8.0416624806310649e-71,9.3242888352788547e-72,1.7880970876788459e-32,2.0179577359560504e-56,3.0556315416462348e-12,9.047181910310648e-14,3.6218912144908925e-16,3.6218892975854646e-16,8.8278105112958482e-23,4.0248633020172026e-26,1.1598665871691804e-29,8.3085200905506413e-35,2.2482268209337967e-25,1.7108826939377189e-63,6.0716484602749031e-26,1.2845988780873667e-36,7.5193438371351644e-49,1.4162114858528944e-64,1.1798220595100743e-57,1.0734071128541933e-47,1.6788102125279536e-74,1.9957761041592723e-67,1.0645374443367804e-58,1.2980170659087946e-77,4.314041393099905e-77
1.2678953762463491e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679370625,0.11866996602374144,0.022821567692963816,0.0,4.9436063198528636e-41,8.0067901570398331e-24,9.0182481543316951e-51,8.5609109300067198e-36,8.7586464220652403e-65,1.1190182160509551e-13,9.8104151234391641e-70,1.1190182152968437e-13,1.3253656575067289e-47,2.0074359249261561e-45,2.0424187328159761e-68,2.3681796248649484e-69,1.4304783153579005e-31,6.4574710473041053e-55,6.1112656720183451e-12,1.8094371489815003e-13,7.2437873441700899e-16,7.2437796749405684e-16,3.5295165773303399e-22,3.2176087482293034e-25,1.8416531741034431e-28,6.6468214872036608e-34,8.9929075475850765e-25,1.0949659532359347e-61,2.428660171862247e-25,1.027677388048252e-35,4.7747765385734054e-47,3.5968867281365861e-62,3.7754299990010248e-56,1.7174531738799646e-46,2.1488791118156802e-72,1.2772544926948284e-65,3.4065220297668489e-57,1.6614629696866955e-75,2.191377749981389e-74
2.5357912898970397e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678741256,0.11866996601751754,0.022821567692873343,0.0,7.9097402164412623e-40,3.2027175935525351e-23,1.1484337127212118e-48,6.8487319606181873e-35,5.6055312113919698e-63,2.2380369073685533e-13,6.2786699601002698e-68,2.2380369043521077e-13,2.1205860214552289e-46,3.2118959598234222e-44,5.2018017798065748e-66,6.0314760921494778e-67,1.1443824113834193e-30,2.0663913682534414e-53,1.2222533928060747e-11,3.6188750648211873e-13,1.4487585147783646e-15,1.4487554458014201e-15,1.4105208234818567e-21,2.5704388157622713e-24,2.9323291973725718e-27,5.3174599360866573e-33,3.5971597995952505e-24,7.007783577894956e-60,9.7146377250199845e-25,8.22138252664719e-35,3.0402993398580979e-45,9.1608376290777524e-60,1.2081350951589911e-54,2.7479264491020478e-45,2.7505658580274798e-70,8.1738748278050063e-64,1.0900865443031762e-55,2.1266716490901533e-73,1.116233213718979e-71
5.071583117198421e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677482524,0.11866996600506975,0.022821567692692401,0.0,1.2655481138739345e-38,1.2810876500955395e-22,1.4628359482218812e-46,5.4789866510562484e-34,3.5875335695681243e-61,4.4760742928978292e-13,4.0183497112656389e-66,4.4760742808320484e-13,3.3929380400864136e-45,5.1390242959087883e-43,1.3251747066407734e-63,1.5365364353739866e-64,9.1550503439601539e-30,6.6124510000803935e-52,2.4445070421338279e-11,7.2377508962557727e-13,2.8975202999678418e-15,2.8975080137654974e-15,5.6318203342108709e-21,2.0505310406207064e-23,4.6706791562397748e-26,4.2539699733264883e-32,1.4388606581934542e-23,4.4849796380904566e-58,3.8858508673275343e-24,6.5770438390572656e-34,1.9363188774525522e-43,2.3337447038592754e-57,3.8660128742001676e-53,4.3966832112558815e-44,3.5207228599906492e-68,5.230566644724604e-62,3.4882706392488351e-54,2.7221348204609799e-71,5.6871793940183288e-69
1.0143166771801184e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767496506,0.11866996598017418,0.022821567692330513,0.0,2.0248433536605347e-37,5.1243542634278097e-22,1.8592558114693007e-44,4.3831894273376348e-33,2.2960109900496029e-59,8.9521490755326373e-13,2.5717435632399767e-64,8.9521490272695879e-13,5.4287000053945499e-44,8.222401040747889e-42,3.3686085507688484e-61,3.9058908087596265e-62,7.3240239237004892e-29,2.1159825690536732e-50,4.8890143332664226e-11,1.4475502558145358e-12,5.7950528220630066e-15,5.7950035951229493e-15,2.2445588991374456e-20,1.6311703082426783e-22,7.425764484681074e-25,3.4031782612191848e-31,5.7554151675955574e-23,2.8703834005099018e-56,1.5543365984647719e-23,5.261534119354138e-33,1.2305036671541761e-41,5.932372261459206e-55,1.2371104457471628e-51,7.0346931992929209e-43,4.5065196835982171e-66,3.3466486739158144e-60,1.1162414532526295e-52,3.4843165705054305e-69,2.8912607866512756e-66
2.028633408100671e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727669930132,0.11866996593038302,0.022821567691606738,0.0,3.2396412784882683e-36,2.0497443651011575e-21,2.3497494213369105e-42,3.5065510620209737e-32,1.4694339967485053e-57,1.7904298687107031e-12,1.6459150910591592e-62,1.7904298494055285e-12,8.6859155349303182e-43,1.3155724959134125e-40,8.5147718674428876e-59,9.8728427771448328e-60,5.8591921656608337e-28,6.7711316246509864e-49,9.7780288854399697e-11,2.8951005878002807e-12,1.1590154102252354e-14,1.1589956539809649e-14,8.9135398052325038e-20,1.2903119059702404e-21,1.1747201378494053e-23,2.7225458507921503e-30,2.3021438207568142e-22,1.8370404262371332e-54,6.2173156696013535e-23,4.2090651978442055e-32,7.7752748114392611e-40,1.4994988890144873e-52,3.9586670611972062e-50,1.1255507078725339e-41,5.7683297045390896e-64,2.1406857631025327e-58,3.5719407167149944e-51,4.459885408898601e-67,1.4615188318140702e-63
4.0572668699417765e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727659860276,0.11866996583080071,0.022821567690159188,0.0,5.1830798258179904e-35,8.1989978374905883e-21,2.9345921295125633e-40,2.8052398217804068e-31,9.4042102071973657e-56,3.5808598095472544e-12,1.0533844989533386e-60,3.5808597323269175e-12,1.3897449159565829e-41,2.104878501204738e-39,2.1269166041195483e-56,2.46614706781483e-57,4.6873102615081387e-27,2.1667538358855139e-47,1.9556057869420495e-10,5.7902012502003837e-12,2.318050500980779e-14,2.3179709559107777e-14,3.5146900131524417e-19,1.0094215844876315e-20,1.8389206642756971e-22,2.1780416171399169e-29,9.2083967687472631e-22,1.175699414093553e-52,2.4869015473680375e-22,3.3669926022155179e-31,4.8547914578099743e-38,3.7455375815275382e-50,1.2667181141757317e-48,1.8008803008607661e-40,7.3834215902706944e-62,1.3685443599437205e-56,1.143000525173509e-49,5.7085511424715845e-65,7.3002991107534304e-61
6.085900331782881e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072764979042,0.11866996573121839,0.022821567688711637,0.0,1.9076763531015741e-34,1.7422899700637528e-20,1.9036307421126686e-39,8.3280539134978738e-31,5.2851626826494649e-55,5.371289768905152e-12,5.9808030031181817e-60,5.3712896048125566e-12,5.2576844724993365e-41,8.0247936689524516e-39,1.5868713284609077e-55,1.8399670082195937e-56,1.3402706567057561e-26,1.0107843565372913e-46,2.9334086733034456e-10,8.6853019110254969e-12,3.4771007638172482e-14,3.476930971036841e-14,7.3954354499114112e-19,2.849524334246888e-20,6.6981881906892538e-22,6.2278456873650057e-29,1.9567580792134498e-21,6.5746018729266629e-52,5.284629614207977e-22,9.6270683010131054e-31,2.6852603477397247e-37,2.7944922850461929e-49,5.9450668468797638e-48,6.8130944258182588e-40,4.8349515518796315e-61,7.6501648165559971e-56,5.3644797165714522e-49,3.7539940330825321e-64,6.1816081252000391e-60
1.0143167255465091e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727629650708,0.11866996553205378,0.022821567685816536,0.0,1.4676445300434105e-33,4.8169394450129761e-20,8.2032615378912808e-38,3.9010328092595355e-30,1.2643361503208696e-53,8.9521497617049811e-12,1.6077999233773495e-58,8.9521493080408389e-12,4.1494092428291588e-40,6.5988352789939962e-38,1.2002166739250432e-53,1.3916371694640416e-54,6.1592869236118648e-26,1.3545075797946501e-45,4.8890143978796118e-10,1.4475503226354147e-11,5.7952646273246901e-14,5.7947898557038157e-14,1.9942011423061493e-18,1.2605477003915447e-19,4.9687587552466252e-21,2.8620970872151312e-28,5.4096735088323809e-21,1.5127080144920103e-50,1.4610188243472781e-21,4.4236511096705587e-30,6.6814989040566542e-36,2.1135062464732747e-47,8.2882241067719649e-47,5.3769581626689392e-39,1.9334747083324102e-59,1.7568824917945711e-54,7.4791376135115072e-48,1.560503999264029e-62,1.0242046802015622e-57
1.379470748677908e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727611524968,0.11866996535280562,0.022821567683210947,0.0,4.0418161405719898e-33,8.5775650978782295e-20,3.8499902921846333e-37,9.0020248645231087e-30,4.9684301170344293e-53,1.2174923815065136e-11,6.9812779639497183e-58,1.2174923007228127e-11,1.1644585388152804e-39,1.9245409706545187e-37,6.1554846604331383e-53,7.1371920815046509e-54,1.3864369621444059e-25,4.4955050301542235e-45,6.6490595111074256e-10,1.968668440502152e-11,7.8816651373954504e-14,7.8808134623469453e-14,3.4931040128513984e-18,2.7780059817886723e-19,1.3457173116761646e-20,6.4425647419407588e-28,9.6328049138678354e-21,5.7814388591837006e-50,2.6016112647440224e-21,9.9568552960760602e-30,2.8130124316883198e-35,1.0839327534201741e-46,2.8409719739586233e-46,1.508949266939813e-38,8.3029024633734766e-59,6.7109922445930302e-54,2.5636794222504777e-47,6.8672912595902347e-62,6.9542992879489735e-57
1.7446247718093068e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727593399228,0.11866996517355749,0.022821567680605358,0.0,9.1028966063442972e-33,1.3389735552995678e-19,1.3328353465097021e-36,1.7332846720639328e-29,1.5616773186925047e-52,1.5397697931763725e-11,2.1139339035012235e-57,1.5397696670725433e-11,2.6660949008863355e-39,4.4036612748118612e-37,2.4614817935299569e-52,2.8540506391804129e-53,2.6204316280702441e-25,1.2079440646679355e-44,8.4091045831701908e-10,2.4897865578238476e-11,9.9681240108856508e-14,9.9667847925721011e-14,5.3640055371644241e-18,5.1362804467235847e-19,2.9755503237533207e-20,1.2176891609492366e-27,1.5036596624298709e-20,1.8031328813256686e-49,4.061104073349798e-21,1.8817639378624325e-29,8.2973684058571005e-35,4.33442264330568e-46,7.6734695373863655e-46,3.4548282481482319e-38,2.9778992467309857e-58,2.0914910674458179e-53,6.9246394470242163e-47,2.4849447148368678e-61,2.855363611900791e-56
2.1097787949407056e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727575273488,0.11866996499430935,0.022821567677999768,0.0,1.7494773835847509e-32,1.9195207526175783e-19,3.709143643198355e-36,2.9470088250456448e-29,3.9162773788340474e-52,1.8620472108290502e-11,5.4879901704253597e-57,1.8620470300509769e-11,5.1990429904598186e-39,8.7084058386379993e-37,7.5461402588931943e-52,8.7496192664230785e-53,4.3799139513736697e-25,2.6722536212478352e-44,1.0169149616348207e-09,3.0109046746284745e-11,1.2054639795525655e-13,1.2052706743341419e-13,7.5712177487142188e-18,8.4114436011167358e-19,5.6237526029594621e-20,2.035325021285343e-27,2.1555580290763219e-20,4.4827477277212339e-49,5.821822985669684e-21,3.1450688412080285e-29,2.0956005160310485e-34,1.3287843528705834e-45,1.7149460944880036e-45,6.7371232488541549e-38,8.2526214795258172e-58,5.196237766919854e-53,1.5476164914765297e-46,6.9411621246764066e-61,1.0090264028533573e-55
2.8400868412035033e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727539022009,0.11866996463581309,0.022821567672788586,0.0,4.5238476789105823e-32,3.3071373844792069e-19,1.7339873545410676e-35,6.5158619104444414e-29,1.4825021242915498e-51,2.5066020597776988e-11,2.4274447837588151e-56,2.5066017483196645e-11,1.3803231785642678e-38,2.4358059867900229e-36,3.9532696178211211e-51,4.5837130696487557e-52,9.3504850474659457e-25,8.4077160683045934e-44,1.3689239594028287e-09,4.0531409070505405e-11,1.6227806202782296e-13,1.6224438039292593e-13,1.271114749348193e-17,1.7374893184477067e-18,1.41623314741504e-19,4.3451994723569571e-27,3.7136529355984499e-20,1.6521455295046405e-48,1.0030175500745184e-20,6.7135737638669848e-29,8.7740132994390932e-34,6.9610864689640756e-45,5.5936207892375803e-45,1.7886782124771953e-37,3.527632269849356e-57,1.9131673545368657e-52,5.0479720569224988e-46,3.0302258806823946e-60,8.1961950897772482e-55
3.570394887466301e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727502770529,0.11866996427731681,0.022821567667577404,0.0,9.579882743878149e-32,5.0619234013570317e-19,5.6576722727091778e-35,1.2207371272084987e-28,4.2306097909431327e-51,3.1511569308401629e-11,7.3043347087719223e-56,3.1511564541266701e-11,2.9941043216127948e-38,5.4540083935349149e-36,1.4208081154834567e-50,1.6473848405653372e-51,1.7002616385836025e-24,2.0796543113519448e-43,1.7209329427974508e-09,5.0953771375403043e-11,2.0401197610752886e-13,2.0395986818466898e-13,1.8975884540821176e-17,3.0628521749991006e-18,2.9280156375732131e-19,7.9012946407385523e-27,5.6839118381838205e-20,4.6026445337459213e-48,1.535190619294989e-20,1.2206550618763712e-28,2.5435177230003555e-33,2.5017848104774651e-44,1.424367522337911e-44,3.8798834609130245e-37,1.0952125328354177e-56,5.3253333003201083e-52,1.2854512664922297e-45,9.5939666905211892e-60,3.38242938850551e-54
4.300702933729099e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072746651905,0.11866996391882056,0.022821567662366222,0.0,1.8122932368766378e-31,7.2087866559765383e-19,1.5596199832611822e-34,2.0659804811608907e-28,1.0465470003664791e-50,3.7957118255154285e-11,1.8908031072639252e-55,3.7957111466267459e-11,5.7864576650196223e-38,1.0775777524445034e-35,4.3000553891472389e-50,4.9857662856642588e-51,2.8125267721173955e-24,4.5233196805220251e-43,2.0729419108437744e-09,6.1376133659521968e-11,2.4574840932196172e-13,2.4567340709209829e-13,2.6351523744962836e-17,4.9099844089613716e-18,5.4071028782158264e-19,1.3070318120309167e-26,8.0942446062360254e-20,1.1142660745439638e-47,2.1862469995709794e-20,2.0189740806197633e-28,6.3307544555838557e-33,7.571497024934861e-44,3.1698746393052951e-44,7.4983352835024158e-37,2.9245681220002356e-56,1.2881368696900445e-51,2.8607876414772005e-45,2.6115931674765088e-59,1.1955150862124972e-53
5.761319026254695e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727394016096,0.11866996320182813,0.022821567651943861,0.0,5.4916707458570107e-31,1.2700858126877229e-18,1.1942632549677502e-33,4.9131490974295158e-28,6.1386274337853975e-50,5.08482168702893e-11,1.1700098048183437e-54,5.084820490956293e-11,1.8208167118216816e-37,3.438360357514774e-35,4.6984612344693621e-49,5.4476019671549939e-50,6.4873898369500829e-24,1.8951020718283666e-42,2.776959800026664e-09,8.2220858163334443e-11,3.2922967884147702e-13,3.2909452895224489e-13,4.399447160103926e-17,1.0501124336971454e-17,1.5331858750012921e-18,3.0149265178588316e-26,1.4259632555971117e-19,6.289242797939581e-47,3.8516682660077917e-20,4.655821754445619e-28,3.446877112216243e-32,8.2723097967470917e-43,1.3658987783915128e-43,2.3594961175261785e-36,2.2592091135727511e-55,7.2465357165384567e-51,1.2328151468344262e-44,2.1127467782584409e-58,2.1752721996519411e-52
7.22193511878029e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727321513148,0.11866996248483576,0.0228215676415215,0.0,1.2914056102131172e-30,1.9785758068953208e-18,4.865870196615637e-33,9.5951765060642857e-28,2.1995446496544091e-49,6.3739316444540752e-11,4.2338442057320088e-54,6.3739297812274307e-11,4.3739428805492628e-37,8.2923209043232765e-35,2.2982379895799693e-48,2.6646560522918626e-49,1.2461994208003012e-23,5.5469316915959681e-42,3.4809776268581973e-09,1.0306558258064122e-10,4.127227408585721e-13,4.1250773478854293e-13,6.5073909395632806e-17,1.8803063179504398e-17,3.4029089654621011e-18,5.7917565060283533e-26,2.2212110811573218e-19,2.2235289738310662e-46,5.9999522720921542e-20,8.9415487022904752e-28,1.1553959365839346e-31,4.0461839270933764e-42,4.0351605981574092e-43,5.667962743372552e-36,9.5650605446449436e-55,2.5557567619191662e-50,3.6422442912988054e-44,9.0886728924834942e-58,1.251859290537579e-51
1.0143167303831481e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727176507268,0.1186699610508512,0.022821567620676775,0.0,5.0680148908417704e-30,3.8737326400454288e-18,5.4365615588005784e-32,2.683219299607261e-27,1.9580031180986955e-48,8.9521518471851469e-11,3.710288645444553e-53,8.9521481994867429e-11,1.7602458096530193e-36,3.3058637459734176e-34,4.0728347649093161e-47,4.7220479031889212e-48,3.4274723577992292e-23,3.2766531742918138e-41,4.8890130933428182e-09,1.4475503114862392e-10,5.7974874411278919e-13,5.7931038651672692e-13,1.1490403905903647e-16,4.4346405474627256e-17,1.1615817411048332e-17,1.5930642687253363e-25,4.3479648610245068e-19,1.9728516831470816e-45,1.1745765958017445e-19,2.4578948026778225e-27,8.3262307849770778e-31,7.1691471988079569e-41,2.3765849613441877e-42,2.2810216141907096e-35,1.3066644949492073e-53,2.2497857589994767e-49,2.1455837882110013e-43,1.2524004249670118e-56,3.3977285709046705e-50
1.2772276270377553e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727046001984,0.11866995976026531,0.022821567601916521,0.0,1.2274435371444462e-29,6.1244983966008272e-18,2.1146105888860362e-31,5.3171749502007453e-27,6.9505169784235827e-48,1.1272550357789648e-10,1.3492192093977729e-52,1.1272544590918729e-10,4.305078855172508e-36,8.0826056948441086e-34,1.8405116151558453e-46,2.1338504398496413e-47,6.7468306233654687e-23,9.7389583946750675e-41,6.1562447997968098e-09,1.8227553455041718e-10,7.3012065271021214e-13,7.2940568996413172e-13,1.6693649472712867e-16,7.7594287989401441e-17,2.5596351105119057e-17,3.1360784013687596e-25,6.873197393132207e-19,7.0032941614318784e-45,1.8568889688094223e-19,4.8362354312219951e-27,2.7367060867205973e-30,3.2394901609327373e-40,7.0581022357546135e-42,5.5787728512322417e-35,5.4372323293192834e-53,7.9554801887011846e-49,6.372773378103234e-43,5.2152520291047452e-56,1.8749336387710042e-49
1.5401385236923625e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726915496722,0.11866995846967963,0.022821567583156274,0.0,2.527293120157785e-29,8.8917380685246384e-18,6.4523302132504184e-31,9.2654582376854234e-27,1.9832168113510937e-47,1.359294917923359e-10,3.8422895606795808e-52,1.3592940807075489e-10,8.9169492630998704e-36,1.6761273776684268e-33,6.5123786599569095e-46,7.5502336245515777e-47,1.1712426943043483e-22,2.3773750471318092e-40,7.4234763040867282e-09,2.197960376506128e-10,8.8054278598244275e-13,8.7947533892100525e-13,2.2376887514066084e-16,1.2029529818183697e-16,4.8089273071964355e-17,5.4445402737602961e-25,9.9771788526510591e-19,1.9981276143451537e-44,2.6956688239333025e-19,8.3921628564702056e-27,7.1259490098721546e-30,1.1461544547480537e-39,1.7232751338570974e-41,1.1555144008159861e-34,1.7987886767089854e-52,2.2603108860892261e-48,1.5561271993827912e-42,1.725606816846349e-55,7.3395457389905141e-49
1.8030494203469697e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726784991476,0.11866995717909416,0.022821567564396024,0.0,4.6396134992425725e-29,1.2175464772886219e-17,1.6332037014472609e-30,1.4782477910502431e-26,4.7625517789484615e-47,1.5913348311472786e-10,9.3592297165157314e-52,1.5913336847954499e-10,1.6433538246948835e-35,3.0974559624579126e-33,1.8560381656394614e-45,2.1517926061256716e-46,1.8642712197675408e-22,5.0196553340745368e-40,8.690707606209482e-09,2.5731654044173879e-10,1.0310183472112434e-12,1.0295193372113978e-12,2.8409087429274171e-16,1.7185673234454938e-16,8.0994238510892918e-17,8.6666194974890001e-25,1.3659675655053338e-18,4.7946527012928862e-44,3.6908857726960119e-19,1.335240428457979e-26,1.5905195046025941e-29,3.2662998117548547e-39,3.643325143657414e-41,2.1295683686708143e-34,4.8680325755555717e-52,5.4027723879161392e-48,3.2902993180276159e-42,4.6722775424724261e-55,2.396227238061096e-48
2.065960317001577e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726654486247,0.11866995588850887,0.022821567545635774,0.0,7.8489621503535702e-29,1.5975686078169914e-17,3.6363221996182639e-30,2.2133375519153711e-26,1.0165690358958879e-46,1.8233747754458374e-10,2.0307878042975781e-51,1.8233732713554694e-10,2.7877495972421867e-35,5.2705632510091381e-33,4.5810751791027925e-45,5.3109585214860162e-46,2.7869514333219548e-22,9.579255894416188e-40,9.9579387061636793e-09,2.9483704291601017e-10,1.1815501634606217e-12,1.1795376890513875e-12,3.468997036610534e-16,2.3144600021200092e-16,1.2614292544521372e-16,1.2956742740329772e-24,1.7920439233338102e-18,1.0221222647121233e-43,4.8425067609950873e-19,1.9952845856495257e-26,3.1715854074320291e-29,8.0612516103245169e-39,6.9657272386353005e-41,3.6125651242644809e-34,1.1515814550824649e-51,1.1474551352455616e-47,6.2914344864959292e-42,1.1062149218243008e-54,6.742663758970928e-48
2.5917821103107913e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726393475823,0.11866995330733893,0.02282156750811527,0.0,1.8802487668842835e-28,2.5125623424273977e-17,1.3709363019507913e-29,4.328815022995807e-26,3.5998930772423421e-46,2.2874547572486961e-10,7.4852232022002682e-51,2.2874523918918599e-10,6.7022342277576028e-35,1.2756147432429194e-32,2.0689394610138978e-44,2.3984624485688056e-45,5.4402957822459649e-22,2.802612533735414e-39,1.2492400299565646e-08,3.6987804688606118e-10,1.4827903982575663e-12,1.4794974690455366e-12,4.7771522676294189e-16,3.7135481289711744e-16,2.58773558383537e-16,2.5295234907136579e-24,2.8175863151695178e-18,3.6066209148048552e-43,7.6148390226777705e-19,3.8918506723999377e-26,9.8753008892352951e-29,3.6400676250497421e-38,2.0474858833515678e-40,8.685289294117496e-34,4.8610522532885877e-51,4.0189976511413609e-47,1.8496684812319126e-41,4.6820518240644487e-54,3.9882669917619714e-47
3.065021724289084e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726158566492,0.11866995098428665,0.022821567474346816,0.0,3.6015148536849317e-28,3.5127006708508897e-17,3.6303984157069087e-29,7.1193952093647511e-26,9.2204100299286716e-46,2.7051268470970231e-10,1.9608043058661165e-50,2.7051235404292062e-10,1.286523145643258e-34,2.4614962809352319e-32,6.2697246373840025e-44,7.268045431532354e-45,8.9383134613244479e-22,6.2281461611668075e-39,1.477341504220848e-08,4.3741494929929444e-10,1.7541187367789161e-12,1.7493736028472731e-12,5.9847548425364483e-16,5.1583783306006e-16,4.3434596471772465e-16,4.1563853980280044e-24,3.9380954459478345e-18,9.2049584426080438e-43,1.0644508004597295e-18,6.3897354684822618e-26,2.2571020331262627e-28,1.1029333289988019e-37,4.5694744951967392e-40,1.6671886181615816e-33,1.414132255966422e-50,1.0193212118507506e-46,4.1287367340112757e-41,1.365869787341544e-53,1.4329670327789786e-46
3.589719906452025e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230725898113927,0.11866994840863383,0.022821567436906491,0.0,6.6810165790632212e-28,4.8172230507926695e-17,9.1323395586946831e-29,1.1397086434795672e-25,2.2784571967077215e-45,3.1682153871639651e-10,4.9230297465036003e-50,3.1682108528360045e-10,2.3907903222390989e-34,4.594140496106202e-32,1.8160034129063895e-43,2.1050753200202285e-44,1.4298251532633507e-21,1.3357062043003464e-38,1.7302459296369608e-08,5.1229559800778205e-10,2.0551951116390225e-12,2.0484981495299612e-12,7.3383916284930284e-16,6.9053427581650587e-16,6.9916362458390737e-16,6.6495469763904396e-24,5.3990058902732966e-18,2.2656519415428047e-42,1.4595385116388464e-18,1.0213301720721795e-25,4.8815914413441842e-28,3.1940720534360445e-37,9.8407667197654224e-40,3.0982138265643051e-33,3.9752049680834215e-50,2.4908151919781474e-46,8.893427045833375e-41,3.852796713085715e-53,4.890322823632118e-46
4.114418088614966e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230725637661406,0.11866994583298185,0.022821567399466166,0.0,1.142626302107604e-27,6.3274656419497455e-17,2.0157878058669924e-28,1.7127438845900685e-25,5.0138457061116276e-45,3.6313040508603931e-10,1.094140577932627e-49,3.6312980954308316e-10,4.0945577150544565e-34,7.8914896226093047e-32,4.545678399429689e-43,5.2690553065444255e-44,2.1476072458674217e-21,2.5948378850499819e-38,1.9831502745306115e-08,5.8717624524223731e-10,2.3565353211765342e-12,2.3475206676221136e-12,8.6988546829662581e-16,8.7555991595911226e-16,1.0435096423458463e-15,9.9887880397738782e-24,7.0895494466636694e-18,4.9683676526540776e-42,1.9168280889932298e-18,1.5328207409936363e-25,9.4110324965763401e-28,7.9938354938020487e-37,1.9180432957587812e-39,5.3061519037263109e-33,9.7941227570881507e-50,5.4232387713601943e-46,1.7337569269775571e-40,9.5230815785477179e-53,1.396514254055413e-45
4.6391162707779065e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230725377208947,0.11866994325733063,0.022821567362025841,0.0,1.8353960805664055e-27,8.0434284644714181e-17,4.0229726030763736e-28,2.4523308088906877e-25,1.0082226505596634e-44,4.09439283814535e-10,2.2151275116615893e-49,4.0943852682138732e-10,6.5847273369457964e-34,1.2715953598481329e-31,1.016522179472895e-42,1.1782416495244872e-43,3.0737719973219726e-21,4.6692422699526577e-38,2.2360545389018418e-08,6.6205689094017109e-10,2.6581434848675577e-12,2.6464411924006465e-12,1.0062873747092506e-15,1.0673563713263968e-15,1.4712384467224913e-15,1.4298098005737346e-23,9.0095239368938458e-18,9.9617467818419942e-42,2.4362921508178517e-18,2.1920966085602218e-25,1.6615368735951098e-27,1.7873176370555578e-36,3.459954813281059e-39,8.5332265007879307e-33,2.1788413597076093e-49,1.0797035751436754e-45,3.1281684985024671e-40,2.1245968569079926e-52,3.4993601445936504e-45
5.1638144529408474e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230725116756543,0.11866994068168023,0.022821567324585516,0.0,2.8050911616218055e-27,9.965111478969333e-17,7.4157712563114296e-28,3.3796841451548606e-25,1.8874781733132685e-44,4.5574817489780348e-10,4.1676304283871375e-49,4.5574723711853124e-10,1.00739013054143e-33,1.9479388522435763e-31,2.080062991823849e-42,2.4108902645795496e-43,4.2348139249748372e-21,7.9063872308654796e-38,2.4889587227506856e-08,7.3693753503930154e-10,2.9600221012815372e-12,2.9452597590050623e-12,1.1429099519682067e-15,1.2636023392288043e-15,1.9847754119442411e-15,1.9701056421582156e-23,1.1158728052215815e-17,1.8604937596816812e-41,3.0179034244260173e-18,3.0176758330189564e-25,2.7376728081082568e-27,3.6566956475738444e-36,5.8693317319753146e-39,1.3054973006413775e-32,4.4718051582765818e-49,2.0023075454796338e-45,5.3076075232439701e-40,4.3712581174664182e-52,7.930786550793134e-45
