Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24),CHOX(61),COX(58),H2OX(23)
2.149207502017127e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362472658226,0.099999999323817812,0.099999999901384445,1.057950939203636e-53,3.7831738672924618e-33,1.1896695191633656e-24,4.2885596025795426e-40,3.1104127498790558e-35,1.5265923803564671e-32,1.1124381448867648e-20,2.399672901729642e-76,1.1122602379541599e-20,1.828554962246186e-49,4.7485134905842156e-43,1.3472985613829146e-50,5.0408727459521844e-64,1.6215973697925736e-32,2.8748391672405807e-59,6.7617773200868493e-10,1.9723115538189497e-10,4.4676347590663542e-15,2.9402630090448764e-21,4.4742368079205852e-15,1.0581696772121479e-19,1.9399209373438129e-18,1.4339817763380151e-19,5.6010663481500239e-33,8.5999657069549969e-33,1.1191135928940762e-49,8.7224536925146636e-44,3.3490588735247809e-50,1.1211073868528582e-29
2.6865093793006137e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362450822781,0.099999999154772271,0.099999999876730555,4.1367283694413723e-53,7.4644310035280747e-33,1.8337994357492064e-24,1.2691577755838808e-39,5.8346572258984918e-35,2.3323401353087756e-32,1.390597182876251e-20,6.4709283694553608e-76,1.390325399847446e-20,3.4308748106298011e-49,9.6747482642503039e-43,2.452744868379536e-50,1.6632065894405463e-63,2.4900082878671136e-32,6.2861253223312896e-59,8.4522214968081651e-10,2.4653894418572606e-10,5.5839375187801136e-15,3.9621753819354442e-21,5.5940947299963114e-15,1.3297511890461716e-19,2.9499891363829807e-18,2.6131410315000262e-19,1.468898007920895e-32,1.5822321020424844e-32,3.971173019353024e-49,1.5860083154729909e-43,1.1050983527980647e-49,1.8604461141276942e-29
3.761113133867587e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362407151892,0.099999998816681215,0.099999999827422761,9.1575116316910107e-52,2.2581515634904731e-32,3.5648323965063318e-24,1.0620103736693457e-38,1.5958452074586445e-34,4.4852389599626438e-32,1.9469783996531645e-20,3.8159620481464137e-75,1.9464558533471871e-20,9.3893512577971768e-49,2.966548040169099e-42,6.4762532084066244e-50,2.1422317958050787e-62,4.8254173949646832e-32,2.4183659274790892e-58,1.1833109647443393e-09,3.4515452153213667e-10,7.8157701409938286e-15,6.0539286015531236e-21,7.8355491994612011e-15,1.8727168545695814e-19,5.5600083745587086e-18,6.8263637619054142e-19,8.1603690626800493e-32,4.2413045476576538e-32,5.359394419975195e-48,4.174037349463248e-43,1.4235419599657291e-48,4.0133757131617254e-29
5.910320643001534e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362319810125,0.099999998140499202,0.099999999728807187,4.735091188761169e-50,1.0164146178118909e-31,8.7860691568706942e-24,1.96745775656182e-37,6.3326676171347246e-34,1.0943840485577787e-31,3.0599916966044489e-20,4.2064436287844554e-74,3.0587172768092681e-20,3.7305609022293211e-48,1.3157154813254818e-41,2.5045154006396867e-49,7.3983675839930242e-61,1.1879347263855676e-31,1.5969931853459304e-57,1.8594885142445881e-09,5.4238567518651071e-10,1.2276364609450538e-14,1.0302265189734506e-20,1.2325635223776603e-14,2.957898258418473e-19,1.2854434138535651e-17,2.53150975678724e-18,8.3411038071542405e-31,1.6647119487244434e-31,1.4378319687014203e-46,1.6022080090230605e-42,4.9155443965776446e-47,1.1033018884336733e-28
8.05952815213548e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362232468369,0.0999999974643173,0.099999999630191613,3.3917881427014108e-49,2.7038566128096159e-31,1.6353406969954057e-23,1.0120276245418425e-36,1.5843883576270745e-33,2.0275906782169899e-31,4.1733395551016654e-20,1.7932568448148174e-73,4.1709793905771418e-20,9.3432448749664978e-48,3.4519499863349019e-41,6.2160815170126415e-49,4.6467642726103705e-60,2.2115668509039009e-31,5.2671681843609701e-57,2.5356659561500247e-09,7.3961682745520347e-10,1.6732863775292621e-14,1.4570031794816108e-20,1.6825618801177879e-14,4.0420829639609359e-19,2.2589519095712179e-17,6.0481576347201522e-18,3.4276197819265501e-30,4.1578410828206736e-31,8.5980132605274595e-46,3.9529844581164433e-42,3.0870621235425321e-46,2.1690415612404015e-28
1.2357943170403373e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934362057784885,0.099999996111953787,0.099999999432960465,1.1222520201033769e-47,1.0608948719929962e-30,3.8513206789252601e-23,1.3944404142637259e-35,5.7824373944268539e-33,4.7562266793076708e-31,6.4010370773210117e-20,1.6631808509413166e-72,6.3955056970445384e-20,3.4182106970626525e-47,1.3215562975796669e-40,2.2581256361645837e-48,1.0725210792558019e-58,5.2138822682736379e-31,3.0491615878329026e-56,3.8880205172738239e-09,1.1340791278366819e-09,2.5633599265252689e-14,2.3088429791679442e-20,2.5857163289215046e-14,6.2074694129769292e-19,4.7427820004923773e-17,2.0015544875886841e-17,2.8664917545724574e-29,1.5197563904257172e-30,1.6755167813488231e-44,1.4156950231466894e-41,7.1219462984866348e-45,5.3917832525685923e-28
1.6656358188671264e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361883101439,0.099999994759590718,0.099999999235729317,7.2877281492185826e-47,2.6461490243726374e-30,7.0028384424452707e-23,6.6185184682783243e-35,1.3932947546085226e-32,8.6349519999060281e-31,8.6300687063309976e-20,6.7199081178807789e-72,8.6200347848255431e-20,8.2532605557910775e-47,3.2524958180072477e-40,5.4377610819033413e-48,6.2113610790674814e-58,9.4900149793771607e-31,9.5759576499564527e-56,5.2403746481482822e-09,1.5285414226770483e-09,3.4518004357815146e-14,3.1602364429361013e-20,3.4932229083695995e-14,8.3688829835334754e-19,7.7945243689749967e-17,4.4686713989796223e-17,1.0905275351513476e-28,3.6687935013498568e-30,9.0269156047912935e-44,3.3698122527799565e-41,4.1236505679133094e-44,1.0067123590659901e-27
2.0954773206939156e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361708418033,0.09999999340722808,0.099999999038498169,3.0834344023083952e-46,5.3005023896456096e-30,1.10882223465751e-22,2.1612055370430725e-34,2.7315459493425732e-32,1.3664398183848354e-30,1.0860432058223625e-19,1.9651239821042595e-71,1.0844566667707812e-19,1.6212847252309264e-46,6.4579683971049368e-40,1.0666038185407455e-47,2.3587778052629924e-57,1.5040586208941415e-30,2.2921195665062219e-55,6.5927283487843391e-09,1.9230037119764069e-09,4.3386108324241597e-14,4.0114998862460965e-20,4.4052469496012409e-14,1.0526330787764163e-18,1.124006535167477e-16,8.1773528345626327e-17,3.0152030536411944e-28,7.2052270752422816e-30,3.3432993976776092e-43,6.538261834513789e-41,1.5656451005672573e-43,1.6192197270418642e-27
2.5253188225207047e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361533734665,0.099999992054865872,0.099999998841267021,1.0264439344003816e-45,9.305372047354413e-30,1.6105773870752291e-22,5.6957372186032498e-34,4.7238061168580159e-32,1.9845233089327309e-30,1.3092124710756757e-19,4.7574685483894473e-71,1.3069101360307322e-19,2.8093680049309817e-46,1.1265578358654508e-39,1.8462713597445361e-47,7.0660068754354921e-57,2.1866260054000611e-30,4.6724399549934573e-55,7.9450816191857335e-09,2.3174659957348122e-09,5.2237940907367931e-14,4.8627601947011132e-20,5.3219077600069453e-14,1.2679820061120208e-18,1.4951174036137501e-16,1.3252855308949817e-16,6.9048115848907466e-28,1.2480245444506605e-29,9.9500636206244572e-43,1.1198049598538939e-40,4.6891461913482644e-43,2.3764145773884647e-27
2.955160324347494e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361359051336,0.099999990702504093,0.099999998644035873,2.7610726777234627e-45,1.4893177237072735e-29,2.2054094374246852e-22,1.2590500292470038e-33,7.4777148669600166e-32,2.7178013604349274e-30,1.5325144669342951e-19,9.9356688498729909e-71,1.5293638874956346e-19,4.4556463795637893e-46,1.7945654235640084e-39,2.9257971552973076e-47,1.7196077020787929e-56,2.9967593047110397e-30,8.4564567451291887e-55,9.2974344593535838e-09,2.7119282739522815e-09,6.1073526599070054e-14,5.7140297827840047e-20,6.2432745306591204e-14,1.4829356762070843e-18,1.8851311406819983e-16,1.9769268579712008e-16,1.3689512352086192e-27,1.9783923322214207e-29,2.5171088118328715e-42,1.7570233507118263e-40,1.140984312648466e-42,3.2780640755663024e-27
3.385001826174283e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361184368046,0.099999989350142746,0.099999998446804753,6.7145497266696319e-45,2.2372604903483331e-29,2.8931327788750815e-22,2.5409753176521251e-33,1.1135805572160022e-31,3.5663481555781526e-30,1.7559489287061151e-19,1.8987734637238402e-70,1.7518179228274467e-19,6.648219845733289e-46,2.6856971397252313e-39,4.3624421290794544e-47,3.8209116742937528e-56,3.9345327246150732e-30,1.4198348302140222e-54,1.0649786869288585e-08,3.1063905466288265e-09,6.9892897901432286e-14,6.5653051382168813e-20,7.1694114171097379e-14,1.6974948797800636e-18,2.2866571220539211e-16,2.7797248598401903e-16,2.4858984835449388e-27,2.9501565138904099e-29,5.5302716533405464e-42,2.5938173611741632e-40,2.5347660902966325e-42,4.323859813093883e-27
4.244684829827862e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934360835001588,0.09999998664542134,0.099999998052342498,3.1656665868891846e-44,4.41772146229013e-29,4.5465495128446718e-22,8.5179266102199893e-33,2.1702310941946277e-31,5.609529831453594e-30,2.2032142462748362e-19,5.7574049884719367e-70,2.1967268515078394e-19,1.3008769427551038e-45,5.2732668100510335e-39,8.5251352999231726e-47,1.5526508127372625e-55,6.1932819162073232e-30,3.4190546747624357e-54,1.3354490398461132e-08,3.8953150753591587e-09,8.7483120586478757e-14,8.2678593385591223e-20,9.0361085125480134e-14,2.125432885762777e-18,3.1092508104662116e-16,4.8525533820711872e-16,6.7918234348206188e-27,5.7640530545903951e-29,2.109242529511955e-41,4.9674392412159751e-40,1.0295735449232786e-41,6.8467207391472632e-27
5.10436783348144e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934360485635285,0.099999983940701656,0.09999999765788023,1.0653057790582052e-43,7.7043763025657303e-29,6.5694302162831864e-22,2.2664368039541626e-32,3.7488036067937306e-31,8.1146280414503246e-30,2.6510064310008084e-19,1.4208185720836286e-69,2.6416369348680087e-19,2.2561565456940827e-45,9.1589869888561184e-39,1.4768134267976577e-46,4.7928010352089583e-55,8.9634334924433198e-30,7.0447856335034402e-54,1.6059192206705229e-08,4.6842395819258325e-09,1.0500885366056327e-13,9.9704257839230888e-20,1.092215588965855e-13,2.5518019771178241e-18,3.9398731040465928e-16,7.5643494232041921e-16,1.5311234043256793e-26,9.9799531855074887e-29,6.06226147773607e-41,8.4360786234082815e-40,3.1769666988221682e-41,9.9426752864073569e-27
5.964050837135018e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934360136269127,0.099999981235983693,0.099999997263417989,2.9247001659326886e-43,1.2324793860407894e-28,8.9604066900685176e-22,5.1544583411220767e-32,5.9527944180022843e-31,1.1082191041485504e-29,3.0993235317060378e-19,3.0459797829131084e-69,3.0865481855601511e-19,3.5969180739739349e-45,1.4606535260979041e-38,2.3518328328361703e-46,1.2385474527802309e-54,1.224553597255685e-29,1.3006019882103035e-53,1.8763892294022054e-08,5.4731640663288602e-09,1.2247033671328571e-13,1.1672991801166576e-19,1.2827562966079019e-13,2.9766079826188582e-18,4.7703944448890999e-16,1.0920846588479696e-15,3.0216838512873398e-26,1.5882067821709426e-28,1.4602776334152992e-40,1.3177936787987379e-39,8.2068937545869403e-41,1.3609450919607724e-26
6.823733840788597e-14,0.09977366400000001,0.80000000000000004,0.0,0.2893435978690313,0.09999997853126745,0.099999996868955762,7.0535625915108461e-43,1.8502597202366966e-28,1.1718134126025621e-21,1.0517809274587405e-31,8.883026457456254e-31,1.4512757841907701e-29,3.5481636305688161e-19,5.9183913704087011e-69,3.5314606160915251e-19,5.3889912535242589e-45,2.1874525899612048e-38,3.5197816217053105e-46,2.8440712658410626e-54,1.6040128562320655e-29,2.2166466428035751e-53,2.1468590660412418e-08,6.2620885285682443e-09,1.3986780523838831e-13,1.3375578246740553e-19,1.4752255557778108e-13,3.3998566314099237e-18,5.6011683317157247e-16,1.491933638648058e-15,5.423191052596122e-26,2.3749766568485023e-28,3.1202304200274816e-40,1.9355754524438217e-39,1.8838287065270345e-40,1.7844813760422286e-26
7.683416844442175e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934359437537288,0.099999975826552928,0.099999996474493549,1.5443276532190151e-42,2.6459833653581458e-28,1.4841276803772036e-21,1.9780824105724259e-31,1.2638777283941667e-30,1.8406863803134541e-29,3.9975248227261823e-19,1.0676704641942449e-68,3.9763742388882189e-19,7.6984209125139226e-45,3.1219295958137149e-38,5.022817222084396e-46,5.9777189434827566e-54,2.034774692854283e-29,3.55422656716299e-53,2.4173287305877209e-08,7.0510129686439882e-09,1.5720149313837083e-13,1.5078160054823087e-19,1.6696156143946284e-13,3.8215536138930244e-18,6.4329296987036255e-16,1.9556744803101301e-15,9.0613381683272091e-26,3.3860531376129161e-28,6.0797195426260253e-40,2.7123885263983636e-39,3.9578630473709114e-40,2.2646546998761857e-26
9.402782851749333e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934358738806071,0.099999970417129033,0.099999995685569124,6.256063457537156e-42,4.8601234299116199e-28,2.2178459812521286e-21,5.9437706413760268e-31,2.301911849202721e-30,2.7587836327230751e-29,4.8978028600625187e-19,2.9814978775850816e-68,4.8662051109265802e-19,1.4137769906835516e-44,5.7162038410535482e-38,9.2043475546308032e-46,2.2845470922615584e-53,3.0504204945602857e-29,7.9989210175736665e-53,2.958267543403477e-08,8.6288617823046062e-09,1.9167846358273193e-13,1.8483373097871544e-19,2.0641391703656644e-13,4.6603153638126402e-18,8.0902783927724559e-16,3.0748088553218392e-15,2.1696498780389073e-25,6.192222092969872e-28,1.890718897163796e-39,4.8053383083209613e-39,1.5107777695178094e-39,3.3940248445733598e-26
1.1122148859056489e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934358040075475,0.099999965007712022,0.099999994896644753,1.8996859576521372e-41,8.0519759402768418e-28,3.0961297366234986e-21,1.4592189861892889e-30,3.7872431881947245e-30,3.862938001774546e-29,5.8001424438835328e-19,6.9607155820600128e-68,5.7560409007284855e-19,2.3452476113566333e-44,9.4471396804537163e-38,1.523653802121198e-45,6.7329266308044215e-53,4.2719183463138642e-29,1.5705453880346491e-52,3.4992056678503445e-08,1.0206710507310775e-08,2.2590311446834463e-13,2.1888619267296188e-19,2.4662769354568039e-13,5.4929386390051777e-18,9.7364760747356467e-16,4.4482177630487564e-15,4.4429389669064189e-25,1.0228125348538915e-27,4.7391016683092289e-39,7.7251642837758747e-39,4.4477741797905401e-39,4.7472872041484207e-26
1.2841514866363646e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934357341345501,0.099999959598301894,0.099999994107720452,4.7856297158591211e-41,1.2397369386421351e-27,4.117920115264284e-21,3.1096719946623955e-30,5.7960936316045683e-30,5.1535738278830181e-29,6.7045284742201778e-19,1.4317084507005507e-67,6.6458817067336183e-19,3.6185411010853077e-44,1.4516335814623308e-37,2.3460432044425184e-45,1.6632904732663276e-52,5.6996927936162755e-29,2.7960226599766013e-52,4.0401431039292033e-08,1.1784559143662577e-08,2.59877299954788e-13,2.5293904049169192e-19,2.8759751129816552e-13,6.3194685477973335e-18,1.1369693772884677e-15,6.0742298972545441e-15,8.1493377174001169e-25,1.5713722177698631e-27,1.0271194339462042e-38,1.1612605940824114e-38,1.0976842698948747e-38,6.3226859550349503e-26
1.6280246880977959e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934355943887419,0.099999948779502287,0.099999992529871962,2.2710710456669615e-40,2.5242489722074687e-27,6.5878396757385441e-21,1.0943507586704382e-29,1.1677368834530915e-29,8.2959655478921664e-29,8.5193802482078953e-19,4.7894258771931316e-67,8.4255787561747231e-19,7.4113131974714293e-44,2.9460470343225941e-37,4.7852724838683494e-45,7.7077450950174295e-52,9.1757480370499259e-29,7.282643915990255e-52,5.1220159109863971e-08,1.4940256150403374e-08,3.2708159637071631e-13,3.2104595314557971e-19,3.7178303276210872e-13,7.9544263883432315e-18,1.4599914365774615e-15,1.0076469516655119e-14,2.2072959438079834e-24,3.1902584094845952e-27,3.6720156917178688e-38,2.3048337090616659e-38,5.074058138671003e-38,1.0132965913368789e-25
1.9718978895592272e-13,0.09977366400000001,0.80000000000000004,0.0,0.2893435454643184,0.099999937960730215,0.099999990952023624,7.5599760577224329e-40,4.4774557321597249e-27,9.6192897478545679e-21,2.9513070944811457e-29,2.0521734301731234e-29,1.218929132980124e-28,1.0342239602821913e-18,1.2557003076702441e-66,1.0205297032487035e-18,1.3236597688738942e-43,5.2117181726246139e-37,8.5124639442842941e-45,2.5293830026569385e-51,1.3481920529426289e-28,1.5743757566688571e-51,6.2038859645820557e-08,1.8095952802527563e-08,3.933059134400862e-13,3.891545507988106e-19,4.5892666326143423e-13,9.5655431185278234e-18,1.7782296893134143e-15,1.5066831087500715e-14,4.8810153092629292e-24,5.6486192781419576e-27,1.0038725579795426e-37,4.1013320892293728e-38,1.6616471508081214e-37,1.4811095206916284e-25
2.3157710910206585e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934353148978753,0.099999927141985676,0.09999998937417548,2.0322459861763763e-39,7.2351317780452875e-27,1.3204076019315367e-20,6.7056914115273113e-29,3.2879451077742508e-29,1.6836835547037572e-28,1.2172989678460715e-18,2.8072269568315581e-66,1.1985037297747062e-18,2.1546815904634209e-43,8.4020913102562857e-37,1.3803172506536846e-44,6.7196624969595664e-51,1.8621496503113225e-28,3.0028694810054362e-51,7.2857532647231612e-08,2.1251649100035727e-08,4.5856460061792063e-13,4.5726490917063136e-19,5.4898518705564499e-13,1.1153167834423441e-17,2.0918508583445652e-15,2.1030798092520596e-14,9.4379704584089511e-24,9.1166927643241189e-27,2.3107752818381342e-37,6.8469492193692485e-38,4.4058964346307292e-37,2.0343518697314637e-25
3.0035174939435216e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934350354080079,0.099999905504579184,0.099999986218479706,1.0623767260720668e-38,1.5692511249480198e-26,2.2001699789382089e-20,2.579733239479574e-28,7.0164061529093025e-29,2.840738933604297e-28,1.5857706244497134e-18,1.0607838331836369e-65,1.5544586767489779e-18,4.7485280184080353e-43,1.8147529682801312e-36,3.0186004898743204e-44,3.4738705237799285e-50,3.1413676998927844e-28,8.6084462955959325e-51,9.449479604669616e-08,2.7563040631206262e-08,5.8624104766158973e-13,5.9349122010202426e-19,7.3767878984727347e-13,1.4259302685574412e-17,2.7054769961702299e-15,3.582334966696092e-14,2.7391962535429068e-23,1.9745930098199236e-26,8.9323963702886666e-37,1.7533500593811958e-37,2.2662513424646207e-36,3.3918483059174672e-25
3.622489256574098e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934347838679852,0.099999886031007512,0.09999998337835414,3.3046436263870243e-38,2.7372532873082798e-26,3.1732314665815093e-20,6.6390820781491631e-28,1.2072806535690011e-28,4.1432245589561446e-28,1.9199801429021502e-18,2.720283996619067e-65,1.8748263901578196e-18,8.4032718867733655e-43,3.1548472799042053e-36,5.3069420919435194e-44,1.0709930466734199e-49,4.5808830715225626e-28,1.8325241412204556e-50,1.1396823893876862e-07,3.3243291796478685e-08,6.9798688664072672e-13,7.1610168789211032e-19,9.1705286885912186e-13,1.6977874921200112e-17,3.2425697154338244e-15,5.2326262876089427e-14,5.8453520547579491e-23,3.4420436876612653e-26,2.3246163583585476e-36,3.7730817512667851e-37,6.9623529329403686e-36,4.8926174654728869e-25
4.2414610192046745e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934345323287791,0.099999866557525019,0.09999998053822913,8.5290719691349113e-38,4.3673230064034876e-26,4.3133820224071326e-20,1.4634785616592578e-27,1.9010350638261771e-28,5.6949643808939581e-28,2.25657238453184e-18,6.0109237954091127e-65,2.1952023620648442e-18,1.3602407766311046e-42,5.0176942468763269e-36,8.5364328484076578e-44,2.7469387647746813e-49,6.2953119001103508e-28,3.462175878701643e-50,1.3344159261999893e-07,3.8923541812804122e-08,8.0681758418262114e-13,8.3871902584602818e-19,1.1052297552054835e-12,1.9625527081859481e-17,3.765642082432734e-15,7.1769214225272531e-14,1.1020877437101346e-22,5.4899516332256984e-26,5.1525425786584108e-36,7.6682372456068458e-37,1.7795046228443193e-35,6.6500756964738407e-25
4.860432781835251e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934342807903896,0.099999847084131746,0.099999977698104689,1.927668319496162e-37,6.5313129872560294e-26,5.6162588088017503e-20,2.8862877168969477e-27,2.8067073776243949e-28,7.4977076681603742e-28,2.5954851294377681e-18,1.1928495914078684e-64,2.5155869983943273e-18,2.0636336323475262e-42,7.4811992555627542e-36,1.2872561477127018e-43,6.1645674115733594e-49,8.2864048486387016e-28,5.9997418300942459e-50,1.5291485709079418e-07,4.4603790680185932e-08,9.1280954148891246e-13,9.6134364103531364e-19,1.3019798756572786e-12,2.2204117869460417e-17,4.2750602446462366e-15,9.4075434553373104e-14,1.90082230139805e-22,8.2089726755924276e-26,1.0256455140983807e-35,1.4787172429361034e-36,3.9800101665139365e-35,8.657054481362294e-25
5.479404544465828e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934340292528204,0.099999827610827652,0.099999974857980845,3.9458333738783454e-37,9.2990328220291246e-26,7.077615433484453e-20,5.2379504769971563e-27,3.9459588981770179e-28,9.5531571837032346e-28,2.9366578179903049e-18,2.1830589089434459e-64,2.8359806942923376e-18,2.9802599969458043e-42,1.062009120462474e-35,1.8482435522394739e-43,1.2531866137009005e-48,1.055586615939588e-27,9.7395668209349297e-50,1.723880323515614e-07,5.0284038398627517e-08,1.0160371210702547e-12,1.0839759272750491e-18,1.5070797700276747e-12,2.4715456388275967e-17,4.7711934721141941e-15,1.191701903145415e-13,3.0657250657443703e-22,1.1687348383009358e-25,1.8766628854032159e-35,2.7099823630413536e-36,8.0640670270946461e-35,1.0906590639830652e-24
6.098376307096405e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934337777160735,0.099999808137612764,0.099999972017857555,7.4773593277493897e-37,1.2738319462177532e-25,8.6933181655001226e-20,8.9100312315346119e-27,5.3384589787345424e-28,1.186297069626416e-27,3.2800314968670304e-18,3.750011490850144e-64,3.1563838344768732e-18,4.1405516044805344e-42,1.4506056248716155e-35,2.5534936196168785e-43,2.3601895689048097e-48,1.3105355162006586e-27,1.5021231834064549e-49,1.9186111840270779e-07,5.5964284968132237e-08,1.116572713010525e-12,1.2066162649909348e-18,1.7203119160476691e-12,2.7161303757032519e-17,5.2543904862765328e-15,1.4698074098365531e-13,4.6920736672595777e-22,1.6010984549839964e-25,3.2117160539758389e-35,4.7346513071202516e-36,1.5137419983100019e-34,1.3391919238879837e-24
