Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24)
7.695750896132677e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362528725194,0.099999999757876809,0.099999999964688349,1.9711028759883003e-60,1.6647439246959682e-42,1.6919558107902656e-25,3.4234677399186118e-42,1.9586443971817219e-36,2.3170984039064589e-33,3.9829844752020403e-21,2.9639939508180457e-78,3.9827143769801066e-21,1.1507137570786849e-50,2.7192910662283335e-49,9.7303663618996498e-52,2.6123694841749711e-66,2.3170997994814397e-33,9.6464834578551587e-61,2.4212160230119271e-10,7.0623327093351415e-11,1.6001934441952095e-15,3.6073251570793049e-24,1.6011643724115271e-15,3.6063215433214599e-20,2.8635849070279026e-19,9.9324775439721676e-21,7.1789137387609788e-35,5.7927526838566594e-34,2.9162380998730428e-56
1.0261001217495545e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362518300255,0.099999999677169077,0.099999999952917792,9.0188471719972248e-60,3.51151845250187e-42,2.9574547322885319e-25,1.2674616808746297e-41,4.2674320706752446e-36,3.9527489940875529e-33,5.3107467914338199e-21,9.8102526582625015e-78,5.3102860541249789e-21,2.5074505722945468e-50,5.9284294050438834e-49,2.0524365982266425e-51,1.0835497746516444e-65,3.9527513747664773e-33,2.5110587299708991e-60,3.2282880054604637e-10,9.4164436290682385e-11,2.1334678598000876e-15,4.8123633136975713e-24,2.1351409730775496e-15,4.903258135996818e-20,4.9655494590597851e-19,2.1347015967874631e-20,2.3513210493244861e-34,1.2526137183328622e-33,1.2247493082696508e-55
1.539150186022128e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362497450378,0.099999999515753613,0.099999999929376679,1.0657633877971151e-58,9.5915052020692268e-42,6.2741488096806575e-25,8.3993312818016312e-41,1.2384931365270372e-35,8.1838433943732369e-33,7.966383472226738e-21,5.7246677741308881e-77,7.9654296380219391e-21,7.2789416383390934e-50,1.7217385203810947e-48,5.6059342393008868e-51,8.419171387973503e-65,8.1838483207207223e-33,9.2158281914500639e-60,4.8424319343951151e-10,1.4124665463902876e-10,3.1998795339510827e-15,7.2224401406396859e-24,3.2033848592142483e-15,7.497474445507793e-20,1.0394694491232832e-18,5.9243688450962028e-20,1.3155136630305849e-33,3.5119355251463733e-33,1.318667724556887e-54
2.0522002502947015e-15,0.09977366400000001,0.80000000000000004,0.0,0.289343624766005,0.099999999354338148,0.099999999905835565,4.8164545723225488e-58,2.0069412635009756e-41,1.082185442512714e-24,3.1020289860751358e-40,2.708055334985962e-35,1.3918863226657164e-32,1.0622195700566297e-20,1.9048024992786526e-76,1.0620573581767224e-20,1.5919324645956451e-49,3.7662407408682799e-48,1.1729662806842369e-50,3.4864762237512562e-64,1.3918871598591095e-32,2.3898602015608159e-59,6.4565758069811944e-10,1.8832887291480448e-10,4.2660763224567763e-15,9.6325176536338912e-24,4.2720882100243441e-15,1.0091331402902636e-19,1.7703131946033983e-18,1.2478282574528346e-19,4.231073612328245e-33,7.463933548312401e-33,4.9635045881897951e-54
3.0783003788398486e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362434900757,0.099999999031507261,0.099999999858753352,1.0392877331623973e-56,6.3377579105735102e-41,2.3957984952402015e-24,3.7098047230542403e-39,9.0048629945784384e-35,3.0327876746266821e-32,1.5934396377495455e-20,1.563151764731808e-75,1.5930862651898373e-20,5.2965395227922761e-49,1.2531001528515907e-47,3.7040226750410061e-50,6.8795811075724233e-63,3.0327894943293578e-32,1.1813483714458207e-58,9.6848633671243483e-10,2.8249330922805942e-10,6.3977645560053764e-15,1.4452674736589547e-23,6.4110488645103068e-15,1.5277409638806447e-19,3.8030746005443887e-18,3.9238799245959539e-19,3.1457013485143737e-32,2.4080057349775596e-32,6.3561957786090946e-53
4.104400507384996e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362393201007,0.099999998708676416,0.099999999811671139,5.8592388233573599e-56,1.4416184246280765e-40,4.2419076174382759e-24,1.6984643407458761e-38,2.0942007356224469e-34,5.3248075999421622e-32,2.1247356410500777e-20,6.0359039089752464e-75,2.1241153282055383e-20,1.2323859645450392e-48,2.9152759882272368e-47,8.4252439264865829e-50,3.8441673458544766e-62,5.3248107867680543e-32,3.5222549526551797e-58,1.2913150683361729e-09,3.7665774522719095e-10,8.5285232728284815e-15,1.9272834566400947e-23,8.5521002692341796e-15,2.046116830889485e-19,6.545498103285894e-18,8.8282505986795425e-19,1.1572436568020771e-31,5.5372781627581201e-32,2.9257265091947895e-52
6.1566007644752905e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362309801531,0.099999998063014753,0.099999999717506699,1.1272286448760116e-54,4.8137510740741244e-40,9.5377707916967244e-24,2.0006362558218558e-37,7.1253597468950022e-34,1.1871683667133261e-31,3.1875563325590689e-20,4.960166758024447e-74,3.186173925263614e-20,4.1978951891104035e-48,9.9247345057679498e-47,2.813263848735843e-49,7.4339909937183341e-61,1.1871690730643696e-31,1.8424420947736747e-57,1.9369724580748343e-09,5.64986616278743e-10,1.2787241414364142e-14,2.8913162483683873e-23,1.2840800293273307e-14,3.0821852488200511e-19,1.3866755172454799e-17,2.83555263105342e-18,8.4599319202536027e-31,1.8715622908230671e-31,3.418880650691761e-51
8.208801021565585e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362226402061,0.099999997417353187,0.099999999623342259,6.2382260726317751e-54,1.1180143921834358e-39,1.6970577866037096e-23,9.0288850685524974e-37,1.6659315924182816e-33,2.1036175246401282e-31,4.2506817591356827e-20,1.9208563129776325e-73,4.2482331512918519e-20,9.8244916434405547e-48,2.321406519433703e-46,6.5338941760753515e-49,4.1025578711967991e-60,2.1036187692451854e-31,5.5706588753249061e-57,2.5826297498017518e-09,7.5331548606801372e-10,1.7042229353877419e-14,3.8553501440798703e-23,1.7138559393789371e-14,4.1173460544843403e-19,2.3367205497830845e-17,6.351250474545375e-18,3.0585548471469033e-30,4.3715177339092888e-31,1.5492776345517847e-50
1.2313201535746173e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934362059603141,0.09999999612603036,0.099999999435013393,1.11488787968847e-52,3.796436495575668e-39,3.8240607334309965e-23,9.9273126933158154e-36,5.6808712387957039e-33,4.7225886237896343e-31,6.3778459024451717e-20,1.5862553158095269e-72,6.3723534987968617e-20,3.3578848361682702e-47,7.9228471819775132e-46,2.2187012280023022e-48,7.4158196350434982e-59,4.7225913833855266e-31,2.9399688128047306e-56,3.8739440390706131e-09,1.1299732218577817e-09,2.5541025880806048e-14,5.783421263123738e-23,2.5762911850614882e-14,6.1849481425548414e-19,4.7214967856935783e-17,1.9751038897865858e-17,2.0799752216234633e-29,1.4930948913577703e-30,1.6811591620756341e-49
1.641760204992676e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361892804256,0.099999994834707923,0.099999999246684526,5.9476594320507365e-52,8.8709733674150967e-39,6.8039885619782308e-23,4.2973769537739942e-35,1.3282771057051583e-32,8.3900563446731234e-31,8.5062263439205569e-20,6.1516512381755344e-72,8.4964763817537021e-20,7.866802611216654e-47,1.8537870123658683e-45,5.1843343248118385e-48,3.9490556751268212e-58,8.3900611899679558e-31,8.9093770229448761e-56,5.1652579360929198e-09,1.5066309525958531e-09,3.4024934066525724e-14,7.7114968448408589e-23,3.4426944175116133e-14,8.2489281743097537e-19,7.6238634913391572e-17,4.2911133250399298e-17,7.1575292915079384e-29,3.4974413943790022e-30,7.3018687930851052e-49
2.052200256410735e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361726005414,0.099999993543385873,0.09999999905835566,2.1790330106293743e-51,1.7095041155352083e-38,1.0635442071009746e-22,1.3090425171727245e-34,2.5586482006526479e-32,1.3106640371510251e-30,1.0635821088173835e-19,1.7539752321204372e-71,1.0620601812328588e-19,1.5182811897199805e-46,3.5733105936771022e-45,9.9905916581073094e-48,1.4077305739626631e-57,1.3106647853148077e-30,2.0887059662169374e-55,6.4565714408521403e-09,1.883288678282014e-09,4.2493978414856037e-14,9.6395769224116963e-23,4.313211134827646e-14,1.0309292104973952e-18,1.0890972098069276e-16,7.7335516834128078e-17,1.8327304338287566e-28,6.7483980506257268e-30,2.31860383511628e-48
2.4626403078287937e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361559206601,0.09999999225206424,0.099999998870026793,6.4212889993820305e-51,2.9242983338082387e-38,1.5316961051961081e-22,3.2504362794872574e-34,4.3731557320662162e-32,1.8872945503405524e-30,1.2766628052816025e-19,4.1707090466852539e-71,1.2744729803284928e-19,2.5999510318375565e-46,6.1113870337292769e-45,1.7090004513840745e-47,3.994769394125871e-57,1.8872956151390242e-30,4.1983170815883977e-55,7.7478845533428434e-09,2.259946398916194e-09,5.0948184496595537e-14,1.1567661530154141e-22,5.1879478031962512e-14,1.2366046155843166e-18,1.4408685301303213e-16,1.2413999195987121e-16,3.9275503815523219e-28,1.1551805638039712e-29,6.0510363763102046e-48
3.283520410664912e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361225609084,0.099999989669422126,0.099999998493369088,3.6999829097913655e-50,6.8176650871581931e-38,2.7224770510037343e-22,1.3632147236363816e-33,1.017268770822519e-31,3.3556904281102577e-30,1.7031870906842095e-19,1.6723784849886973e-70,1.6992993514714816e-19,6.0709867628033337e-46,1.42345597074235e-44,3.9843288248009921e-47,2.1190214564016036e-56,3.3556922775366771e-30,1.2659731341644885e-54,1.0330509601515933e-08,3.0132618250285747e-09,6.7812176858033735e-14,1.5423844472383469e-22,6.9503078741805663e-14,1.6468747729638333e-18,2.1940544745230567e-16,2.5734802476028991e-16,1.2792075465432455e-27,2.6944317188008514e-29,2.7511741354869433e-47
4.1044005135010293e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934360892011712,0.099999987086781553,0.099999998116711369,1.3457044297899974e-49,1.3187426595049452e-37,4.2515696688983672e-22,4.0419071193210789e-33,1.9628067813049726e-31,5.2446655554884411e-30,2.1301938191865155e-19,4.8657859672048513e-70,2.124126762136166e-19,1.1757733239765079e-45,2.7500233633626066e-44,7.7068809681462949e-47,7.4303477687491599e-56,5.2446683773634349e-30,2.9897105263245719e-54,1.2913133080605709e-08,3.7665772309329054e-09,8.4617116388434389e-14,1.9280045951081462e-22,8.7301699473587363e-14,2.0557082825952503e-18,2.9762553061666458e-16,4.4689887772356015e-16,3.1249598260515416e-27,5.2112944482124248e-29,8.3986732894162e-47
4.925280616337147e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934360558414468,0.099999984504142589,0.099999997740053678,3.8436094808614502e-49,2.2687046056862052e-37,6.1177433223584011e-22,9.7829793722466721e-33,3.3678955756356731e-31,7.5547142565060311e-30,2.5576812357886306e-19,1.1731857546211117e-69,2.5489552235799681e-19,2.0250084701320243e-45,4.7246140960285573e-44,1.3258538486113803e-46,2.0804422061177341e-55,7.554718221224858e-30,6.0767351838040037e-54,1.5495754990609839e-08,4.5198926166291541e-09,1.0136321858868197e-13,2.3136266241533043e-22,1.0527698715823747e-13,2.4631103873108486e-18,3.7645366083703868e-16,6.9487048694982858e-16,6.3925486697501767e-27,8.9615557230338586e-29,2.0756594908607892e-46
5.746160719173265e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934360224817379,0.099999981921505179,0.099999997363396001,9.4097900742162172e-49,3.5965175315500292e-37,8.3197822225827112e-22,2.0674561510904198e-32,5.3245500328536317e-31,1.0286323398151515e-29,2.9856476066638124e-19,2.4977764329221664e-69,2.9737847470720255e-19,3.2136226406359485e-45,7.4790370686407644e-44,2.1018367545311681e-46,5.0431757056097557e-55,1.0286328658811512e-29,1.114508456307955e-53,1.8078375331530256e-08,5.2732079821173391e-09,1.1805069635924803e-13,2.6992505620048536e-22,1.2342868337863286e-13,2.8690862664181369e-18,4.5550954424348817e-16,1.0014302407043878e-15,1.15610116293223e-26,1.4197726205325516e-28,4.3681362184849215e-46
6.567040822009384e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934359891220424,0.099999979338869338,0.099999996986738338,2.0485702996621406e-48,5.3654451882483444e-37,1.0856507116648984e-21,3.9465761168499191e-32,7.9212332737352674e-31,1.3439964782913967e-29,3.4140912500877265e-19,4.8470888377315032e-69,3.3986153435849852e-19,4.7992502839133883e-45,1.114084935507574e-43,3.135607194425318e-46,1.0973552626753165e-54,1.3439971475741266e-29,1.89363065809419e-53,2.0660994103370085e-08,6.026523327397496e-09,1.3467975620268107e-13,3.0848764351715977e-22,1.4175599895341723e-13,3.2736409440748159e-18,5.3496284514556791e-16,1.3662019670066819e-15,1.9093407334993306e-26,2.1164673846355246e-28,8.2687691675511724e-46
8.208801027681619e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934359224026945,0.099999974173602346,0.099999996233423011,8.3587085234137169e-48,1.0587666161255785e-36,1.692734915998247e-21,1.2238878179681692e-31,1.5529962847627747e-30,2.1016015156078896e-29,4.2724008486270879e-19,1.6162518280468249e-68,4.2482798175430112e-19,9.4924666371624614e-45,2.1906937078393861e-43,6.1874834705020203e-46,4.7817067796079511e-54,2.1016025025641759e-29,4.8200974716494643e-53,2.5826226939814516e-08,7.5331539573337872e-09,1.6776378936609056e-13,3.8561340998117029e-22,1.7893523498598397e-13,4.0785150912754884e-18,6.9381305212930388e-16,2.270462698926388e-15,4.3503241781368859e-26,4.1675540127104088e-28,2.3441424310754238e-45
9.850561233353854e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934358556834039,0.099999969008341655,0.09999999548010774,2.3551329287270559e-47,1.8366584322642142e-36,2.4322351554801883e-21,2.8913121109798931e-31,2.6776284791296304e-30,3.0286039041904185e-29,5.1325987397287637e-19,4.0946838095391793e-68,5.0979487189848884e-19,1.650187685787846e-44,3.7875912422185135e-43,1.073347316549206e-45,1.401343149204287e-53,3.0286052421832192e-29,1.0137832505638799e-52,3.0991453499948073e-08,9.0397845064380602e-09,2.0061670461021791e-13,4.6273998349599539e-22,2.1681166303985292e-13,4.8777665609428527e-18,8.5187684016466212e-16,3.4073935604517255e-15,8.2862742607756627e-26,7.2139044882348723e-28,5.331173612735009e-45
1.149232143902609e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934357889641693,0.099999963843087222,0.09999999472679251,5.4517506502801674e-47,2.918439397620443e-36,3.3032724527371781e-21,5.8126703678387892e-31,4.2298223318979241e-30,4.1253559217764196e-29,5.9946723883235729e-19,8.8206554972907365e-68,5.947622129613383e-19,2.627438337381299e-44,5.9991431704013583e-43,1.7055352618375503e-45,3.3181059830222192e-53,4.1253576313093247e-29,1.8824160093248894e-52,3.6156673783777462e-08,1.0546414974710371e-08,2.3324004114508446e-13,5.3986738558490554e-22,2.5538100949739188e-13,5.6714327991604807e-18,1.008810126566141e-15,4.7757993879612932e-15,1.4091587763584899e-25,1.1438116999038821e-27,1.0549725292651532e-44
1.3134081644698326e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934357222449913,0.099999958677839063,0.099999993973477322,1.1141472418041649e-46,4.354100964516422e-36,4.3049430086314815e-21,1.0503912833191097e-30,6.2742888559403295e-30,5.3922197894133254e-29,6.8586089053456488e-19,1.7068549340930022e-67,6.7973001334664697e-19,3.9276333928061353e-44,8.9220431357513146e-43,2.5445248919965727e-45,6.864675231575667e-53,5.392221877657824e-29,3.2054639608763069e-52,4.1321887791309983e-08,1.2053045362150773e-08,2.6563538164870184e-13,6.1699563748633127e-22,2.9463856438787897e-13,6.4595523095979719e-18,1.164574775988153e-15,6.3741356014397539e-15,2.2144898028394667e-25,1.7027946821301989e-27,1.8969797406049506e-44
1.6417602056042796e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934355888068053,0.099999948347361575,0.099999992466847057,3.6268989351938985e-46,8.4730586450627271e-36,6.6968641687903714e-21,2.7607869864110845e-30,1.2072367647603636e-29,8.4376135685533867e-29,8.5920232020005728e-19,5.1318835079396663e-67,8.4966702295620385e-19,7.6721376648890484e-44,1.7254912138024667e-42,4.9515922900758405e-45,2.2492893289594851e-52,8.4376163861326555e-29,7.7468490949097802e-52,5.1652296977512007e-08,1.5066305894536092e-08,3.29747887877243e-13,7.7125477483553114e-22,3.7520070311445482e-13,8.0192925744898287e-18,1.4727543076994743e-15,1.0254629590193684e-14,4.6424147434001119e-25,3.2994109382629541e-27,4.9970114921695399e-44
1.9701122467387267e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934354553688468,0.099999938016909193,0.099999990960216958,9.3198118297225648e-46,1.4596414868497181e-35,9.6008509080015725e-21,5.9921848728610646e-30,2.0567038004708509e-29,1.2167649983353994e-28,1.0332739695778562e-18,1.2520727807955188e-66,1.0196059671969134e-18,1.3265096009588881e-43,2.9544348834520683e-42,8.5299681614742785e-45,5.7801218874821954e-52,1.2167653401904111e-28,1.5888270679637467e-51,6.1982681058613873e-08,1.8079566103594496e-08,3.9296673999461348e-13,9.2551756212687036e-22,4.584603617963432e-13,9.5572918640800257e-18,1.7765821931480048e-15,1.5036191774575943e-14,8.4113392890360549e-25,5.6597297776775325e-27,1.0895865568516744e-43
2.298464287873174e-13,0.09977366400000001,0.80000000000000004,0.0,0.2893435321931116,0.099999927686481915,0.099999989453587027,2.060750512613459e-45,2.3149970536709611e-35,1.3009472445906012e-20,1.1483193106508938e-29,3.2259774381077214e-29,1.6585307347768911e-28,1.2080652415904852e-18,2.6691226182734605e-66,1.189546915174379e-18,2.1114256181586313e-43,4.6573771560220745e-42,1.3528456193866718e-44,1.277288230158104e-51,1.6585311125363948e-28,2.9232890877894871e-51,7.2313040034678568e-08,2.1092825989326514e-08,4.5530495039430112e-13,1.0797841622252757e-21,5.4437837614156621e-13,1.1073866746180106e-17,2.0761849522086011e-15,2.0705682933977689e-14,1.3804443856082686e-24,8.938125789936617e-27,2.0886229897814906e-43
2.6268163290076213e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934351884936133,0.099999917356079715,0.099999987946957233,4.1020118060366949e-45,3.4558051922092282e-35,1.6915482417084062e-20,2.013439342447948e-29,4.7622828233952217e-29,2.1693490229054436e-28,1.3835658021237315e-18,5.1766857590979493e-66,1.359489934283936e-18,3.1631821352921283e-43,6.9101218930273471e-42,2.0194990348191387e-44,2.5453855316417126e-51,2.169349401059588e-28,4.9748517715287736e-51,8.2643373905768697e-08,2.4106085551732656e-08,5.167752085705299e-13,1.2340547358816434e-21,6.3291661210690317e-13,1.2569325933048519e-17,2.3716275684507587e-15,2.7250348290949596e-14,2.1098401875576617e-24,1.3285147272154116e-26,3.6419153565182119e-43
2.9551683701420686e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934350550563392,0.099999907025702633,0.099999986440327621,7.5372914367166161e-45,4.9236069919672379e-35,2.1311944824004144e-20,3.299163142263936e-29,6.7091301532961089e-29,2.7494978964298847e-28,1.5597657596485432e-18,9.3388187285375916e-66,1.5294350890395912e-18,4.5227161272143604e-43,9.7846072447531846e-42,2.8772287329982831e-44,4.6909817879304009e-51,2.7494982283889589e-28,7.9743676727168145e-51,9.2973682671945275e-08,2.7119344790813428e-08,5.7738966055643973e-13,1.3883294390871744e-21,7.2403858345869785e-13,1.404396491553156e-17,2.6629576237800678e-15,3.4657993943597419e-14,3.0565825559243141e-24,1.8844899498014531e-26,5.9384081179892748e-43
3.283520411276516e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934349216192928,0.099999896695350657,0.099999984933698174,1.3007522931822436e-44,6.7593776563752249e-35,2.6192170045280097e-20,5.1248268446129897e-29,9.1068146352229372e-29,3.3992455304177132e-28,1.7366555739616879e-18,1.5909849369760534e-65,1.6993824416691162e-18,6.2309696326363195e-43,1.334956532176451e-41,3.9499749758903992e-44,8.1314943172116245e-51,3.3992457586627205e-28,1.2188207221816917e-50,1.033039663332682e-07,3.013260370656932e-08,6.3716002098351124e-13,1.5426084284355166e-21,8.1770909312137448e-13,1.5498068689251774e-17,2.9502277665225388e-15,4.2916852335437005e-14,4.247576756480711e-24,2.575637399272686e-26,9.1569643760619196e-43
3.7512477319338953e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934347315427467,0.099999881980127311,0.0999999827875514,2.5864126896166644e-44,1.0091748413315822e-34,3.3966039387529442e-20,8.9144485982702849e-29,1.3378625215245544e-28,4.4455032957308054e-28,1.9898020284001734e-18,3.1271605439893262e-65,1.9414711041326323e-18,9.3489855811189154e-43,1.9755110662339618e-41,5.8972468106849611e-44,1.6280083953087569e-50,4.4455032550516653e-28,2.0866350000380511e-50,1.1801909235336296e-07,3.4424897218498636e-08,7.2086662638126996e-13,1.7623817695799193e-21,9.5547107282631433e-13,1.7534497610559172e-17,3.3525394973196016e-15,5.6127945074936681e-14,6.4175851683475194e-24,3.8210325269110343e-26,1.5798715423391895e-42
4.2189750525912747e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934345414666668,0.099999867264954898,0.099999980641404973,4.7276597383358183e-44,1.4375887367365926e-34,4.2688835024253373e-20,1.4483145687912528e-28,1.8753660118107667e-28,5.6342950322411792e-28,2.2443016699613898e-18,5.6819027687940448e-65,2.1835645303764655e-18,1.3382441397776622e-42,2.7894054707521411e-41,8.4006501736252207e-44,2.9951102786830304e-50,5.6342945512124824e-28,3.3562267860126109e-50,1.3273416743319372e-07,3.8717190074368013e-08,8.0291770840389467e-13,1.9821645350566094e-21,1.0982323368987853e-12,1.9530650666345482e-17,3.7468971016393042e-15,7.1008725619625339e-14,9.210790090417326e-24,5.4086154367456834e-26,2.5529817858550061e-42
4.686702373248654e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934343513910527,0.099999852549833415,0.099999978495258879,8.0826311921221955e-44,1.9734037372333644e-34,5.234166476183109e-20,2.2299332625935039e-28,2.5334828439594059e-28,6.9663782199253312e-28,2.5001275558441013e-18,9.6923115979254547e-65,2.4256628961767333e-18,1.845726495616548e-42,3.7956092374240353e-41,1.1531601870786284e-43,5.1491111251451804e-50,6.9663770945133463e-28,5.1364811073657389e-50,1.4744919157293689e-07,4.30094822741789e-08,8.8334635072201294e-13,2.2019571488134802e-21,1.2458934772948487e-12,2.1487332721991808e-17,4.1334561061578252e-15,8.7525953990693817e-14,1.26996848384497e-23,7.3776424611526393e-26,3.9086304467700254e-42
5.154429693906034e-13,0.09977366400000001,0.80000000000000004,0.0,0.2893434161315907,0.099999837834762892,0.099999976349113118,1.31016834105134e-43,2.6288544404598339e-34,6.2906167923072067e-20,3.2888770298144351e-28,3.3216389832626283e-28,8.4424890953458451e-28,2.7572535011158479e-18,1.5717534088155207e-64,2.6677663723850191e-18,2.4701400568989409e-42,5.0123247109239218e-41,1.5361576419083874e-43,8.387228881685916e-50,8.4424870888796736e-28,7.5519281203366042e-50,1.6216416477276791e-07,4.7301773817932766e-08,9.621847063995924e-13,2.4217600164309593e-21,1.3983578811982567e-12,2.3405326002922618e-17,4.5123686718908434e-15,1.056473242035498e-13,1.6954722509853922e-23,9.7662674765405925e-26,5.7336964142952234e-42
5.622157014563414e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934339712412305,0.099999823119743286,0.099999974202967662,2.0329052741659061e-43,3.4162782251059641e-34,7.4364249776150837e-20,4.6824139916507207e-28,4.2487174174657494e-28,1.0063353284918417e-27,3.0156537000006838e-18,2.444581765748063e-64,2.9098751273947111e-18,3.2245258663832151e-42,6.4573213995107711e-41,1.9962646995806446e-43,1.3068827223402323e-49,1.0063350127814757e-27,1.0740960178232241e-49,1.7687908703286287e-07,5.1594064705631093e-08,1.0394644629239753e-12,2.6415735194506214e-21,1.5555303282859347e-12,2.528540140795351e-17,4.8837912174775165e-15,1.2534099160354059e-13,2.204439610415909e-23,1.2612093307553825e-25,8.1342919461607665e-42
6.089884335220794e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934337811670241,0.099999808404774612,0.099999972056822553,3.0417238508175659e-43,4.3480201209619078e-34,8.6698308402722368e-20,6.4730641582518467e-28,5.3228365658803264e-28,1.1829676718419672e-27,3.2753030494000452e-18,3.6718031867537067e-64,3.1519893250331672e-18,4.122103026641352e-42,8.1476618292045613e-41,2.5406929273606246e-43,1.9627911102833622e-49,1.1829672108161145e-27,1.4857646752232752e-49,1.9159395835339715e-07,5.5886354937275323e-08,1.1152164449468293e-12,2.8613980449385053e-21,1.7173181934171937e-12,2.7128308844663474e-17,5.2478735251871059e-15,1.4657598102836431e-13,2.8035444256128004e-23,1.5951700608667908e-25,1.1212037719490448e-41
6.557611655878174e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934335910932873,0.09999979368985687,0.09999996991067775,4.4128728370015341e-43,5.4365244642752918e-34,9.9890991151642995e-20,8.7277139788539596e-28,6.551641428501605e-28,1.3742155381623802e-27,3.5361768015874417e-18,5.353608086629397e-64,3.3941091268238216e-18,5.1763197726020174e-42,1.0100010989926607e-40,3.1767117530119506e-43,2.8571836004811618e-49,1.374214898249303e-27,2.0070298322074302e-49,2.0630877873454664e-07,6.0178644512866966e-08,1.1894710407488441e-12,3.0812339847340159e-21,1.8836301682064935e-12,2.8934787604493024e-17,5.6047577546580686e-15,1.6932176131957799e-13,3.4992941309660308e-23,1.9821153573254935e-25,1.5063104778082603e-41
7.025338976535553e-13,0.09977366400000001,0.80000000000000004,0.0,0.2893433401020023,0.099999778974990058,0.099999967764533293,6.234873551102203e-43,6.6942575894081974e-34,1.1392537713358957e-19,1.1518120367984212e-27,7.9421171611238132e-28,1.5801468006891714e-27,3.7982508244506621e-18,7.6086062642181573e-64,3.6362346902907201e-18,6.4007983168515204e-42,1.2330409228386983e-40,3.9116032661628214e-43,4.0493229061913359e-49,1.5801459449911445e-27,2.6563025185713104e-49,2.2102354817648671e-07,6.4470933432407425e-08,1.2622578826820042e-12,3.3010816908854358e-21,2.0543772128270566e-12,3.0705558588552389e-17,5.9545853270325053e-15,1.9354855800373e-13,4.298004591808231e-23,2.4255620959599402e-25,1.9813524894969096e-41
7.493066297192933e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934332109472299,0.099999764260174179,0.099999965618389169,8.6087602174257079e-43,8.1337805281268876e-34,1.2878479291988174e-19,1.4920224979005134e-27,9.5008161992876866e-28,1.8008283453983186e-27,4.0615013386718655e-18,1.0574879384436827e-63,3.8783661706705604e-18,7.8093769973977215e-42,1.4854513167527431e-40,4.7527047407667849e-43,5.6068811269725853e-49,1.8008272336662704e-27,3.4534772856963902e-49,2.3573826667939316e-07,6.8763221695898247e-08,1.3336061698926682e-12,3.520941493836829e-21,2.2294715846882967e-12,3.2441332158877264e-17,6.2975000635938312e-15,2.192270274230296e-13,5.2058211508240526e-23,2.9289758798139058e-25,2.5607702595232327e-41
