Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),H2OX(23),CO2X(24),CHOX(53),COX(50)
1.7700609915716614e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756245183889,0.11866996531613806,0.022821567675893883,1.0842154641253131e-54,2.0401782880711847e-33,2.3010702285166702e-23,1.0545073047842905e-39,2.6516973095620509e-34,1.4941992907218186e-73,1.7998986318363632e-16,7.7902482876611969e-72,1.7998980503148364e-16,6.4289487868549057e-49,2.9910469692870856e-41,1.1989421645035238e-59,7.2381674365264249e-61,2.4802827473423648e-31,2.729227019425078e-56,7.1381384774596574e-10,3.4320806294927296e-11,1.3221465771212993e-14,1.3243874597310348e-14,8.5689189225326686e-19,6.3926581014878001e-18,3.7976812490500418e-19,2.0133531198801987e-21,1.7947186868732025e-33,1.4483885754884401e-31,6.984486842411267e-30,2.561591969117002e-50,2.0585771282454121e-51,1.0602183828333323e-49
2.6550914902881548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756207775834,0.11866996495922448,0.022821567667313681,4.4855654928003449e-53,9.3676659390338719e-33,5.1981605383600102e-23,1.3521452808718298e-38,8.8166696773896537e-34,6.2116603077154977e-72,2.6998483259707823e-16,1.0080671461106581e-70,2.699847059186718e-16,3.1759406019578721e-48,1.4837874171965086e-40,2.5532334113376391e-58,1.5401412062071425e-59,7.7613060662836882e-31,2.0361844383605095e-55,1.0707207409515826e-09,5.148120943365741e-11,1.9827024362751492e-14,1.987679441413585e-14,1.3143925048914227e-18,1.4075264214210128e-17,1.2299486936333651e-18,4.3401416386775866e-21,1.423702884548444e-32,4.7939422641072191e-31,2.1852887582956768e-29,5.9690619226130226e-49,4.7870641323281968e-50,2.255756574288652e-48
3.540121989004648e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675617036778,0.11866996460231091,0.022821567658733478,3.1070228122724201e-52,2.69872606465175e-32,9.3045443559664259e-23,6.3808564586882164e-38,2.0502756792419048e-33,4.4252760892250773e-71,3.5997982784449661e-16,4.778589375039961e-70,3.5997960547879435e-16,9.4648121603220994e-48,4.4158590826699016e-40,1.4668855303637162e-57,8.8453246920708266e-59,1.7516148931357331e-30,7.6274396732398085e-55,1.4276276122154331e-09,6.8641612527256589e-11,2.6429020542673665e-14,2.6517574448008356e-14,1.7716031522063945e-18,2.4588210895568155e-17,2.8133943442034579e-18,7.5430222248794076e-21,5.4149367460563664e-32,1.1171974990600837e-30,4.9312971172308133e-29,3.4544719056170336e-48,2.7680569879057586e-49,1.2954749628079716e-47
5.310182986437635e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756095551682,0.11866996388848382,0.022821567641573077,1.0935166584394093e-50,1.347508883729585e-31,2.1158554853953579e-22,8.1462994895397189e-37,6.9746640384428809e-33,1.8394659082191717e-69,5.3996989612501179e-16,6.2713605944649623e-69,5.3996940060036632e-16,4.9447998532812336e-47,2.2366129311931193e-39,3.085587117008684e-56,1.8580461241769848e-57,5.7403730410365196e-30,6.2359565774759985e-54,2.1414412886145942e-09,1.0296241857857153e-10,3.9622286379061118e-14,3.982385202445007e-14,2.6851785570717144e-18,5.3086262530098764e-17,9.2382214975776102e-18,1.6453034327800182e-20,4.2838231396015126e-31,3.8348618237144442e-30,1.6156161739898604e-28,7.2327367221933767e-47,5.7740297865252796e-48,2.7208411583502865e-46
7.080243983870622e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756020735579,0.11866996317465682,0.022821567624412675,7.4755817499072648e-50,3.9800729323136379e-31,3.786404102488364e-22,3.8253474310312802e-36,1.6304465069372282e-32,1.3304781859795054e-68,7.1996006804359e-16,3.0016520149446029e-68,7.1995919039131644e-16,1.4936898706811303e-46,6.675373499818037e-39,1.7648448633996796e-55,1.0620262005935698e-56,1.312552205231175e-29,2.3852917710932213e-53,2.855254876842376e-09,1.3728322444884954e-10,5.2801260520160284e-14,5.3164017374422788e-14,3.5977523194176782e-18,9.0584969505333345e-17,2.0958723355287636e-17,2.8567913142113832e-20,1.6201120844327103e-30,9.0240880422468785e-30,3.6932521978323267e-28,4.1438324468557623e-46,3.3028155945200775e-47,1.5550667259346141e-45
8.850304981303609e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755945919487,0.11866996246082991,0.022821567607252274,3.3223596373256606e-49,9.1608012056239705e-31,5.9417855657663356e-22,1.2513452331897142e-35,3.1414463047585038e-32,6.2457558297725095e-68,8.9995034353024475e-16,1.0127512705018015e-67,8.9994897485099142e-16,3.4951866389251085e-46,1.5498559726133033e-38,6.6973668334324401e-55,4.0274345353694097e-56,2.4850948907832435e-29,6.667931741934317e-53,3.5690683768650932e-09,1.7160403013820598e-10,6.5965952375082476e-14,6.6539304936476671e-14,4.509339970387734e-18,1.3582182560682062e-16,3.9227982986032098e-17,4.3702770517551642e-20,4.5100734895675677e-30,1.7475423144600942e-29,6.9909211610475043e-28,1.623779280771285e-45,1.2929255988349759e-46,5.8967533808776303e-45
1.0620365978736595e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.337567558711034,0.11866996174700307,0.022821567590091872,1.1626763791618791e-48,1.8129904840969741e-30,8.5815484986580303e-22,3.3237712932815721e-35,5.3712554054412565e-32,2.3222193785865553e-67,1.0799407224855976e-15,2.7908067241147766e-67,1.0799387539801784e-15,7.0150338632060132e-46,3.0866770754972042e-38,2.0165014304377634e-54,1.211670405360291e-55,4.183317504595219e-29,1.5512367528654103e-52,4.2828817886715263e-09,2.0592483564679579e-10,7.9116375399649605e-14,7.9950804453067528e-14,5.4199402606978629e-18,1.8766690613397931e-16,6.5162471091314707e-17,6.1677134646179508e-20,1.0463435382969785e-29,3.0000333173028952e-29,1.1765551066238774e-27,5.118774492885307e-45,4.0728358234525804e-46,1.773947377390637e-44
1.4160487973602569e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755721471243,0.1186699603193497,0.022821567555771066,9.4611897426139991e-48,5.3188765217451615e-30,1.5312358244213834e-21,1.5944526857455735e-34,1.2505442284590486e-31,2.2380597169921678e-66,1.4399217903940698e-15,1.454847068024486e-66,1.4399182962523284e-15,2.1099386121657391e-45,9.1230857291260612e-38,1.2076715789794674e-53,7.242088704849688e-55,9.4674450065498078e-29,5.9474413444598057e-52,5.710508347629112e-09,2.7456644612226137e-10,1.0537447034758032e-13,1.0688563734504559e-13,7.2381803457714607e-18,3.0781818829458569e-16,1.4333529412375602e-16,1.0553131160507999e-19,3.9750986699592204e-29,7.0267855409310782e-29,2.6614964254684026e-27,3.4253867601335782e-44,2.721916437379205e-45,1.0601319752345694e-43
1.7700609968468542e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755571839109,0.11866995889169669,0.022821567521450259,4.3656339457024456e-47,1.2268214960420757e-29,2.3974817217881625e-21,5.2546083095202888e-34,2.4151349806784442e-31,1.1388786568694806e-65,1.7999032708876051e-15,5.046954251129064e-66,1.7998978172192005e-15,4.9718070638469272e-45,2.1115938277325657e-37,4.6318300677132878e-53,2.7733099316033006e-54,1.7810737859694522e-28,1.6801950826573943e-51,7.1381345537001954e-09,3.4320805587648742e-10,1.315756649242775e-13,1.3397477907324659e-13,9.0524815359263364e-18,4.4441837458203638e-16,2.6197806608708151e-16,1.5885598479974444e-19,1.1050824956446279e-28,1.3630499741057866e-28,5.0047081856180079e-27,1.379256859848896e-43,1.094674532264249e-44,4.0592773032080586e-43
2.186663690856719e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755395751559,0.11866995721163048,0.022821567481061424,2.2759901898305904e-46,2.7374798834033762e-29,3.6637082538880429e-21,1.7337884196723317e-33,4.5232908926697274e-31,7.2141181160882537e-65,2.2235311611353924e-15,1.7667714960849647e-65,2.2235228470534438e-15,1.1390521818017209e-44,4.7067920030098678e-37,1.8818534897740085e-52,1.123868081734492e-53,3.2338996814053737e-28,4.6916014045832555e-51,8.8181692088330359e-09,4.2398572189980366e-10,1.6233660958529298e-13,1.6605681041913948e-13,1.1182520549421222e-17,6.1991763789431237e-16,4.5957851832868934e-16,2.3217603823687118e-19,2.96318921406437e-28,2.5633123964537114e-28,9.081960521043131e-27,5.7664452619493679e-43,4.5624887407671758e-44,1.6446798421235127e-42
2.6032663848665836e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755219664025,0.11866995553156476,0.02282156744067259,8.4896964082142103e-46,5.3120234880940599e-29,5.196163107758789e-21,4.6120044674403702e-33,7.6032743421191242e-31,3.0404607650467372e-64,2.6471596199521298e-15,4.9358794062818136e-65,2.6471478474233504e-15,2.2670960715076132e-44,9.0953176135948234e-37,5.9076529263074626e-52,3.5204321680155355e-53,5.2733926116103215e-28,1.10071745081513e-50,1.0498203375261605e-08,5.0476338692750981e-10,1.9301913560905247e-13,1.9836344063825371e-13,1.330713014550249e-17,8.0615553951578602e-16,7.2488454192694987e-16,3.1539301559300476e-19,6.6479791433755114e-28,4.3229818934478077e-28,1.480111341360954e-26,1.8231991617156761e-42,1.4384385159047515e-43,5.1509249779959981e-42
3.0198690788764484e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755043576525,0.11866995385149952,0.022821567400283762,2.5550290827193885e-45,9.3254025373015777e-29,6.994174246788836e-21,1.053716574208864e-32,1.1835560824607861e-30,1.0153850542973374e-63,3.0707886458637528e-15,1.1803593436901196e-64,3.0707728183511138e-15,4.0786965903306707e-44,1.5873934245629016e-36,1.5514238057250752e-51,9.2265476484752745e-53,7.9689799105759387e-28,2.2782833393723473e-50,1.2178237052987509e-08,5.8554105096098799e-10,2.2362344301856911e-13,2.3089769241826626e-13,1.5426323633213733e-17,9.9951067232470704e-16,1.0613175090931996e-15,4.0713606370228228e-19,1.3145850813631728e-27,6.7481508633380546e-28,2.2353982125718136e-26,4.7981998564692539e-42,3.7760689392234268e-43,1.3497550631823808e-41
3.436471772886313e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754867489053,0.11866995217143476,0.022821567359894931,6.6388760838714885e-45,1.5192890739766337e-28,9.0570726047659491e-21,2.1558258068308215e-32,1.7398938850453879e-30,2.9092831973064772e-63,3.494418237402698e-15,2.5248331902891688e-64,3.494397759859134e-15,6.805875913203468e-44,2.5689248447261109e-36,3.5870099395285729e-51,2.1290948484850804e-52,1.1379924682931028e-27,4.2984845070748066e-50,1.3858270242011852e-08,6.6631871400142094e-10,2.5414973095325398e-13,2.6366133450224594e-13,1.7540114634500428e-17,1.1976180232449384e-15,1.471043281297954e-15,5.0623505067821991e-19,2.3692917703078879e-27,9.9444885902090968e-28,3.1903347810284471e-26,1.1106370581709831e-41,8.7202004906407027e-43,3.1141395028059708e-41
3.853074466896178e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754691401597,0.1186699504913705,0.0228215673195061,1.546116002775517e-44,2.3363729564000459e-28,1.1384190471143064e-20,4.0545605586243676e-32,2.4470987155986184e-30,7.4305395867052033e-63,3.9180483931043579e-15,4.9598609558068292e-64,3.9180226719699395e-15,1.0714692585345099e-43,3.9226804744315657e-36,7.5304201974888829e-51,4.4611107791220327e-52,1.5557232040059117e-27,7.5514650777060956e-50,1.5538302942335122e-08,7.4709637604982126e-10,2.8459819814988913e-13,2.966553690356585e-13,1.9648516941365926e-17,1.3988802214762947e-15,1.9554604802168819e-15,6.1168293137060483e-19,3.977717212827996e-27,1.4017506264067879e-27,4.3588390605396896e-26,2.3324275463941305e-41,1.8272119364365128e-42,6.523989500762758e-41
4.2696771609060425e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754515314175,0.11866994881130674,0.022821567279117268,3.2799227130795516e-44,3.43124327335096e-28,1.3974861237598768e-20,7.1215368375710755e-32,3.3228217794119979e-30,1.7213031862533703e-62,4.3416791115065328e-15,9.0840624494013929e-64,4.3416475547061275e-15,1.6100628218336967e-43,5.719874833321769e-36,1.4587530831906529e-50,8.6257514187014686e-52,2.0545723588537501e-27,1.2519730682385015e-49,1.7218335153957532e-08,8.2787403710708435e-10,3.1496904301769239e-13,3.2988036140992642e-13,2.1751544297750255e-17,1.6021375110095683e-15,2.5155304403558981e-15,7.225947699231328e-19,6.3107190013645955e-27,1.9072566284308131e-27,5.753062006437881e-26,4.5202205282808992e-41,3.5337872619392447e-42,1.2612367565262941e-40
4.686279854915907e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675433922678,0.11866994713124346,0.022821567238728437,6.5029124077039561e-44,4.8541987383404357e-28,1.6828419937010137e-20,1.1853238461448149e-31,4.3845678317833889e-30,3.6995482860703595e-62,4.7653103911506215e-15,1.5749667290652587e-63,4.765272408090345e-15,2.3296987613106617e-43,8.0342686384203503e-36,2.6584475609833802e-50,1.569011126781072e-51,2.6383147005376369e-27,1.9817954843316401e-49,1.8898366876879178e-08,9.0865169717394973e-10,3.4526246347766992e-13,3.6333646748392669e-13,2.3849210402880628e-17,1.8066409935681413e-15,3.1518041267452862e-15,8.3822531613111833e-19,9.5680032406106534e-27,2.5214786210219434e-27,7.3831334972123394e-26,8.2327229650368104e-41,6.4224699266560303e-42,2.2937910279625292e-40
5.5194852429356367e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756753987052057,0.11866994377111836,0.022821567157950778,2.2021875208712176e-43,8.8946347542856393e-28,2.3321549669118735e-20,2.8969279002940162e-31,7.1354768296566519e-30,1.4628969045974012e-61,5.6125746283485579e-15,4.1692408916533192e-63,5.6125220268933888e-15,4.4614137794323031e-43,1.4516308368142115e-35,7.6828499913965078e-50,4.5163881901547587e-51,4.0732477278237034e-27,4.4541195231076895e-49,2.2258428856620712e-08,1.0702070143390091e-09,4.056178203569243e-13,4.3094176361570487e-13,2.8028513518293099e-17,2.2172785391716021e-15,4.6542814452409411e-15,1.0811216545003443e-18,1.9776789211050043e-26,4.1179842531006373e-27,1.1384686863718833e-25,2.3684830637229942e-40,1.838971937511447e-41,6.6003018737124561e-40
6.352690630955366e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756753634877446,0.11866994041099523,0.022821567077173123,6.405392174875483e-43,1.4899572076627406e-27,3.0858297016240276e-20,6.2554067212665372e-31,1.083686188139994e-29,4.8670744775926611e-61,6.4598410931106847e-15,9.7214127690539749e-63,6.4597715285599788e-15,7.8056640715891615e-43,2.3988536963329668e-35,1.9354100854841933e-49,1.1330058481004161e-50,5.8805800937883423e-27,8.9819252794808403e-49,2.5618488881560546e-08,1.2317623275490063e-09,4.6566584111801893e-13,4.9946866076499465e-13,3.2186535160847753e-17,2.628676320815964e-15,6.4634365455229262e-15,1.3364122254669488e-18,3.6756547504580918e-26,6.2747799448729138e-27,1.6415579611768715e-25,5.9095837248321974e-40,4.5632003984963528e-41,1.655143136641674e-39
7.185896018975096e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756753282702939,0.11866993705087404,0.022821566996395471,1.6002507119387817e-42,2.3323992456933146e-27,3.9433400255065186e-20,1.2199156293232091e-30,1.5624126877278973e-29,1.3520650967947209e-60,7.3071097738954336e-15,2.0309741510975697e-62,7.3070209132704445e-15,1.2740028757916546e-42,3.7074706296043123e-35,4.3034685570510934e-49,2.50967664113548e-50,8.0768292862122079e-27,1.6588636412733629e-48,2.8978546951699778e-08,1.3933176368074556e-09,5.2540809186228861e-13,5.6891405693661208e-13,3.6323383776853268e-17,3.0392411184898708e-15,8.5792964493544375e-15,1.6008363629851359e-18,6.2957633711820803e-26,9.0750479598538693e-27,2.251778881872207e-25,1.3009957698279328e-39,9.9939574127921238e-41,3.6648882458955137e-39
8.852306795014554e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756752578354227,0.11866993033063752,0.022821566834840164,8.1007154090084119e-42,4.9343181143394504e-27,5.9677817027919589e-20,3.8044223510474406e-30,2.8983022502490987e-29,8.533798579526428e-60,9.0016537377821917e-15,7.2601318207290926e-62,9.0015193325389572e-15,2.9241587344742629e-42,7.6612883674701493e-35,1.7277464604404595e-48,9.9868246565510041e-50,1.3676446052586059e-26,4.741345568054351e-48,3.5698657227581276e-08,1.7164282434760986e-09,6.439814913021681e-13,7.1054382499674914e-13,4.4533991798821861e-17,3.8557763917795349e-15,1.3727017651826682e-14,2.1491177720146529e-18,1.5558161870072368e-25,1.6935758859534395e-26,3.8030746992519852e-25,5.0695194973154594e-39,3.8402421280865144e-40,1.4570199328796861e-38
1.0258943091707534e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756751983805799,0.1186699246580155,0.022821566698469499,2.3663849571307293e-41,8.3169663528802784e-27,7.9952115129540801e-20,8.3331638195109687e-30,4.4820650799911243e-29,2.8305068222964458e-59,1.0432044374583259e-14,1.7454890129053475e-61,1.0431864365961357e-14,5.2478691591881466e-42,1.2688996567427146e-34,4.4288989692517071e-48,2.5448514809642933e-49,1.9698130564300782e-26,9.8688943875839509e-48,4.1371172687926598e-08,1.9891695706726137e-09,7.4313266958217269e-13,8.3291679557737255e-13,5.1399709265964426e-17,4.5384065864307698e-15,1.9017177616365962e-14,2.6237491346603327e-18,2.920450675696274e-25,2.6316324522912417e-26,5.4654523855884384e-25,1.2783397753089789e-38,9.5979679301822986e-40,3.7103950249686468e-38
1.1665579388400513e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756751389257672,0.11866991898539903,0.022821566562098841,5.9981504507864371e-41,1.3038546515093553e-26,1.0311658821957492e-19,1.6404572710321094e-29,6.5479030930675419e-29,8.0038203105048633e-59,1.1862441175385927e-14,3.7415070343008627e-61,1.1862209068425135e-14,8.7265246099518578e-42,1.957689726352879e-34,1.0005582330459514e-47,5.7157060310583483e-49,2.6928932700039094e-26,1.8663555672759497e-47,4.7043682576917832e-08,2.2619108866243699e-09,8.4143298230031105e-13,9.5784942315473926e-13,5.8206508596794548e-17,5.2150086726800774e-15,2.5164520123501297e-14,3.1045460253704106e-18,5.030707107944553e-25,3.8625600065009383e-26,7.4550282283161758e-25,2.8445811717034943e-38,2.1169823406259946e-39,8.3280231597071845e-38
1.307221568509349e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756750794709844,0.11866991331278816,0.02282156642572819,1.3537746089414464e-40,1.9339585339421798e-26,1.2914668570134269e-19,2.9743584373205611e-29,9.1550310887105946e-29,2.0011443034538387e-58,1.329284408633843e-14,7.3367505797829711e-61,1.3292553440773753e-14,1.3681920203001589e-41,2.8616617299286274e-34,2.0450979310592325e-47,1.1617684125944096e-48,3.5381463356122876e-26,3.2763936718031563e-47,5.2716186894560403e-08,2.5346521913353799e-09,9.3888973672207066e-13,1.0853194667058612e-12,6.4954895781841788e-17,5.8859035600398349e-15,3.2161416546036142e-14,3.5890226439825201e-18,8.1157609854790422e-25,5.4251819790361302e-26,9.7729492329902265e-25,5.7485729226309503e-38,4.2448009554401725e-39,1.6916704817883492e-37
1.588548827847945e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756749605615133,0.11866990196758311,0.022821566152986902,5.7022072442363444e-40,3.7642510095729001e-26,1.8970697127856234e-19,8.2669766035152215e-29,1.6219303177599158e-28,1.0404528774237541e-57,1.615366802640003e-14,2.3696036890578326e-60,1.615324119845033e-14,2.9557182865667777e-41,5.4287106476309347e-34,7.108505653078803e-47,3.9889853611684898e-48,5.5972551376619575e-26,8.6475403346501076e-47,6.4061178815821296e-08,3.0801347670391572e-09,1.1313013771735623e-12,1.3477851872495912e-12,7.8278428420131168e-17,7.2107676612951651e-15,4.8674866934329996e-14,4.5649178363320844e-18,1.8331931732038001e-24,9.6985799792881352e-26,1.5390072626307332e-24,1.950530763255114e-37,1.4143626125624715e-38,5.7999647431865773e-37
1.8698760871865407e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756748416521648,0.11866989062240037,0.022821565880245635,1.8318094055345059e-39,6.5141804018067011e-26,2.614407341540639e-19,1.9222517548990841e-28,2.6117498845600987e-28,3.8925404340907197e-57,1.9014515773093697e-14,6.2390249545861241e-60,1.9013927645595124e-14,5.6163846331481284e-41,9.1935842193017613e-34,1.9748965607070356e-46,1.096338793999075e-47,8.1507257518575487e-26,1.9371135326186381e-46,7.5406148451752821e-08,3.6256172977922129e-09,1.3204248088697498e-12,1.6201420182580347e-12,9.1374269233504153e-17,8.5132848027837561e-15,6.8500021394658441e-14,5.5443900733080564e-18,3.6001561902575873e-24,1.5755889786676805e-25,2.2307763936505153e-24,5.3138120368051043e-37,3.7920760760190848e-38,1.5919382704014213e-36
2.1512033465251366e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756747227429429,0.11866987927723988,0.022821565607504389,4.9095160566964291e-39,1.0373558944673932e-25,3.4415897273608379e-19,3.9416500442744465e-28,3.9268679589145003e-28,1.1850193906420319e-56,2.187538691184288e-14,1.4241247996778395e-59,2.1874612788701024e-14,9.7329298955622993e-41,1.4372366387257938e-33,4.7007430207422667e-46,2.5837937566512282e-47,1.1199842053681613e-25,3.8600299107784105e-46,8.6751095802398421e-08,4.1710997835973138e-09,1.5063162866221668e-12,1.9022210885719818e-12,1.0424631358308594e-16,9.7935580275842319e-15,9.158051859105741e-14,6.5249427799002559e-18,6.4019061490296786e-24,2.3896108147808961e-25,3.0510658470833542e-24,1.2443912246531473e-36,8.7552311500933546e-38,3.7470184141213e-36
2.4325306058637324e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756746038338487,0.11866986793210169,0.022821565334763171,1.1583243638637967e-38,1.5529781287155456e-25,4.3767599183625332e-19,7.3705679384573455e-28,5.6068364835121122e-28,3.1401951452636848e-56,2.4736281035323021e-14,2.930705780652964e-59,2.473529663414749e-14,1.5741070990639623e-40,2.1175521682918165e-33,1.0011681198456006e-45,5.4511724956478671e-47,1.4744910893315121e-25,7.0529410120179356e-46,9.80960208678016e-08,4.716582224453455e-09,1.6890310812040401e-12,2.193856275737438e-12,1.1689838869036907e-16,1.1051891969440828e-14,1.1786077969604478e-13,7.5060104224444839e-18,1.05748087226968e-23,3.4413055189718897e-25,3.9980881211749469e-24,2.6139050812713197e-36,1.8155110525675643e-37,7.8954381764276559e-36
