Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH3OO(77),CH2X(27),CHX(28),CX(26),H2X(49),C2H4(47),HOX(22),H2OX(23),OCX(25),CH4OX(60),C2H6X(52),COX(50),C2H4X(206),CH2OH(40),CH2OX(54),C2H4X(65),CH2(T)(34),CH2O2(180),O(29),C3H6O(211),acetyl(43),C2H3(46),C2H2(334),C2H2(358),C2H2X(360),C4H6(374)
6.985760322684665e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679653226,0.11866996602653614,0.022821567693004439,0.0,2.1180024681374618e-36,2.4306308014866277e-24,1.5510861868221603e-52,1.4318940943635766e-36,1.6293724389557099e-41,6.1654874701944237e-14,2.7540629928431524e-71,6.1654874653510929e-14,1.2256359695670515e-48,1.9228920511949847e-46,5.5742593759583125e-56,2.2469846127913177e-71,8.7551419934918311e-26,3.2901728720105999e-56,3.3671419631794671e-12,9.9695089032476963e-14,3.9911291578987524e-16,3.9911279297682557e-16,2.7299895433191434e-25,3.9553592836530327e-23,7.3302469354714112e-27,2.3062487346815499e-30,1.1117444550449447e-34,3.0738829419896951e-63,7.3727157439049792e-26,1.7188926706853674e-36,1.8140233822727282e-49,1.9925552855982113e-57,1.5827278409569596e-47,3.412812581747055e-64,3.3237560196808979e-74,4.8037088293948776e-57,1.7442111340915422e-52,3.5857285167269048e-67,5.9255162191744714e-29,8.6753697382733251e-39,9.4646729021341232e-23,1.7337983314243465e-114,1.1448852509174048e-76,2.2573936138804528e-69,9.0319979167359741e-77,2.7411002430874788e-86,1.0097462936625489e-87,4.5608717516172094e-150
1.397152656727675e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679306465,0.11866996602310693,0.02282156769295459,0.0,1.6944068755588084e-35,9.7225294285784227e-24,1.8215551187149946e-50,1.1455163992225907e-35,2.6022636003197484e-40,1.2330980174960934e-13,1.762602913229867e-69,1.2330980155587604e-13,1.9610195621023413e-47,3.0766293340985783e-45,1.7805764673052128e-54,5.272743007870898e-69,3.50205998058921e-25,1.0528563380222515e-54,6.7342867788198467e-12,1.9939026257512344e-13,7.9822625831813429e-16,7.9822576703601472e-16,1.091995782240732e-24,1.5818512513274523e-22,5.8613517311407004e-26,3.6796232118956631e-29,8.893962253992451e-34,1.9672869083382534e-61,2.9490871566874213e-25,1.3751115031964946e-35,1.1567880172975829e-47,6.3761757109388505e-56,2.5323671996528614e-46,8.0084534573813544e-62,4.2544116929132513e-72,1.5345436723295418e-55,5.5715048276598268e-51,2.294782427871305e-65,2.3702079965388066e-28,6.9272773908903626e-38,1.8946864119698063e-22,3.5427708232273432e-111,5.3756131437635127e-74,1.4447332806487714e-67,1.1560968384489116e-74,7.0172124501046095e-84,2.584952988971784e-85,7.4418643239132184e-146
2.794305905646092e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678612936,0.11866996601624853,0.022821567692854896,0.0,1.3555318339066332e-34,3.8890130406684404e-23,2.27302500367168e-48,9.1641355785619707e-35,4.1485543407486465e-39,2.4661965608551462e-13,1.1280666385106971e-67,2.4661965531058139e-13,3.1376327455463261e-46,4.9226051184284262e-44,5.677551972385703e-53,1.315581924777183e-66,1.4008252028596969e-24,3.3691412681619614e-53,1.3468576404391255e-11,3.9878060965298675e-13,1.5964532087662183e-15,1.5964512434044197e-15,4.3679786826395984e-24,6.3250604895552979e-22,4.6845278107651063e-25,5.8749573308976637e-28,7.1151724684980402e-33,1.2590638561234714e-59,1.1796344249939227e-24,1.100083765252203e-34,7.3764523291367966e-46,2.0403718670494996e-54,4.0517895724927033e-45,1.9981558291500874e-59,5.445648012700441e-70,4.893707099103271e-54,1.7765318628791378e-49,1.4685510211218769e-63,9.4808350154815759e-28,5.5210993885463993e-37,3.7963777453418824e-22,7.2227726634252896e-108,2.6828165420122763e-71,9.2462950683211394e-66,1.4798042923831586e-72,1.7964012165630678e-81,6.6174811566620832e-83,1.2093425748406279e-141
5.588612403482926e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677225879,0.11866996600253174,0.022821567692655507,0.0,1.084434997260553e-33,1.5556054898658605e-22,2.8775917812084214e-46,7.3313100405262705e-34,6.5899787967878962e-38,4.9323936571962298e-13,7.2196282305270218e-66,4.9323936261989238e-13,5.0202130299667917e-45,7.8761556714526186e-43,1.8039648775823452e-51,3.3307919163248324e-64,5.6033078245599812e-24,1.0781249515699263e-51,2.6937155632696662e-11,7.9756130377898738e-13,3.1929081724760541e-15,3.1929003091436195e-15,1.747187082886673e-23,2.5281493221723174e-21,3.7403502631971416e-24,9.3767649341273099e-27,5.6921390726229561e-32,8.0580049586784384e-58,4.7185319486127748e-24,8.8005782305615324e-34,4.6950022207811288e-44,6.5291563230309774e-53,6.4828647336261153e-44,5.0589193749661422e-57,6.9704262692422903e-68,1.5553257919441479e-52,5.6446882609255406e-48,9.3973144275690068e-62,3.7923346213280062e-27,4.3840784513040913e-36,7.6207727714996154e-22,1.4659166814311875e-104,1.3584858525922742e-68,5.9176265568291083e-64,1.8941487689828923e-70,4.5987567567041846e-79,1.694074515782832e-80,1.9496180332165758e-137
1.1177225399156595e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727674451771,0.11866996597509814,0.022821567692256725,0.0,8.6756300430377491e-33,6.222422664170069e-22,3.641439944364505e-44,5.865048381515029e-33,1.0394491616596006e-36,9.8647878883702857e-13,4.620561702128405e-64,9.8647877643811625e-13,8.0323396941294016e-44,1.2601798615470831e-41,5.6921423262683844e-50,8.4298933058677039e-62,2.2413282059303174e-23,3.449996800943425e-50,5.3874313997957846e-11,1.5951226919120288e-12,6.3858223609879241e-15,6.3857908926497449e-15,6.9887115442158502e-23,1.0097626952256679e-20,2.9806945995111457e-23,1.4942212945819095e-25,4.5537117476260629e-31,5.1571162590840041e-56,1.8874077285775961e-23,7.0403136045198461e-33,2.9746478462718701e-42,2.0893067586135196e-51,1.0372583988550514e-42,1.2803536031638262e-54,8.9221337128545554e-66,4.9102313520817887e-51,1.781097271689618e-46,6.0124720367484358e-60,1.5169339789743843e-26,3.455896004174056e-35,1.5353612261280194e-21,1.3389529073575757e-100,6.876110439405352e-66,3.787276488601157e-62,2.4245075477643142e-68,1.177265689708364e-76,4.3368255481203576e-78,4.5100546775760352e-132
2.2354451390503933e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727668903548,0.11866996592023096,0.022821567691459165,0.0,6.9407431599225414e-32,2.4889693320108895e-21,4.5693693584179956e-42,4.6920383936902401e-32,1.617234846660481e-35,1.9729576504685154e-12,2.9571581764939323e-62,1.9729576008729715e-12,1.2851737264304699e-42,2.01627195874982e-40,1.7720195262327302e-48,2.1156786988152517e-59,8.9653523635252876e-23,1.1039968013817965e-48,1.0774863036308169e-10,3.1902454677018193e-12,1.2771667861862458e-14,1.2771541867917868e-14,2.795454855017732e-22,4.0271235048076125e-20,2.3661781962989124e-22,2.3725737024050476e-24,3.6429696737406254e-30,3.3005448665967245e-54,7.5495896100269014e-23,5.6320117471624468e-32,1.866834903906431e-40,6.685633614259949e-50,1.6596132411534149e-41,3.2133109114303181e-52,1.1420298256423771e-63,1.5302420554626924e-49,5.5447299298244282e-45,3.8456676034399008e-58,6.067736236113796e-26,2.6859308661137268e-34,3.1155488989189945e-21,2.6200085500451707e-97,3.4511198406517942e-63,2.4238506769929598e-60,3.1033616445176482e-66,3.0137174075392121e-74,1.1102244372097211e-75,6.9573049177953749e-128
4.470890337319861e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727657807107,0.1186699658104966,0.022821567689864042,0.0,5.5529767004060918e-31,9.9558788538221952e-21,5.6284989040158197e-40,3.7536298684995582e-31,2.4521001749341718e-34,3.9459154353176225e-12,1.8925792848922572e-60,3.9459152369363098e-12,2.0562757591573732e-41,3.2259842477456569e-39,5.3781675583523816e-47,5.2125285614253806e-57,3.5861723630206477e-22,3.5327754823030456e-47,2.1549726163173538e-10,6.3804910173726166e-12,2.5543427999141419e-14,2.5542923052638052e-14,1.1181580659374972e-21,1.6013859113794225e-19,1.8640407568710305e-21,3.7397498224025266e-23,2.9143759743013051e-29,2.1123362841334084e-52,3.0198026249142281e-22,4.5052265134425303e-31,1.1496970144982084e-38,2.1393078718493257e-48,2.6553802916187468e-40,7.9166574135027068e-50,1.4617896017810491e-61,4.6543161179735703e-48,1.6828532129007973e-43,2.4582697509452441e-56,2.4270946059542657e-25,2.0325891707361614e-33,6.410403342630801e-21,4.9098574553530989e-94,1.7002242041626673e-60,1.5512562385776543e-58,3.972281964861239e-64,7.7146920591768062e-72,2.8421593953906898e-73,1.0204660185035837e-123
6.706335535589328e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727646710667,0.11866996570076224,0.022821567688268918,0.0,1.5878670358864585e-30,2.1156244625712238e-20,3.6360265456476892e-39,1.1143587146134975e-30,8.7991398443216841e-34,5.9188732817522193e-12,1.0745689655407061e-59,5.9188728601932775e-12,7.7795132324564485e-41,1.229898668198936e-38,2.4041360478021133e-46,3.8748940112688178e-56,7.620662355285795e-22,1.6480640093885973e-46,3.2324589143879495e-10,9.5707365651298112e-12,3.8315257920355823e-14,3.8314183472702179e-14,2.3760508042495975e-21,3.389139702913799e-19,5.2831433292093769e-21,1.3666486444543127e-22,8.3332941228899292e-29,1.1812550059673346e-51,6.4170319377548167e-22,1.2881503364368902e-30,6.3288178293390943e-38,1.0040372118119566e-47,1.0045841329113779e-39,5.8850570842678509e-49,9.5725057328646436e-61,2.0848708545925983e-47,7.5226516800109781e-43,1.3741447935699167e-55,5.1575761661282429e-25,5.6326647734429303e-33,9.8397368832575335e-21,2.7135581274553844e-93,1.4350801697110452e-59,8.6748951327396708e-58,2.6012429263643568e-63,5.8036138542618969e-71,2.1381294558014923e-72,5.1421146574321192e-123
1.1177225932128264e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072762451778,0.11866996548129352,0.022821567685078672,0.0,7.2981181256132376e-30,5.8490807872487004e-20,1.5325514280153953e-37,5.2198882725286413e-30,6.2214624333966928e-33,9.864789220959255e-12,2.8891619142479225e-58,9.8647880554817325e-12,6.1405567303403492e-40,1.0113577260254868e-37,2.8795876859497383e-45,2.8658061428859497e-54,2.1069218359850152e-21,2.2088078448072129e-45,5.3874314520653831e-10,1.5951227652960867e-11,6.3859202097122785e-14,6.3856221263491846e-14,6.5688314623207442e-21,9.2729949089529284e-19,2.3647669125589592e-20,1.0253002842167777e-21,3.8296727173912086e-28,2.7182476528339584e-50,1.7740858558219483e-21,5.9189873194776436e-30,1.5406275601094526e-36,1.3997630536579151e-46,7.9282743084738632e-39,4.3523191570766549e-47,3.8285236117745368e-59,2.5149915781119544e-46,9.0103620160328586e-42,3.155596706084014e-54,1.4259181930087268e-24,2.370172030737666e-32,1.7236320342499644e-20,3.0005399455701546e-90,2.3236612542684136e-57,1.9962275638824381e-56,1.0403681790011309e-61,4.0829027657894947e-69,1.504328049363548e-70,5.6871829592552154e-119
1.5201027289013306e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727604544191,0.11866996528377169,0.022821567682207451,0.0,1.6429078817116536e-29,1.0415481516753262e-19,7.167507588364844e-37,1.2045418276422785e-29,1.6494641897008242e-32,1.3416113765223155e-11,1.2546305668752924e-57,1.341611168986364e-11,1.7234848098361231e-39,2.9496183208423036e-37,9.1307972558768858e-45,1.4660186817277376e-53,3.7518422972371729e-21,7.3317307238403605e-45,7.326906688750608e-10,2.1693669625772967e-11,8.6848985317480053e-14,8.6843665095753188e-14,1.1696847296566235e-20,1.6399216507693383e-18,5.2457149695736336e-20,2.7912814646803958e-21,8.6205552656089055e-28,1.038996371768682e-49,3.1590803879429613e-21,1.3322490878858426e-29,6.4568893422853355e-36,4.7980000971464824e-46,2.2249317968142712e-38,2.2264378244577443e-46,1.644226191308412e-58,8.007184501258889e-46,2.857068405009406e-41,1.2054402283895549e-53,2.5391379182023257e-24,5.0854974335734274e-32,2.4327750755819883e-20,3.5177661348142946e-89,1.571491866629431e-56,7.6301871900191616e-56,4.4680435628404219e-61,1.9266452101582804e-68,7.0987508267432691e-70,1.1897841511994925e-117
1.922482864589835e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727584570596,0.11866996508624987,0.022821567679336231,0.0,3.1054185634410187e-29,1.6258716108140848e-19,2.4575459112572374e-36,2.3192717571335227e-29,3.5673966174694251e-32,1.6967438520096361e-11,3.7991862254707558e-57,1.69674352804481e-11,3.9460091310507498e-39,6.7492155047111406e-37,2.3337213919663178e-44,5.8130164433662612e-53,5.8567397949680581e-21,1.9700773668829069e-44,9.2663818754497046e-10,2.7436111591954953e-11,1.0983902031529752e-13,1.0983069593912773e-13,1.8258478586395363e-20,2.5423138901648628e-18,9.7646546778989339e-20,6.206943754871053e-21,1.6293411231109775e-27,3.2405470843750574e-49,4.9313046954368146e-21,2.5178213275129629e-29,1.8828984476436302e-35,1.2959399579622708e-45,5.0941130523083009e-38,8.8280879988985755e-46,5.8973356435934734e-58,2.0528284473999863e-45,7.3023215630528408e-41,3.7565982460122751e-53,3.9636302612094648e-24,9.1608103888223158e-32,3.187909612738174e-20,1.1678871034692225e-88,6.4176718177795821e-56,2.3797957053200198e-55,1.602550945604161e-60,7.8854291906193936e-68,2.9054811138213209e-69,3.5690768207080366e-117
2.324863000278339e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727564597001,0.11866996488872804,0.02282156767646501,0.0,5.1909252841666329e-29,2.3308056074341755e-19,6.7976882565701173e-36,3.9433311272499008e-29,6.6132186250874755e-32,2.0518763473909519e-11,9.8633204855879003e-57,2.0518758829661231e-11,7.6953613686972598e-39,1.3346858751455629e-36,4.9418396293790839e-44,1.7716134390442051e-52,8.3961460831596551e-21,4.3584376975962968e-44,1.1205857014931607e-09,3.3178553551844421e-11,1.3282929693698965e-13,1.3281733667734062e-13,2.6174222235860506e-20,3.6207430715621458e-18,1.6091564760770788e-19,1.1791503446136632e-20,2.7233819554346815e-27,8.0565476067801165e-49,7.0692962941182525e-21,4.2081061708731462e-29,4.727616861877683e-35,2.8963004287609805e-45,9.9338285517970307e-38,2.6904776030000124e-45,1.6343706752909806e-57,4.3607624507921744e-45,1.5463243667847811e-40,9.3328244364063677e-53,5.6821526112922484e-24,1.4659586105991428e-31,3.9864879916508493e-20,6.1131314469686506e-88,2.2542077143598527e-55,5.9165764139999936e-55,4.4412651449387744e-60,2.4190763077259076e-67,8.9135957105270713e-69,3.109883892037159e-116
3.1296232716553473e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727524649816,0.1186699644936844,0.022821567670722569,0.0,1.1083195894045464e-28,4.01572384513386e-19,3.1614916283555934e-35,8.718741672741976e-29,1.6177163542586048e-31,2.7621413835205688e-11,4.363497159842183e-56,2.7621405833740947e-11,2.0435034879589968e-38,3.7332351552755413e-36,1.4514385946892382e-43,9.2275202920279133e-52,1.4465881851794802e-20,1.3714868806520506e-43,1.5084807186217467e-09,4.4663437457166036e-11,1.7881041229604715e-13,1.7878972854521341e-13,4.509347974301915e-20,6.1699366609450694e-18,3.3575942353099052e-19,2.9935937715728191e-20,5.8141100244763049e-27,2.9695956886964288e-48,1.2179370020153853e-20,8.9826618911130261e-29,1.971423841646212e-34,9.4468443173634373e-45,2.6373907386279743e-37,1.4013257317552586e-44,6.9867727924244119e-57,1.2892696862014559e-44,4.5416182140479849e-40,3.4361878575862768e-52,9.7897274358359462e-24,2.9231728438618954e-31,5.6827176312376051e-20,1.0352286884967689e-86,1.8180790354515284e-54,2.1808162713043783e-54,1.8985978511268543e-59,1.1891485919318015e-66,4.3818347832176501e-68,1.221424100123992e-114
3.934383543032355e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727484702632,0.11866996409864078,0.022821567664980127,0.0,2.0155583125013154e-28,6.1464680914230509e-19,1.0245904136676876e-34,1.6334438521927583e-28,3.2616604391785035e-31,3.4724064931837304e-11,1.3131575942748165e-55,3.4724052684895398e-11,4.4332073973196528e-38,8.3591161969125492e-36,3.3820753305806755e-43,3.2987400903961638e-51,2.2141837843463669e-20,3.392775650726889e-43,1.8963757182969364e-09,5.6148321338946873e-11,2.2479245336298343e-13,2.2476067848138409e-13,6.9017334218282069e-20,9.3434759264317601e-18,5.9751492966214915e-19,6.2346617366178261e-20,1.0572328085304915e-26,8.2736544901656047e-48,1.8641365647387537e-20,1.633199705307548e-28,5.6585960850897e-34,2.40556087303868e-44,5.7208561426897295e-37,5.0095294221866409e-44,2.1693250909555093e-56,3.0226541774142583e-44,1.0582669491483929e-39,9.5647749383844923e-52,1.4984157104497511e-23,4.9944884944575787e-31,7.5395333887233898e-20,5.2531899542015146e-86,7.4772240709238805e-54,6.0760220939192802e-54,5.8949643534774388e-59,4.0773117662952286e-66,1.5024725319535616e-67,7.7725941721038839e-114
4.739143814409363e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727444755447,0.11866996370359717,0.022821567659237686,0.0,3.334462208455287e-28,8.7532780016822095e-19,2.8035172373977679e-34,2.7644477986143878e-28,5.881239090027184e-31,4.1826716813658113e-11,3.3995367157278413e-55,4.1826699372752031e-11,8.5684902085875141e-38,1.6515630449898924e-35,6.9416594588832984e-43,9.9223388145263056e-51,3.153304151547679e-20,7.3800969361660567e-43,2.2842706993349065e-09,6.7633205195396073e-11,2.7077550985851182e-13,2.7073008872871576e-13,9.8284617233237008e-20,1.3162714504612826e-17,9.6705689723826423e-19,1.1598310928734321e-19,1.7488694638898625e-26,2.0031635422394024e-47,2.6546895900120903e-20,2.70129519042432e-28,1.3964533494979337e-33,5.3534891308911676e-44,1.1056235738624238e-36,1.5068056602297007e-43,5.7932316656085385e-56,6.2415499355913e-44,2.1720772000121384e-39,2.3136120514136125e-51,2.1339160695199234e-23,7.7745538860412259e-31,9.5678274502798539e-20,2.4229399023481906e-85,2.6275638611026683e-53,1.471087758394254e-53,1.5742641990329079e-58,1.1917930540012108e-65,4.3918370477498014e-67,5.2066015105061331e-113
6.34866435716338e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072736486109,0.11866996291351001,0.022821567647752804,0.0,7.6934792166369077e-28,1.5421922470582409e-18,2.0742885295064102e-33,6.574192459606629e-28,1.5793581469039443e-30,5.603202297696758e-11,2.1038521492100432e-54,5.6031992249370229e-11,2.6963976273516534e-37,5.2699041800372515e-35,2.4851014572350711e-42,1.0475544675236087e-49,5.5558365761247462e-20,3.0923504542230217e-42,3.0600606044490009e-09,9.0602972829643413e-11,3.6274490049142569e-13,3.6266420369071212e-13,1.7314659524389532e-19,2.2647543913498754e-17,2.1152572783657856e-18,3.354309103429932e-19,4.0340875814947393e-26,1.1308229676943357e-46,4.6769356418441113e-20,6.229096565659722e-28,7.3410421042335813e-33,2.3068234157676482e-43,3.479060236627522e-36,1.5907004958853127e-42,4.4760728534144225e-55,2.2697355941442316e-43,7.7759957498210311e-39,1.3013147879610113e-50,3.7596288197044069e-23,1.5698888243467035e-30,1.4148513112698895e-19,6.6742002190772728e-84,4.6010048579607239e-52,8.3045790039739e-53,1.2163391512358018e-57,1.2839120152685935e-64,4.7320343087478782e-66,4.5006087659103587e-111
7.958184899917397e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727284966737,0.11866996212342291,0.022821567636267921,0.0,1.4782788550240998e-27,2.4024553479462234e-18,8.261201314248377e-33,1.2839133260023824e-27,3.3625988792220924e-30,7.0237332329721759e-11,7.6133274615741659e-54,7.0237284462602933e-11,6.4773666381896006e-37,1.2709591709371559e-34,6.5055059263257937e-42,5.021077544037472e-49,8.6552950942813002e-20,9.0516169037142441e-42,3.8358504338507361e-09,1.1357274035818146e-10,4.5471881407602128e-13,4.54592064448668e-13,2.697067990482212e-19,3.4473207224752943e-17,3.8670490580018927e-18,7.5733119236545746e-19,7.7495513394648669e-26,3.9981905415509442e-46,7.2854826955057264e-20,1.19627119536166e-27,2.39789682058614e-32,6.8148656985844842e-43,8.3573747744778273e-36,7.6241202127685693e-42,1.8952101439914447e-54,6.0118718152186671e-43,2.0356020156797596e-38,4.5886994248128703e-50,5.8568166810169771e-23,2.6860621298999935e-30,1.9425817026818553e-19,4.6411265652634549e-83,2.6003814008670467e-51,2.9362098441908246e-52,5.1500974654115512e-57,6.4518404484795672e-64,2.3781320943182429e-65,4.1160951872171673e-110
1.117722598542543e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727125178055,0.11866996054324899,0.022821567613298153,0.0,4.0683013327617122e-27,4.7035645193584314e-18,8.6066497479192744e-32,3.5903724889505462e-27,1.0701973600594361e-29,9.86479606088302e-11,6.6717352164609652e-53,9.8647866897588842e-11,2.6066436738496098e-36,5.0669891105559696e-34,3.0233754689842966e-41,8.2868698210555143e-48,1.6946776791357077e-19,5.3468539145892331e-41,5.387429865366106e-09,1.5951227508863088e-10,6.3868152263218291e-13,6.3842901310747023e-13,5.2793501941165972e-19,6.4326466510556563e-17,9.5262680846912056e-18,2.6893697195088823e-18,2.1315466470302531e-25,3.547483117976553e-45,1.4262235926739365e-19,3.2881575856691249e-27,1.612024884998921e-31,4.0137517099336398e-42,3.3633557842329303e-35,1.2580822159329076e-40,2.5891004218063668e-53,2.8705229691972204e-42,9.4602637054153149e-38,4.0362079118918694e-49,1.1466559353340675e-22,5.9297671590034341e-30,3.2071669306734958e-19,2.2053292898838195e-81,6.5554995238735152e-50,2.6052289944760667e-51,7.0357262327908178e-56,1.3910795973090384e-62,5.1294213703735138e-64,1.0415839217453763e-107
1.4396267070933464e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726965389401,0.11866995896307536,0.022821567590328384,0.0,8.5862070208301447e-27,7.7787853323383974e-18,3.8061158090788806e-31,7.628357875856788e-27,2.4543026419610261e-29,1.2705860165160435e-10,2.777753602726449e-52,1.270584466772695e-10,7.0236034448765706e-36,1.363202493051146e-33,8.8117230582388722e-41,4.4582787068405886e-47,2.8028753783272502e-19,1.8048654733206645e-40,6.939008993830713e-09,2.0545180937398268e-10,8.2266537492352883e-13,8.2224093359887949e-13,8.7294249687886013e-19,1.016985008889689e-16,1.8255293096216259e-17,6.6260920758031033e-18,4.4964835566262151e-25,1.4794417068105029e-44,2.3584774701825183e-19,6.9321892077686078e-27,5.7622719394157319e-31,1.3524875303506613e-41,9.0626604575071705e-35,6.7678030800665346e-40,1.3140755535116596e-52,8.5314711443655664e-42,2.7572186326231844e-37,1.6742599683625277e-48,1.896345889251507e-22,1.0533442841845937e-29,4.7505847280638448e-19,1.7673202652901107e-80,4.1312873238691937e-49,1.0864872600986243e-50,3.570930780688468e-55,8.4576607365015043e-62,3.1192040964563265e-63,1.0699203018621651e-106
1.7615308156441496e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726805600785,0.11866995738290204,0.022821567567358616,0.0,1.5558558245962578e-26,1.1628161995336596e-17,1.2055442668683854e-30,1.3868943340807082e-26,4.7012568947456935e-29,1.5546925545711691e-10,8.5574582270813372e-52,1.5546902380149892e-10,1.5339285750708522e-35,2.9836974723224328e-33,2.0313807187358989e-40,1.6342553121419137e-46,4.1901969912882761e-19,4.6788930820834133e-40,8.4905878192278289e-09,2.5139134320038766e-10,1.0066721842753527e-12,1.0060278278627223e-12,1.3046891587979141e-18,1.4559645954959534e-16,3.0223735276569907e-17,1.3389788430429373e-17,8.1440641397489696e-25,4.4979481562309761e-44,3.5252614995412932e-19,1.2548467962167446e-26,1.5590399493538756e-30,3.5078498669831486e-41,1.9792395183733137e-34,2.4806581197883481e-39,4.630636665426132e-52,2.0020574828122255e-41,6.356245215825913e-37,5.0660586615413556e-48,2.8347621167759544e-22,1.6506393593106616e-29,6.5728505037136983e-19,1.0686244576586633e-79,1.7680928279892517e-48,3.3032566264465949e-50,1.2583537313408206e-54,3.4152620982558367e-61,1.2597532771997666e-62,1.3055786513413444e-105
