Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53)
1.8781496287069813e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072758677123,0.11866996510801231,0.022821567679652575,0.0,5.8286615222969962e-33,1.3758616209849976e-19,4.0648614825708651e-37,1.6868139196520839e-29,3.8845399996607239e-65,1.6576164737974681e-11,1.2523418860915825e-57,1.6576164171947279e-11,2.0577307798948223e-39,1.4882452666201862e-37,4.9775120888388093e-53,5.7711705896928774e-54,6.2102449123431763e-27,7.0310470435955197e-45,9.0526954301663281e-10,2.6803423724250272e-11,1.0736705126727175e-13,4.1561547698292799e-21,1.5390658873025207e-20,1.0725862822058858e-13,1.6759614187717864e-29,2.6017376031868357e-17,1.7533818048702552e-17,8.7118114211223866e-19,2.0081698507001469e-33,1.088144260160888e-27,7.6049468096282793e-50,8.7649343048858577e-47,2.2197883533699483e-49
2.6294094821799327e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727549479721,0.11866996473923114,0.022821567674291891,0.0,2.1351288340433403e-32,2.6478454780548849e-19,4.430481482427981e-36,4.6154194310045277e-29,1.0806875642657822e-63,2.3206630703460982e-11,1.1082499286402591e-56,2.3206629615031361e-11,7.9149208496054783e-39,5.7699413743463463e-37,8.5499928398360296e-52,9.9129088000902988e-53,1.6395921636143413e-26,3.857565729646446e-44,1.2673773331247603e-09,3.7524793205849755e-11,1.5035560442119476e-13,7.9915775328502331e-21,2.959441433678149e-20,1.5013883533014671e-13,4.4241804946464228e-29,4.2828812485301736e-17,3.9807014541742351e-17,2.7774867739503875e-18,1.4222711917663536e-32,2.8752050844798241e-27,6.074449305588874e-49,1.5054577513265714e-45,4.2926589209761465e-48
3.380669335652884e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727512188212,0.11866996437044998,0.022821567668931207,0.0,5.5434807365627426e-32,4.3451380776774176e-19,2.0176257482724596e-35,9.7298454416873829e-29,7.1111646567478043e-63,2.9837096699961179e-11,4.5803320730667766e-56,2.9837094914974616e-11,2.1024002681968418e-38,1.535047941956404e-36,4.719560301611974e-51,5.471802170154671e-52,3.3991059253679917e-26,1.2748579336034506e-43,1.6294851067228581e-09,4.8246162665970397e-11,1.9337187074098519e-13,1.3105272698047081e-20,4.8532727445314267e-20,1.9300537085750737e-13,9.1708380494772364e-29,6.1104979421546319e-17,7.2492452601864436e-17,6.4652937750246556e-18,5.2545686009529071e-32,5.9644087096168132e-27,2.4657048065647118e-48,8.3097731220475166e-45,2.3565889032386167e-47
4.131929189125835e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727474896704,0.11866996400166883,0.022821567663570522,0.0,1.1865494183343173e-31,6.4678987384796892e-19,6.5540647139411635e-35,1.7616429031771161e-28,3.0423262344602291e-62,3.6467562727461785e-11,1.4003823892859472e-55,3.6467560071792374e-11,4.5593470730539868e-38,3.3365227459855447e-36,1.7689714433553941e-50,2.0508938312447975e-51,6.0981467419926017e-26,3.2713286323629296e-43,1.9915928638126662e-09,5.8967532104614722e-11,2.3641716787848803e-13,1.9496855582198475e-20,7.2204529658181675e-20,2.35858240418137e-13,1.6450977793361732e-28,8.0146442852692062e-17,1.1565448321161167e-16,1.2564081763545654e-17,1.4633762203323571e-31,1.070583454484236e-26,7.3989473568201607e-48,3.1145430515491145e-44,8.9860951711611742e-47
4.883189042598786e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727437605195,0.1186699636328877,0.022821567658209838,0.0,2.2426082319292764e-31,9.0162297749617037e-19,1.7492144536093764e-34,2.8879316028335981e-28,1.0224885136285585e-61,4.309802878595124e-11,3.587102199227868e-55,4.309802508548992e-11,8.6897545112090727e-38,6.3772231032941161e-36,5.3191735363131233e-50,6.1667919867065388e-51,9.9413380341742008e-26,7.1770692473863665e-43,2.353700604394766e-09,6.9688901521783733e-11,2.7949253055659263e-13,2.7166023759933426e-20,1.0060906787543652e-19,2.7869744879235418e-13,2.681568965436727e-28,9.9549575280184375e-17,1.6905130424741949e-16,2.1714511524357337e-17,3.4384675826101654e-31,1.7460394681361723e-26,1.8507571630681951e-47,9.3649016462801539e-44,2.7960331043686466e-46
6.385708749544689e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727363022166,0.1186699628953255,0.02282156764748847,0.0,6.2519385668272268e-31,1.5389756392046919e-18,8.6495894669470737e-34,6.3771117203030633e-28,7.6106421639668361e-61,5.6358960995857435e-11,1.6846723983317884e-54,5.6358954683528256e-11,2.4462674200219122e-37,1.807564965784663e-35,3.2426746693337296e-49,3.7592351751940308e-50,2.1817736803622251e-25,2.5473861642050686e-42,3.0779160360361768e-09,9.1131640291697233e-11,3.6573624024979939e-13,4.6336136846115052e-20,1.7161408422553022e-19,3.6433489817341832e-13,5.8837750615418431e-28,1.3887310340742047e-16,3.0484860729582265e-16,5.1422599565739263e-17,1.3643742316971167e-30,3.8345813265332721e-26,8.2003943893712876e-47,5.7085818578857016e-43,1.8847168997356964e-45
7.888228456490592e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727288439143,0.11866996215776336,0.022821567636767102,0.0,1.4072952301377342e-30,2.3465961558860246e-18,2.9375900109111896e-33,1.1924437890759701e-27,3.382890867853883e-60,6.9619893329594752e-11,5.5251545045501614e-54,6.9619883709098491e-11,5.5359223876885907e-37,4.1162276176440709e-35,1.2691870011625329e-48,1.4713214749877303e-49,4.0666784723147981e-25,6.873649371449853e-42,3.8021314016478716e-09,1.1257437897571391e-10,4.5210856678990715e-13,7.0613490104129899e-20,2.6154285528212256e-19,4.4991775406301068e-13,1.096454878268203e-27,1.7814315122259521e-16,4.7607723882868892e-16,1.0029411989623506e-16,3.949276559234132e-30,7.1512630093384833e-26,2.5975634443667388e-46,2.2342148329305518e-42,7.7133718781108276e-45
9.390748163436495e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727213856098,0.11866996142020129,0.022821567626045734,0.0,2.7669256728006819e-30,3.3244867073844021e-18,8.0864593891745788e-33,2.0039292915286353e-27,1.1775789931574147e-59,8.288082578707469e-11,1.4825793274780524e-53,8.2880812162205988e-11,1.0920599744299085e-36,8.1567203935098179e-35,3.952183329545574e-48,4.5814741147113884e-49,6.8212598405621128e-25,1.5714536494696914e-41,4.5263467012302037e-09,1.3401711757383634e-10,5.3861406306572882e-13,9.9995887061355786e-20,3.7039033674436889e-19,5.3544605295890174e-13,1.8387383905431045e-27,2.1721847904772184e-16,6.7835756373221009e-16,1.7281354259100533e-16,9.4739411045017571e-30,1.2000536361677046e-25,6.7945974895005055e-46,6.9568295896684542e-42,2.4761772218718549e-44
1.0893267870382397e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727139273053,0.11866996068263927,0.022821567615324365,0.0,4.9501002258370832e-30,4.4726403067739191e-18,1.944960231806161e-32,3.1226687525042563e-27,3.5415891519266883e-59,9.6141758368210413e-11,3.4983981714859679e-53,9.6141740042852247e-11,1.9581516357049724e-36,1.4666255757939182e-34,1.0683275507623277e-47,1.2383907270566864e-48,1.0616370965742771e-24,3.2142593718670647e-41,5.2505619347830766e-09,1.5545985608606653e-10,6.2525627279884975e-13,1.3448118561053508e-19,4.9815165618514964e-19,6.2091983065168179e-13,2.8611072383669326e-27,2.5630949379574748e-16,9.0761796509362824e-16,2.7280637889284511e-16,2.0031218419340294e-29,1.8684257339106836e-25,1.5708920499738621e-45,1.8804068707947699e-41,6.8684379141292328e-44
1.2395787577328299e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727064690002,0.11866995994507733,0.022821567604602997,0.0,8.2485627404044635e-30,5.7910541181174253e-18,4.2276961518877799e-32,4.5978488313030137e-27,9.556125368401622e-59,1.0940269107291768e-10,7.4949617346058152e-53,1.0940266735103776e-10,3.2683101561980813e-36,2.4515942351359275e-34,2.5987819914129696e-47,3.0123613882444151e-48,1.5618338068794374e-24,6.0503943273762866e-41,5.9747771023062728e-09,1.769025945124063e-10,7.120381845764902e-13,1.740673106979282e-19,6.4482210651215473e-19,7.0633912186634701e-13,4.2081729625228344e-27,2.9549738074654246e-16,1.160603586247585e-15,4.0341166446213731e-16,3.8507346315413327e-29,2.7496425194563932e-25,3.3142131092602709e-45,4.5739169262774251e-41,1.7029203940754496e-43
1.3898307284274201e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726990106945,0.11866995920751545,0.022821567593881629,0.0,1.3000081963835796e-29,7.2797300268096157e-18,8.5065477977836091e-32,6.4777479911310521e-27,2.4057696117064276e-58,1.2266362390111363e-10,1.49150174298162e-52,1.226635940867641e-10,5.1574608942355562e-36,3.8715322965621847e-34,5.8642064924468576e-47,6.7971691663661556e-48,2.1990336923785974e-24,1.0679375933906833e-40,6.6989922037997039e-09,1.9834533285285753e-10,7.9896243701951879e-13,2.1875221647314474e-19,8.1039703172733046e-19,7.917039607677271e-13,5.9236507642475967e-27,3.3469150659568614e-16,1.4347548343040364e-15,5.6724554832257446e-16,6.8700974731984264e-29,3.8725608345081983e-25,6.5292869672708154e-45,1.0320341883372051e-40,3.8835710122180787e-43
1.6903346698166008e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726840940794,0.11866995773239189,0.022821567572438889,0.0,2.8364137862244665e-29,1.0767866020737419e-17,2.8097676507690553e-31,1.1648378881212967e-26,1.2392512569846911e-57,1.4918548992763312e-10,4.8736083670082351e-52,1.4918544584085042e-10,1.1273141886389713e-35,8.4657826246959502e-34,2.4096580488327189e-46,2.7927670322591954e-47,3.9508973185353166e-24,2.8387506461370125e-40,8.1474222086974061e-09,2.4123080927610275e-10,9.7324782195367018e-13,3.234099997026882e-19,1.1982412003752892e-18,9.6227042115639173e-13,1.0637749691890191e-26,4.1301928135515603e-16,2.0364370502807309e-15,1.0046562969894312e-15,1.831040418128869e-28,6.9610597718751493e-25,2.1159396705627335e-44,4.2399774961483628e-40,1.5856342870715712e-42
1.9607882170668634e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726706691238,0.11866995640478092,0.022821567553140423,0.0,5.1283317172820172e-29,1.4489481319892087e-17,6.8704512298282829e-31,1.8177115603113961e-26,4.1551199961283444e-57,1.7305516977298722e-10,1.1915203670922614e-51,1.730551104617468e-10,2.040620552196134e-35,1.5321975033718251e-33,6.9108226786526363e-46,8.0089939865741265e-47,6.1619809848620254e-24,5.9648090994328021e-40,9.4510089872840032e-09,2.7982773776330566e-10,1.1306133801036397e-12,4.3501893543437706e-19,1.6119065319933847e-18,1.1155943568425559e-12,1.6584053185571013e-26,4.8326653217595339e-16,2.6279269562298529e-15,1.5343000368569288e-15,3.8109656736271017e-28,1.0860830914612884e-24,5.1633059297433217e-44,1.2158381018174872e-39,4.4950758457728741e-42
2.231241764317126e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726572441643,0.11866995507717015,0.022821567533841958,0.0,8.589089931563747e-29,1.8762732427122006e-17,1.4827291324291325e-30,2.6778826275256862e-26,1.1754888068099198e-56,1.9692485001713543e-10,2.5886519187892902e-51,1.9692477322791978e-10,3.4209144437496366e-35,2.5676660927694769e-33,1.7099720112245313e-45,1.9815618540328509e-46,9.0741385221868441e-24,1.1382071784639371e-39,1.0754595551934749e-08,3.1842466597226248e-10,1.2884702849109065e-12,5.6311552399307429e-19,2.0867483846277719e-18,1.2687424068265133e-12,2.4411363180957335e-26,5.5340069474811529e-16,3.2564819829705733e-15,2.2027108374470206e-15,7.1593003956892898e-28,1.5999000754039404e-24,1.1213114282774673e-43,3.0079778711033877e-39,1.0993104498370887e-41
2.5016953115673887e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726438192026,0.11866995374955962,0.022821567514543492,0.0,1.3560732580788591e-28,2.3587610136929632e-17,2.9104676652531081e-30,3.7739637201134901e-26,2.9217963498056538e-56,2.2079453065958737e-10,5.1391097888597641e-51,2.207944341393847e-10,5.4053738061828261e-35,4.0553082214292625e-33,3.7827156275511786e-45,4.3832231395307222e-46,1.2783856587239746e-23,2.0164115806622257e-39,1.2058181902649659e-08,3.570215939029848e-10,1.4468255313138238e-12,7.0768762912724367e-19,2.6227390494992281e-18,1.4217147732965422e-12,3.4376752638273895e-26,6.235325124523558e-16,3.9142807121532125e-15,3.0173977035312933e-15,1.2441295222144915e-27,2.2546602823565353e-24,2.2259383153308415e-43,6.6531948494013827e-39,2.4072216430384503e-41
2.7721488588176513e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726303942381,0.11866995242194928,0.022821567495245026,0.0,2.0429032736612763e-28,2.8964109889433828e-17,5.3048021148163269e-30,5.1345853922841497e-26,6.573939178740809e-56,2.44664211699853e-10,9.5043698691428308e-51,2.4466409319615654e-10,8.1488971378459081e-35,6.1104496297635672e-33,7.6709737693971743e-45,8.8881626447174881e-46,1.7387614404157579e-23,3.3678664300939492e-39,1.3361768039428707e-08,3.9561852155548476e-10,1.6056847185134512e-12,8.6872311892218661e-19,3.2198508230863715e-18,1.5745116583106015e-12,4.6736839006595084e-26,6.9361799947762369e-16,4.5952073007612173e-15,3.9843189237794139e-15,2.0335723219953617e-27,3.0674780062701655e-24,4.1163403086418123e-43,1.3490202245801655e-38,4.8387145869534258e-41
3.0426024060679136e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726169692709,0.11866995109433917,0.022821567475946561,0.0,2.9623446346505986e-28,3.4892227449543567e-17,9.1095633941284774e-30,6.788357201478259e-26,1.366236268920485e-55,2.6853389313744314e-10,1.6598111665234843e-50,2.6853375039825087e-10,1.1824127286072035e-34,8.8614064057750999e-33,1.4509697142635071e-44,1.6810924619426522e-45,2.2981751776468378e-23,5.3623905341965783e-39,1.4665353962271898e-08,4.3421544892977426e-10,1.7650521939982262e-12,1.0462098775024325e-18,3.8780560268578312e-18,1.7271332635711615e-12,6.1747428367427245e-26,7.6360029631571672e-16,5.2944244272478699e-15,5.1081674936328007e-15,3.1638095011727427e-27,4.0554552750237012e-24,7.1876237512243195e-43,2.5513372370269047e-38,9.0802610901480513e-41
3.313055953318176e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726035443009,0.11866994976672926,0.022821567456648095,0.0,4.1616916430181891e-28,4.1371956616398163e-17,1.4895281841853604e-29,8.7638749587017859e-26,2.6609478450030332e-55,2.924035749718695e-10,2.7643823944597572e-50,2.9240340574568348e-10,1.6621414700497142e-34,1.244942067276825e-32,2.5921689338939571e-44,3.0030901856349285e-45,2.966249384826933e-23,8.2063997626789543e-39,1.5968939671179255e-08,4.7281237602586524e-10,1.9249312476915848e-12,1.2401358020721646e-18,4.5973269991533829e-18,1.8795797904806123e-12,7.9663584235681398e-26,8.3348728340211743e-16,6.0080237568671835e-15,6.3926429810614218e-15,4.7261842781778403e-27,5.2356862087082811e-24,1.1968800265108129e-42,4.55737046075055e-38,1.6103481437622132e-40
3.853963047818701e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230725766943514,0.11866994711151009,0.022821567418051168,0.0,7.6109638661690478e-28,5.59862255554477e-17,3.5425599686454841e-29,1.3794504824494958e-25,8.6518881027273225e-55,3.4014293982928015e-10,6.8411135025803019e-50,3.4014271087662782e-10,3.043209821854221e-34,2.2766027993150428e-32,7.2187754683767615e-44,8.3620374264842096e-45,4.6668261953131613e-23,1.7471760781452047e-38,1.857611044718663e-08,5.500062293834994e-10,2.2462333224991617e-12,1.6772567930380674e-18,6.2189556785810999e-18,2.1839484135624433e-12,1.2522952759626379e-25,9.729854624561834e-16,7.4667092269404514e-15,9.4543221176612023e-15,9.5722224769358837e-27,8.2412709658608597e-24,2.9609083262218005e-42,1.2688103322375461e-37,4.4242011824835089e-40
4.394870142319226e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230725498443897,0.11866994445629178,0.02282156737945424,0.0,1.2855623048492037e-27,7.2806863257945709e-17,7.465173087788997e-29,2.0455201636780992e-25,2.3920984765978474e-54,3.8788230626818988e-10,1.5029607847118178e-49,3.8788200858911806e-10,5.1457742811428071e-34,3.8447259624749934e-32,1.7450036138276399e-43,2.021105845092601e-44,6.9173225711714746e-23,3.3679904010320538e-38,2.118328036745112e-08,6.2720008162848279e-10,2.5696039466880126e-12,2.1799894648501273e-18,8.0845158279834226e-18,2.4876191340231896e-12,1.8546252551372316e-25,1.1123071145494003e-15,8.9530638206870155e-15,1.3185759295030845e-14,1.7541149178462008e-26,1.2220967056330478e-23,6.5028683181589788e-42,3.0662828121893723e-37,1.0562692510730556e-39
4.9357772368197515e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230725229944158,0.11866994180107431,0.022821567340857312,0.0,2.0429411256211292e-27,9.1833829074933477e-17,1.4349935630424905e-28,2.8974726708869762e-25,5.8431768139354677e-54,4.3562167428471155e-10,3.0137877461143241e-49,4.3562129888328414e-10,8.1858173384016703e-34,6.1084108052837736e-32,3.7873845371334915e-43,4.3860857194211682e-44,9.7944724560326831e-23,6.0162448767222324e-38,2.3790449431973e-08,7.0439393276091084e-10,2.8950505354094446e-12,2.7482373297099229e-18,1.0193786569997218e-17,2.7905935549755364e-12,2.6238096795371767e-25,1.2512150758380402e-15,1.0455349751540077e-14,1.7597330458465151e-14,2.9794738834517552e-26,1.7311534241939899e-23,1.3036477914379727e-41,6.653328284811156e-37,2.2661063771156758e-39
5.476684331320277e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230724961444296,0.1186699391458577,0.022821567302260384,0.0,3.0934637431929154e-27,1.1306707209664543e-16,2.566273557526845e-28,3.9581807675155484e-25,1.2965726384906139e-53,4.8336104387496806e-10,5.622395004717459e-49,4.8336058175925752e-10,1.2407645029252387e-33,9.2470319887669423e-32,7.5545963131638351e-43,8.7477066403676135e-44,1.3374889940626405e-22,1.0117912967555672e-37,2.6397617640752581e-08,7.8158778278087816e-10,3.2225756304942169e-12,3.381904057159151e-18,1.2546547236569465e-17,3.0928732757335426e-12,3.5799318212127073e-25,1.3898220620143056e-15,1.1966014182268253e-14,2.2694880513231356e-14,4.7686509628662203e-26,2.3649716680005194e-23,2.4316332446449211e-41,1.326765659501007e-36,4.4705034681458015e-39
6.017591425820801e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230724692944313,0.11866993649064196,0.022821567263663457,0.0,4.5041901996161843e-27,1.365065470769267e-16,4.3296589829277365e-28,5.2505088137930963e-25,2.6641442474259527e-53,5.3110041503509246e-10,9.8920317808840955e-49,5.3109985721716874e-10,1.8083900675272422e-33,1.3460132361218763e-31,1.4077408317646255e-42,1.6298617483448805e-43,1.7735052274344006e-22,1.6202592418808971e-37,2.9004784993790181e-08,8.5878163168847966e-10,3.5521781583730958e-12,4.0808935008243848e-18,1.5142577426529414e-17,3.3944598914341405e-12,4.7429700140113672e-25,1.5280514818376329e-15,1.3481510770144981e-14,2.8480441343441884e-14,7.2758814842723615e-26,3.1372212597475435e-23,4.2778027093633728e-41,2.4716558144784948e-36,8.242628503609057e-39
6.558498520321326e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230724424444207,0.11866993383542705,0.022821567225066529,0.0,6.3489698102252219e-27,1.6215220292297879e-16,6.9626460625798913e-28,6.7973198677923579e-25,5.1365060108742393e-53,5.7883978776122733e-10,1.6579037762790962e-48,5.7883912525714633e-10,2.5515534985799352e-33,1.8967288051742598e-31,2.4798028042957844e-42,2.8707161023670679e-43,2.2951324189777652e-22,2.491480700361975e-37,3.1611951491086058e-08,9.3597547948381059e-10,3.8838552835548058e-12,4.8451096642454316e-18,1.7981656959718634e-17,3.695354993486971e-12,6.1328046189105711e-25,1.6660359850828465e-15,1.4999647765702088e-14,3.4954484716785536e-14,1.0674016148334937e-25,4.0615716830996109e-23,7.1691019807937131e-41,4.3527505443110237e-36,1.4373064531935653e-38
7.09940561482185e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072415594398,0.11866993118021302,0.022821567186469601,0.0,8.7083965886238218e-27,1.9000399550020849e-16,1.0756736463290813e-27,8.6214864889221816e-25,9.3827797337483668e-53,6.2657916204952247e-10,2.6672355472407898e-48,6.2657838587931725e-10,3.5031766693257536e-33,2.6007936683595608e-31,4.1666208363839092e-42,4.8228336240114496e-43,2.9099994829178691e-22,3.7026131173232431e-37,3.4219117132640368e-08,1.0131693261669661e-09,4.2176050969714662e-12,5.6744566632521271e-18,2.1063565770712861e-17,3.9955601703604361e-12,7.7692284382989788e-25,1.8036804048534372e-15,1.6517771423474158e-14,4.2118175147418352e-14,1.5154722674265554e-25,5.1516985205633802e-23,1.1532855191603087e-40,7.3115849881324185e-36,2.3916783890975607e-38
7.640312709322375e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072388744363,0.11866992852499982,0.022821567147872673,0.0,1.1669780119159726e-26,2.2006187663622773e-16,1.6063347226991707e-27,1.0745887113843841e-24,1.6363902328493484e-52,6.7431853789613551e-10,4.1437517097713889e-48,6.7431763908381097e-10,4.6990102065573936e-33,3.4841222081290635e-31,6.7249653707554997e-42,7.7831230446864752e-43,3.6257265547528259e-22,5.3447152716570367e-37,3.6826281918453338e-08,1.0903631717380403e-09,4.553425657970293e-12,6.5688387338924248e-18,2.4388083907566985e-17,4.2950770074343986e-12,9.6719437148053501e-25,1.9410252314729232e-15,1.8032997536094353e-14,4.9972775034705885e-14,2.0928893224845594e-25,6.421281299453487e-23,1.7915912523363515e-40,1.1797733605050476e-35,3.8246306012293573e-38
