Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56),CH3OO(84)
1.847649732023453e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756241904395,0.11866996528484838,0.022821567675141676,4.3223741312638201e-77,3.8832387123946649e-33,5.0453614629909864e-27,1.9486356332643268e-38,2.9463492714565692e-32,2.7968532823262753e-30,3.9280107631918836e-18,1.60866713933707e-68,3.9077593909392232e-18,3.8929051049096727e-44,1.4703221721116615e-38,2.6174503168089481e-46,3.1539868964278331e-60,3.1631128355891482e-30,3.453506415253901e-53,7.4510311073388016e-10,3.5825222310318069e-11,1.3808927679454554e-14,2.4154827011611283e-21,1.3809008011439831e-14,1.031301459474248e-29,3.0095739448342408e-20,7.0690298528007144e-22,4.5988479400538706e-23,2.6301204151398718e-37,4.0646188069960828e-35,3.1906140470394601e-27
2.2343671189870263e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756225558804,0.1186699651288937,0.022821567671392526,1.8481414936218715e-76,7.4401392166225594e-33,7.2348876060140394e-27,5.4199767670720076e-38,5.0095134052152393e-32,4.0121461979882394e-30,4.7546943864601861e-18,3.7026221681096487e-68,4.7256625837139855e-18,6.6283045954534351e-44,2.8968705737290094e-38,4.3772102153179763e-46,9.6619442329215943e-60,4.6220416493229397e-30,6.7422940755716191e-53,9.0105491239505562e-10,4.3323524651305979e-11,1.6699157443253595e-14,3.4460194045474047e-21,1.6699272818393061e-14,1.7172259349606889e-29,4.2969264147858377e-20,1.1669817463836526e-21,8.7491475947335674e-23,6.6426496430173121e-37,6.795311504071862e-35,4.5770017931495016e-27
3.0078018929141722e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756192867632,0.11866996481698433,0.022821567663894222,2.4335236095391627e-75,1.9144722464670389e-32,1.247065618466714e-26,2.5404545344028324e-37,1.1076066444645828e-31,6.9201698700145803e-30,6.4114875957411939e-18,1.3409132500375887e-67,6.3614690159702588e-18,1.4694541329952547e-43,8.0443011657826635e-38,9.3526011451440733e-46,5.0698956695447949e-59,8.2143492445833901e-30,1.7937377504534951e-52,1.2129585061423234e-09,5.832012931359079e-11,2.2479608732098659e-14,5.8890556409633945e-21,2.247980813389231e-14,3.6435648778903656e-29,7.3528048738269082e-20,2.4419226381725365e-21,2.2262870934780681e-22,2.7925247562430428e-36,1.4512223141461556e-34,7.8944278338023833e-27
3.7812366668413186e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756160176454,0.11866996450507497,0.022821567656395918,1.1822558388759674e-74,4.0361719184799483e-32,1.9096068777919799e-26,8.2901824647404546e-37,2.0750828303523544e-31,1.0603466463693471e-29,8.07383390259888e-18,3.5894692827925753e-67,7.9972755239330617e-18,2.759867481803368e-43,1.7905758600388997e-37,1.7020001507405428e-45,1.823179989161105e-58,1.294338347054467e-29,3.8983396045125683e-52,1.5248620843694472e-09,7.3316733943961125e-11,2.8260046666859075e-14,8.9428947784543719e-21,2.8260352809441075e-14,6.5871051301819116e-29,1.1179829345089947e-19,4.357382441150475e-21,4.6462716283447334e-22,8.0849974899002456e-36,2.6397442347624683e-34,1.2096266689603298e-26
4.554671440768465e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756127485288,0.11866996419316563,0.022821567648897621,5.0593730751780378e-74,7.6013448082341716e-32,2.7207211060625012e-26,2.2845256115254929e-36,3.5118753342716743e-31,1.5117205661288143e-29,9.7421099482012834e-18,8.3215656458724869e-67,9.6330821127375552e-18,4.6827461939430837e-43,3.5164059307156745e-37,2.8176787496057008e-45,5.5176151691350681e-58,1.896553893341429e-29,7.5488072841825036e-52,1.8367656460237311e-09,8.831333854026833e-11,3.4040470341789957e-14,1.2633820185085721e-20,3.4040907700779707e-14,1.0832487553816081e-28,1.5814272694182635e-19,7.0716806510414352e-21,8.661630770944298e-22,2.0116753277765772e-35,4.3680781707587168e-34,1.7245451994850249e-26
6.101540988622757e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756062102949,0.11866996356934699,0.022821567633901016,1.4503505012052207e-72,2.274454564673863e-31,4.798173376752784e-26,1.7436248932724554e-35,8.3516416312840155e-31,2.6699396651180387e-29,1.3096785309234116e-17,3.7720392521597621e-66,1.2904695537428028e-17,1.1204022324510664e-42,1.1035262117231684e-36,6.5123929392011106e-45,6.0108282834406733e-57,3.5450320438535985e-29,2.3884996564503566e-51,2.460572718679919e-09,1.183065476288665e-10,4.5601274108841014e-14,2.1869702131434976e-20,4.5602050154795423e-14,2.4627093463039342e-28,2.7451649364997921e-19,1.5571519903832554e-20,2.5196385647153844e-21,1.0912872765861736e-34,1.0083841207660315e-33,3.0458152734039511e-26
7.64841053647705e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755996720617,0.11866996294552842,0.022821567618904411,9.970063110765155e-72,5.289882546194481e-31,7.4817358300940318e-26,7.0819842786864986e-35,1.6310376279026082e-30,4.1693093496441348e-29,1.6475549621273465e-17,1.1395985698180023e-65,1.6176309290534534e-17,2.2003653089557321e-42,2.624454006423946e-36,1.2533689776976845e-44,2.9324925760662591e-56,5.8281145805764429e-29,5.7645669537988432e-51,3.0843797240101439e-09,1.4829975657929543e-10,5.7162019946829874e-14,3.3485404780017675e-20,5.7163237442013366e-14,4.6672774039233151e-28,4.214633641386942e-19,2.8647150278014983e-20,5.7180799580283639e-21,3.6439092384220405e-34,1.9385542802776435e-33,4.756256840197843e-26
1.0742149632185634e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755865955973,0.1186699616978915,0.022821567588911202,4.5594762294414322e-70,2.0191322149317777e-30,1.4676216292428751e-25,7.8279452122491978e-34,4.5610536302156796e-30,8.2047868320050881e-29,2.3305392537479362e-17,6.8494569818020628e-65,2.2719537782659844e-17,6.2303682924554818e-42,1.0116301929969334e-35,3.4623768509678152e-44,5.1408520956864471e-55,1.2630879593356038e-28,2.3469490770561114e-50,4.3319935325584128e-09,2.082861740659825e-10,8.0283337721612746e-14,6.3231328493712159e-20,8.0285757880646593e-14,1.2447346060459094e-27,8.0029881413608326e-19,7.1563719364470668e-20,2.0561790668740687e-20,2.5977330743043359e-33,5.3409172223793082e-33,9.3597981413132381e-26
1.69296278236028e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755604426758,0.11866995920261841,0.022821567528924783,6.3582232698607389e-68,1.259579333200847e-29,3.6418843772134357e-25,1.9016146968123497e-32,1.8355129407512898e-29,2.0503832062227479e-28,3.7254342207246171e-17,7.9556679006983875e-64,3.5805998710770516e-17,2.5737974175769136e-41,6.1920363735813782e-35,1.3910460061259286e-43,2.3728764699780229e-53,3.7010367202050642e-28,1.6288793306919026e-49,6.827220341176608e-09,3.2825900738608336e-10,1.2652527765083196e-13,1.4533430683021296e-19,1.265314531426773e-13,4.6370095061252369e-27,1.859355357058265e-18,2.3377130436547907e-19,1.1311466518772948e-19,3.3978452142936425e-32,2.1325259391435283e-32,2.3389987726461728e-25
2.9304584206437137e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675508136865,0.11866995421207552,0.022821567408951957,1.6486091750272513e-65,1.1003420055141622e-28,1.0960603714021882e-24,6.5252765381979194e-31,9.8541497380605373e-29,6.26696134532471e-28,6.6309309560534009e-17,1.5256304943066784e-62,6.1978936343674982e-17,1.4558654185532092e-40,5.1993808498921919e-34,7.5791981399829996e-43,1.6136987193440371e-51,1.4041038076064474e-27,1.7083852639028111e-48,1.181767072437555e-08,5.6820466743442683e-10,2.1900637500122802e-13,3.7848885490571742e-19,2.1902597268565298e-13,2.178819456706711e-26,4.9343060901721326e-18,8.7117339208457742e-19,7.9091733854551129e-19,5.9260421408238557e-31,1.1458648005264738e-31,7.1489659899294783e-25
4.167954058927147e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754558310981,0.11866994922153694,0.02282156728897913,1.8009480958139933e-64,3.8239340722909228e-28,2.2269390616950961e-24,3.8067686793364939e-30,2.760038975867461e-28,1.2911097736538847e-27,9.6906994434278748e-17,7.8499716734246585e-62,8.8151895013121707e-17,4.2473754493856544e-40,1.8106236645545634e-33,2.1507789941788524e-42,1.1386774258923977e-50,3.2835718525501932e-27,6.5961199032111477e-48,1.6808116795520464e-08,8.0815031872128726e-10,3.1148376244163076e-13,6.8217236767236833e-19,3.1152523385566312e-13,5.5741815061637146e-26,9.0273557970770431e-18,1.8929173222994288e-18,2.4162472120140386e-18,2.7735397366392355e-30,3.2179644334225695e-31,1.4727935306797081e-24
6.642945335494014e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756753512196935,0.1186699392404727,0.022821567049033493,2.0003609205887749e-62,2.1233709013247087e-27,5.7010555753160925e-24,5.4307131109852459e-29,1.1276258394144491e-27,3.4125116780505718e-27,1.6273022140101127e-16,1.0210452676177359e-60,1.4049787547018188e-16,1.9082348913565169e-39,9.7639333099182385e-33,9.0938412578395087e-42,2.7889702479794376e-49,1.0160552632723744e-26,4.8030151020619493e-47,2.6788996001602521e-08,1.288041595083373e-09,4.964274083399893e-13,1.3989904078330302e-18,4.9654105863229928e-13,1.8795726355684882e-25,1.8959077108429258e-17,4.7298384364455996e-18,1.0177306222726311e-17,2.3200761867336328e-29,1.3237121009031014e-30,3.8925696839923013e-24
9.117936612060881e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756752466084616,0.11866992925942571,0.022821566809087868,1.7985775562491204e-61,6.2566373269417812e-27,1.0800887333473411e-23,2.4749084647743481e-28,2.8540061239718663e-27,6.6573890362307945e-27,2.3472359419538765e-16,4.823110744503653e-60,1.9284394009447166e-16,5.2146481844928999e-39,2.8485787111677091e-32,2.364508685857226e-41,1.5699151308272237e-48,2.1534509359101687e-26,1.692085431609732e-46,3.6769857959427438e-08,1.7679328365945648e-09,6.8135621642847871e-13,2.207874819680789e-18,6.8158185847990664e-13,4.1280609258134553e-25,3.0453242686455381e-17,8.3020495777764428e-18,2.503940038624154e-17,8.3095968161809579e-29,3.3660944866905151e-30,7.5936676186930383e-24
1.1592927888627749e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756751419974024,0.11866991927839597,0.022821566569142263,1.0768187276928997e-60,1.3974021287342373e-26,1.7536143886068785e-23,7.637544780401842e-28,5.761184145942177e-27,1.1121827680823805e-26,3.1288663940864512e-16,1.6111260585118107e-59,2.4519008890059925e-16,1.1316159608474276e-38,6.303055260372348e-32,4.8938465759465936e-41,5.7091461830667271e-48,3.7767334260956521e-26,4.4259551652198107e-46,4.6750702669016662e-08,2.2478240432864556e-09,8.6627018790126793e-13,3.0563584158376541e-18,8.6664959297662643e-13,7.3658377974179265e-25,4.2727300596876479e-17,1.2265382792750119e-17,4.8128528855677809e-17,2.129200182764966e-28,6.8206221431197048e-30,1.2685565685583741e-23
1.4067919165194617e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756750373865158,0.11866990929738348,0.022821566329196675,4.8524061404762497e-60,2.6544839493963013e-26,2.5912610576448476e-23,1.8854573836243635e-27,1.0163566236787811e-26,1.6904555107376799e-26,3.9721886882721472e-16,4.4150135179109354e-59,2.9753632190429427e-16,2.14112174111587e-38,1.1841306348827757e-31,8.8441801792391918e-41,1.6244916848510075e-47,5.9087718129095973e-26,9.7457097234972184e-46,5.6731530130397232e-08,2.727715215162888e-09,1.0511693239896555e-12,3.9187972374484801e-18,1.0517453598523437e-12,1.1616818501141057e-24,5.5349528142184843e-17,1.6408969816089294e-17,8.0086539317862021e-17,4.4745721378794729e-28,1.2070770243143944e-29,1.9280741395786985e-23
1.6542910441761485e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756749327758018,0.11866989931638824,0.022821566089251104,1.6931722773945126e-59,4.5032901645785585e-26,3.5933126949837969e-23,3.9268687690046556e-27,1.6321183249061536e-26,2.4087237539551713e-26,4.8771987813722289e-16,1.0308544086158005e-58,3.4988263911891001e-16,3.6673002075640296e-38,1.987639970935498e-31,1.4521147295025342e-40,3.7781363193596391e-47,8.562426007398144e-26,1.881106392221596e-45,6.6712340343592812e-08,3.2076063522288385e-09,1.2360536257132864e-12,4.7859389652727101e-18,1.2368696300278844e-12,1.6883585132143163e-24,6.8135719152010374e-17,2.0637722600319079e-17,1.2119211044665368e-16,8.1904643337203745e-28,1.9434543032992552e-29,2.7472226711766538e-23
1.9017901718328354e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756748281652604,0.11866988933541023,0.022821565849305551,4.9402740515319808e-59,7.0852442079927396e-26,4.7600158382704619e-23,7.4076947217487082e-27,2.4579907198946028e-26,3.2778515315357443e-26,5.8438912929326057e-16,2.1910458981274517e-58,4.0222904056244314e-16,5.8890071814894098e-38,3.0966872144099195e-31,2.2357060423786695e-40,7.951081085309303e-47,1.1751292732968582e-25,3.3621123657836422e-45,7.669313330863545e-08,3.687497454496014e-09,1.4209230944290425e-12,5.6524074694057996e-18,1.4220227301466515e-12,2.315969288034229e-24,8.0957425846884998e-17,2.4884812076709619e-17,1.7163969994803709e-16,1.3628707783271746e-27,2.9335636116474332e-29,3.7383770672422566e-23
2.396788427146209e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756746189446951,0.11866986937350597,0.022821565369414501,3.151609668157828e-58,1.4980466617099936e-25,7.587866722984724e-23,2.1327784896152091e-26,4.8716058330192205e-26,5.5100124317688183e-26,7.9623031006029734e-16,8.2382272221591871e-58,5.0692209620552055e-16,1.3265923024002335e-37,6.4429645909368638e-31,4.6323332589243509e-40,2.8387090271020936e-46,1.9776082266120767e-25,9.1652585135309281e-45,9.6654667494384859e-08,4.647279554654063e-09,1.7906175379993712e-12,7.3832186116622246e-18,1.792415638661733e-12,3.8687003198192088e-24,1.0661683013845181e-16,3.338741251964304e-17,3.0069496224456502e-16,3.1013254016017441e-27,5.8364524009539577e-29,6.2837700650659848e-23
2.8917866824595825e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756744097248204,0.11866984941167071,0.02282156488952352,1.2765424966217992e-57,2.738664962871502e-25,1.1075732602200989e-22,4.9578344000532749e-26,8.518710320707211e-26,8.4691091622425454e-26,1.0327383408047992e-15,2.4220892803796145e-57,6.1161548897133217e-16,2.6148677228885913e-37,1.1643451097483457e-30,8.4540226194845164e-40,7.8441618908741797e-46,3.0066010244998951e-25,2.1076616251686055e-44,1.1661613268789002e-07,5.6070615156671027e-09,2.1602526649653804e-12,9.109999745100736e-18,2.1629243950420567e-12,5.8096068521622947e-24,1.3219733178762364e-16,4.1850570741241071e-17,4.6744273901118776e-16,5.9334652926917108e-27,1.023698906843404e-28,9.6578288957322387e-23
3.8817831930863293e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756739912871414,0.11866980948820714,0.022821563929741766,1.4522538385611186e-56,6.9601524254932137e-25,2.0034243564600289e-22,1.8546206981489713e-25,2.0528989123808148e-25,1.6887430884184737e-25,1.5797391340426602e-15,1.588499445247095e-56,8.2100328640816526e-16,7.9759113936346416e-37,2.9223321444030909e-30,2.2197571434876851e-39,4.149938503012397e-45,5.7754601413888927e-25,8.5291004568521042e-44,1.5653885609912115e-07,7.5266250202181054e-09,2.899345008975367e-12,1.2563900548361872e-17,2.9042887585903737e-12,1.081556000056182e-23,1.8336388328135093e-16,5.8782152431154701e-17,9.1362590564712367e-16,1.5938683188268783e-26,2.4782802068831277e-28,1.9255433780849611e-22
4.871779703713076e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756735728522241,0.11866976956501954,0.022821562969960289,7.7933804680344437e-56,1.4138253355356693e-24,3.1641554296016471e-22,4.9704675219812144e-25,4.0530168534894712e-25,2.9174779608294699e-25,2.2253597088244848e-15,6.5335454251552576e-56,1.0303924339516513e-15,1.9311422199035728e-36,5.9103651189190946e-30,4.7364229675255265e-39,1.4062920261781043e-44,9.5457143901718212e-25,2.5306168372866836e-43,1.9646130354424433e-07,9.4461879681614421e-09,3.6382002066540619e-12,1.6018997674500958e-17,3.6461155726187709e-12,1.7256771491564848e-23,2.3449603883373654e-16,7.5699633010760449e-17,1.5100817515325733e-15,3.3515190952442321e-26,4.908951796804914e-28,3.3261853246132701e-22
5.861776214339823e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756731544200685,0.11866972964210787,0.02282156201017909,2.9762833340015794e-55,2.4997646715107809e-24,4.5903663234517613e-22,1.0929594385674295e-24,7.0554826828693229e-25,4.5970767279833913e-25,2.9695683818195323e-15,2.086960158744329e-55,1.2397829326765471e-15,4.0313897586125534e-36,1.0452817530207493e-29,8.8536950722079675e-39,3.7129416936861943e-44,1.4381379564742326e-24,6.1980005997283167e-43,2.3638347502516898e-07,1.1365750359502771e-08,4.3768183379018096e-12,1.9475374692552043e-17,4.3884045993378601e-12,2.506092785184454e-23,2.8563108902092458e-16,9.2621453528715455e-17,2.2567063089612159e-15,6.0807189270193605e-26,8.5672738667580182e-28,5.2404771441296796e-22
7.841769235593317e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756723175640407,0.11866964979711239,0.022821560090617532,2.8868936034428638e-54,6.0412468088051768e-24,8.24165448820754e-22,3.7593308386500944e-24,1.687868519253812e-24,9.5644259330469255e-25,4.7536234336483636e-15,1.5623420260594331e-54,1.6585679879644928e-15,1.3498871943848034e-35,2.5500054905397643e-29,2.4208616525993469e-38,1.7637412676905698e-43,2.7504887813581962e-24,2.757284294127943e-42,3.1622699010205562e-07,1.5204873472374799e-08,5.8533437203414051e-12,2.6389009961527172e-17,5.8743688107210167e-12,4.4493947976010182e-23,3.8787190970587798e-16,1.2645887870812721e-16,4.2003260332502293e-15,1.5305491115354963e-25,2.0576392952602785e-27,1.0900550047126605e-21
9.821762256846812e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375671480719058,0.11866956995322073,0.022821558171057087,1.4681757757449275e-53,1.1831811601034761e-23,1.2962146006046619e-21,9.594018800857352e-24,3.314444377985743e-24,1.7101997887008608e-24,6.9316510718328066e-15,7.0322376359672537e-54,2.077358460861456e-15,3.5009418867461706e-35,5.0660763090686046e-29,5.3353570647603102e-38,5.639387097395156e-43,4.5657714645071718e-24,8.738456882036327e-42,3.9606940134505308e-07,1.9043994358851414e-08,7.3289217948691296e-12,3.3303786196401378e-17,7.3621803019708606e-12,6.8604750770768939e-23,4.9006039810831465e-16,1.6028151480122642e-16,6.7441384287860908e-15,3.0976183074063554e-25,4.0528946379055745e-27,1.9486754996197749e-21
1e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756714053873332,0.1186695627657773,0.022821557998259495,1.7383520482025548e-53,1.2478197941078665e-23,1.3439705401663058e-21,1.0347549073255136e-23,3.4980028320125282e-24,1.7924081672557204e-24,7.1470359816124934e-15,8.207616010097693e-54,2.1150579854538791e-15,3.7906110582421041e-35,5.3510626815017095e-29,5.6891085267541304e-38,6.2202924566141642e-43,4.7556039748258249e-24,9.6679371238627514e-42,4.0325671150639357e-07,1.9389589529581458e-08,7.4617059630374346e-12,3.3926310397881191e-17,7.4962027609875712e-12,7.0989954130459128e-23,4.9925633697537291e-16,1.6332526893918529e-16,7.0025646420081305e-15,3.276139960002843e-25,4.2784458786309082e-27,2.0423053012839055e-21
1.37817482993538e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756698070622299,0.11866941026874867,0.022821554331939529,2.0495955779230032e-52,3.1889874831886245e-23,2.5630286153218584e-21,3.9294218212272942e-23,9.1471780916297595e-24,4.1930821448923087e-24,1.2468612189597681e-14,8.6615185573898387e-53,2.9149556938105732e-15,1.5739878838206935e-34,1.4170662569334472e-28,1.8078966411008532e-37,3.3735949182303791e-42,9.9096195318606892e-24,5.5927972623654686e-41,5.5575091239047675e-07,2.6722229452705609e-08,1.0277238572085019e-11,4.7137271588378827e-17,1.0343340628764687e-11,1.2913530805169396e-22,6.9422912526832226e-16,2.2785749249852826e-16,1.363087682153324e-14,8.84785986939377e-25,1.1241884325994551e-26,4.7756234701113915e-21
2.1701720384367774e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756664598811154,0.11866909091304932,0.022821546653717779,7.1939822390055601e-51,1.1579035494764942e-22,6.4013110689593416e-21,2.5737729817183124e-22,3.5639486919579411e-23,1.4488424320329384e-23,2.8259084774355124e-14,2.9299688734464207e-51,4.5902155482977832e-15,1.2971638119296831e-33,5.5924542527518965e-28,9.7655298132115666e-37,3.7398008957727877e-41,2.8879870991308542e-23,7.7427928557029255e-40,8.7510068914671051e-07,4.2078672924761479e-08,1.6162532476182052e-11,7.4820502507685339e-17,1.6327778241518153e-11,2.8959326361850401e-22,1.1017766593316352e-15,3.6275621295514966e-16,3.4589972667624608e-14,3.5581270506606635e-24,4.4178433125163434e-26,1.6486140084460583e-20
2.962169246938175e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756631128767134,0.11866877157500885,0.022821538975513842,6.2044536607072285e-50,2.7361971545409342e-22,1.2005599461968717e-20,8.9842166332632242e-22,9.0455280436922826e-23,3.4606560763562832e-23,5.0324836980845448e-14,2.4505424677137241e-50,6.2655630440746072e-15,5.3718785709928389e-33,1.428746153843789e-27,3.1180638261853898e-36,1.7257229723534693e-40,6.1612739715227518e-23,4.1144325169030141e-39,1.1944328062713834e-06,5.7435080777298363e-08,2.2032740775791796e-11,1.0252559103777407e-16,2.2341643673124087e-11,4.8710276262475982e-22,1.5082708337940332e-15,4.9732224588826611e-16,6.5109405725333191e-14,9.1686680001261893e-24,1.1293857863994499e-25,3.934447727377628e-20
4.54616366394097e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756564193980138,0.11866813295190068,0.022821523619159383,1.8388029539751043e-48,8.5271908284926056e-22,2.8642087552170879e-20,5.1385734944458863e-21,3.2563631760052036e-22,1.1730037490431355e-22,1.1321786490636229e-13,7.8044504825715128e-49,9.6165231423291187e-15,4.2538780593248242e-32,5.18344414351104e-27,1.6194706081263302e-35,1.5744620428011268e-39,1.8136762248061911e-22,5.2166759659000467e-38,1.8330440655357711e-06,8.8147789630546022e-08,3.372806275454909e-11,1.5800158016104138e-16,3.4457364073401222e-11,9.5197336143186049e-22,2.3181473759655118e-15,7.6550443703171304e-16,1.5473126917804621e-13,3.353416816012559e-23,4.1256267622909016e-25,1.3311881245411547e-19
6.130158080943765e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756497266260582,0.11866749439941632,0.022821508262876156,1.5164516008229808e-47,1.8347560631502275e-21,5.2735369663261252e-20,1.686067817757115e-20,7.9533471544815251e-22,2.7819798268491341e-22,2.0101935019140612e-13,6.3477151771356289e-48,1.2967840345206658e-14,1.7294805613891e-31,1.2722608494192687e-26,5.0816909001484916e-35,6.7231354948961443e-39,3.951220345524356e-22,2.6847009550301173e-37,2.4715846980027227e-06,1.1886035602577989e-07,4.5363528175724989e-11,2.1356648504919958e-16,4.6689915479348908e-11,1.458885411292633e-21,3.1238795742068681e-15,1.0324634235761664e-15,2.8230098444966439e-13,8.2610048295618354e-23,1.0209887329012845e-24,3.1518450788880615e-19
7.714152497946561e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375643034560773,0.11866685591754793,0.022821492906664156,7.8954762795129959e-47,3.2471978891609779e-21,8.4555671865716562e-20,4.1880960712299919e-20,1.5789775073925467e-21,5.4309271776740314e-22,3.1360162293777055e-13,3.3011513826343873e-47,1.6319518987917906e-14,5.112306874719504e-31,2.5356302480251196e-26,1.2288907601445092e-34,2.0394090246396807e-38,7.286937186849971e-22,9.485599520348806e-37,3.1100547114904721e-06,1.4957277997636353e-07,5.6939459002039004e-11,2.6922157842211916e-16,5.9038714625997148e-11,1.981088814532567e-21,3.9254889152962189e-15,1.2982595468081883e-15,4.4762409456694754e-13,1.6496622779221807e-22,2.052945965577091e-24,6.1428957783794234e-19
