Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),C2H4(47),COX(50),C2H6X(52),C2H4X(210),C2H4X(65)
2.315538375642235e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727565059864,0.11866996489330535,0.022821567676531547,0.0,1.9516320304916178e-32,2.2269472816120218e-19,5.2454053791284797e-36,3.6264542128998935e-29,1.4085215506534005e-63,2.0436466095622662e-11,8.2976794182146703e-57,2.0436461666319592e-11,6.5781521556637727e-39,1.1421577063417962e-36,1.0622430036878455e-51,1.2316485069118711e-52,2.3046971206090181e-27,3.4939205071107415e-44,1.1160912291582514e-09,3.3045480100244286e-11,1.3229635307550093e-13,6.7439292254801885e-21,2.5008142912270547e-20,1.3228493492692565e-13,3.4674506928875051e-18,1.467953035214929e-19,1.0180044364036329e-20,4.0824643754690429e-35,2.4702116449482615e-27,3.8120855373603329e-29,6.0712131833205436e-49,1.8704754983929626e-45,8.5242280837710305e-38,1.1587347393585648e-57,7.0358909056269329e-53
3.087384502560225e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727526746489,0.11866996451441872,0.022821567671023966,0.0,4.8754154253196516e-32,3.7874548713752976e-19,2.1493815600035353e-35,7.9306426631181064e-29,7.0675220369318543e-63,2.7248622825450282e-11,3.1331985981087858e-56,2.7248615292423392e-11,1.7057620637551105e-38,3.0929374468856489e-36,4.855818305000818e-51,5.6302031557949205e-52,4.8209168729775233e-27,1.0494534099575011e-43,1.4881216076679747e-09,4.4060640116311561e-11,1.7639675290240958e-13,1.146537342394982e-20,4.253071487740754e-20,1.7637726691465335e-13,5.8380438162318917e-18,3.0104545514696029e-19,2.5051992694571836e-20,1.461806867883531e-34,5.1685093868158691e-27,7.9732481071068942e-29,2.0752488925608354e-48,8.5503653808339574e-45,2.2103951040758251e-37,4.4440819616755173e-57,2.4030642759570016e-52
3.859230629478215e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727488433115,0.1186699641355321,0.022821567665516386,0.0,1.0341089951667951e-31,5.7863765020124252e-19,6.9492979259773311e-35,1.4878957843275206e-28,2.7786459339786954e-62,3.4060780278395275e-11,9.5838112283195152e-56,3.4060768769722418e-11,3.7296045639419699e-38,6.9461826288388021e-36,1.740046763250216e-50,2.0175335082761304e-51,8.7739251518277986e-27,2.6185446952647123e-43,1.8601519690144657e-09,5.5075800110056087e-11,2.2049805607245496e-13,1.7509804149643259e-20,6.497484178765293e-20,2.2046818093108182e-13,8.8279754408859145e-18,5.3701128712024848e-19,5.2337377987782529e-20,4.2368370171535768e-34,9.4090744538825849e-27,1.4509607899026172e-28,5.8197463241826466e-48,3.0639121375249978e-44,4.8329752139768533e-37,1.3843417987108329e-56,6.7335572807633187e-52
5.402922883314195e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727411806382,0.11866996337775894,0.022821567654501225,0.0,3.7852788521577099e-31,1.112700220020892e-18,7.8063590039706268e-34,4.0711490097709933e-28,8.0043002186149543e-61,4.7685097398926603e-11,8.4811137863837916e-55,4.7685075268559191e-11,1.4345662255863018e-37,2.6912055050180243e-35,3.0873293017618873e-49,3.5795933459949802e-50,2.3148683725306425e-26,1.4366496566084423e-42,2.6042126391396608e-09,7.7106120029184614e-11,3.0870358859055286e-13,3.3640896185003638e-20,1.249332508275473e-19,3.0864566625175277e-13,1.6582773486972943e-17,1.3434103107235091e-18,1.8259082936475167e-19,3.0854226405410243e-33,2.4842735521214811e-26,3.8270863786654323e-28,4.6484798249101971e-47,5.4356768749865575e-43,1.8589747559713949e-36,1.650088965224177e-55,5.3568189830481496e-51
6.946615137150175e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727335179649,0.11866996261998582,0.022821567643486064,0.0,9.8217776153222142e-31,1.82482633500816e-18,3.5942654856195047e-33,8.5824681382764752e-28,5.3188451401591436e-60,6.1309417456124928e-11,3.5051938346855091e-54,6.1309381163021069e-11,3.8105638900167534e-37,7.1559227586562769e-35,1.7221554314584361e-48,1.9967317621937761e-49,4.7961070994114397e-26,4.7478559338255172e-42,3.3482732395558822e-09,9.9136439857670605e-11,3.9691314604811249e-13,5.5123460725606063e-20,2.0487256649517353e-19,3.9681739304178434e-13,2.658874259777382e-17,2.653432204319877e-18,4.5552222638284044e-19,1.1526072774573323e-32,5.150521823036914e-26,7.9272497713687719e-28,1.8868728853524304e-46,3.0319492899544531e-42,4.9379085791006278e-36,8.1183304500222822e-55,2.1687971485814868e-50
1.0033999644822135e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727181926211,0.11866996110443982,0.022821567621455745,0.0,4.3449602075945844e-30,3.7831951821734925e-18,4.6483903626199724e-32,2.6179126331947072e-27,1.8689684139578732e-58,8.8558066378316001e-11,3.7016534511150841e-53,8.8557991139075517e-11,1.7292556953753444e-36,3.2016692502922686e-34,3.6338631010749263e-47,4.2131075425569887e-48,1.4388337035726627e-25,3.2741278244505449e-41,4.8363942312908233e-09,1.4319707924282394e-10,5.7334549258819423e-13,1.1406949786524537e-19,4.2465888167711769e-19,5.7314357542843933e-13,5.2590135398127192e-17,7.1489811854737924e-18,1.826643476749441e-18,9.3303230832880268e-32,1.5475833130336592e-25,2.3767806370213484e-27,2.0239277822557706e-45,6.3963361571196865e-41,2.2408635636776533e-35,1.3872996201648077e-53,2.3062302057136041e-49
1.3121384152494094e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072702867279,0.11866995958889411,0.022821567599425427,0.0,1.2225097727587483e-29,6.4537204674000348e-18,2.2146408184479551e-31,5.809188596055519e-27,1.2870433461058261e-57,1.1580672704323207e-10,1.6465772237847365e-52,1.1580659869797145e-10,4.9160442538341988e-36,9.0870639576884179e-34,2.1009665031044673e-46,2.4358296812624394e-47,3.1696045051236101e-25,1.1740164683466526e-40,6.3245149442291344e-09,1.8725771826562615e-10,7.4979664855083842e-13,1.9425008834773044e-19,7.2429460970344682e-19,7.4944673159443594e-13,8.5879811949127878e-17,1.4370310561892899e-17,4.7696494500784315e-18,3.5940081595944889e-31,3.4137740173915355e-25,5.2331556636009687e-27,8.9977349489651003e-45,3.6977752689348276e-40,6.3705044016859697e-35,7.5109930307005935e-53,1.0201002582398357e-48
1.6208768660166054e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726875419403,0.11866995807334867,0.022821567577395108,0.0,2.7413725499580585e-29,9.8363951004854322e-18,7.3650248795882414e-31,1.0847613585340324e-26,5.649532101463793e-57,1.4305539944929345e-10,5.2936430844929656e-52,1.4305520383973814e-10,1.1089858569588737e-35,2.0553026785169515e-33,8.0750475828976725e-46,9.3619305242219725e-47,5.8934691675197283e-25,3.1555046225833967e-40,7.812635378374127e-09,2.3131835692618681e-10,9.2626824741235675e-13,2.955596642499341e-19,1.1037392063842342e-18,9.2572686474450627e-13,1.2553123226780248e-16,2.4532336363745887e-17,9.9945750534796932e-18,1.0215262770730514e-30,6.3556032410558648e-25,9.7256978227997193e-27,2.8422046687863303e-44,1.4211106429528987e-39,1.4370958672396323e-34,2.7520494100015696e-52,3.2077931497204103e-48
1.9296153167838013e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726722166043,0.1186699565578035,0.02282156755536479,0.0,5.3434291009222457e-29,1.3931217417853096e-17,1.989281050512969e-30,1.816010313639351e-26,1.929545077611072e-56,1.703040835949729e-10,1.4072595191211433e-51,1.7030380656438609e-10,2.1705050428907124e-35,4.0371269421521379e-33,2.4638284153821872e-45,2.8564187025699976e-46,9.836974121007806e-25,7.1417895216672468e-40,9.3007555337269443e-09,2.7537899522461485e-10,1.1027618828477914e-12,4.1789045026148058e-19,1.5629516861331699e-18,1.1019839779835552e-12,1.7070654294592771e-16,3.7712568263961288e-17,1.8260225844442056e-17,2.4180926269713268e-30,1.0621678937420762e-24,1.6225798505487618e-26,7.3597924596274512e-44,4.3356526968980612e-39,2.8126920303030275e-34,8.0718551559579648e-52,8.2706183076947367e-48
2.5470922183181933e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726415659406,0.11866995352671401,0.022821567511304149,0.0,1.547184744691867e-28,2.4257306815411881e-17,9.834079774999691e-30,4.118625762131162e-26,1.4571424897468401e-55,2.2480148709968142e-10,6.9669348747423793e-51,2.2480100476233511e-10,6.3206037258778465e-35,1.1845399393513854e-32,1.5150518882307875e-44,1.7563635249873871e-45,2.2214749486149505e-24,2.6390509448079087e-39,1.2276995008056865e-08,3.6350027073546903e-10,1.4558205884362314e-12,7.2522018432550563e-19,2.7205297884090666e-18,1.4544291559295558e-12,2.7508623781170018e-16,7.287158525653801e-17,4.6706818849187695e-17,9.4546951751348641e-30,2.4046080012273057e-24,3.6608563800940551e-26,3.4141420876937423e-43,2.6655275276977413e-38,8.1907416476040815e-34,4.6518272214418725e-51,3.8026787201947104e-47
3.1645691198525855e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726109152863,0.11866995049562563,0.022821567467243509,0.0,3.56031191928433e-28,3.7431991432118214e-17,3.283225881911363e-29,7.8303217521161714e-26,6.473024415617495e-55,2.7929893754544694e-10,2.3512199184297916e-50,2.7929819329184007e-10,1.4603455908717524e-34,2.7533378286251368e-32,5.8896014673574196e-44,6.8274052044556675e-45,4.2096235353141192e-24,7.2927220173374594e-39,1.5253233367220767e-08,4.5162154479904303e-10,1.8089836545511325e-12,1.1153867305200342e-18,4.1967034291723232e-18,1.8067822896681202e-12,3.9397269319239463e-16,1.1901534738512241e-16,9.5975644206955301e-17,2.6455860750348188e-29,4.567602132461078e-24,6.9309276926098415e-26,1.1098785711427389e-42,1.036037242582156e-37,1.892445335509581e-33,1.7510161760228583e-50,1.2273411726714193e-46
3.7820460213869774e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230725802646432,0.11866994746453836,0.022821567423182875,0.0,7.1011124716216851e-28,5.3455274612666692e-17,8.7863724685062954e-29,1.331058353961445e-25,2.232637672909585e-54,3.3379643491977348e-10,6.4354875741421467e-50,3.3379537215291661e-10,2.9225081353143092e-34,5.5294085776409487e-32,1.8032708181480035e-43,2.090324065238337e-44,7.1351370979829787e-24,1.6951074570795627e-38,1.8229470611219727e-08,5.3974281741622731e-10,2.1622607644479374e-12,1.5875011785748581e-18,5.9911306020897224e-18,2.1590434046285093e-12,5.2329347856241285e-16,1.7456854428432042e-16,1.7170185055259778e-16,6.0730602003532527e-29,7.760498210647525e-24,1.1736981445730857e-25,2.9564470092142769e-42,3.171637962289197e-37,3.7872713132726152e-33,5.2808034654743974e-50,3.2467733086756741e-46
4.399522922921369e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230725496140106,0.1186699444334522,0.022821567379122238,0.0,1.2830133709035792e-27,7.2327159868503718e-17,2.0361300007513669e-28,2.091576512265309e-25,6.6051024159554573e-54,3.8829397921031224e-10,1.5422288535891826e-49,3.8829254134557383e-10,5.2967786514780914e-34,1.0033650317167518e-31,4.7533707751904411e-43,5.5097950846506004e-44,1.1181118948880783e-23,3.511317472247176e-38,2.1205706740053987e-08,6.2786408858789223e-10,2.5156592655775576e-12,2.1406931970339243e-18,8.1034729260935286e-18,2.5112125259423207e-12,6.6032048606162915e-16,2.3760347622144735e-16,2.7852880116853195e-16,1.2158421411180044e-28,1.2190824196155845e-23,1.8375436620889956e-25,6.9331626159108462e-42,8.3589417482850487e-37,6.864131389343676e-33,1.3893895066634046e-49,7.5594075588441352e-46
5.016999824455761e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230725189633886,0.11866994140236718,0.022821567335061601,0.0,2.1528472686144199e-27,9.4047649871920518e-17,4.2302919740285967e-28,3.0992931949033444e-25,1.7418315095496169e-53,4.4279157040504966e-10,3.345422557572317e-49,4.4278970086981907e-10,8.9146699813596546e-34,1.6879982927902431e-31,1.1195182195310949e-42,1.2976111824223576e-43,1.6523627397756568e-23,6.6764667262704127e-38,2.4181941753723555e-08,7.1598535831487431e-10,2.8691842717296782e-12,2.7741259804669082e-18,1.0533401323485616e-17,2.8632896780584921e-12,8.0332478208598916e-16,3.06428756606982e-16,4.1986471012798797e-16,2.1930300723232185e-28,1.8060702306807895e-23,2.7129849304089995e-25,1.4797745283911211e-41,1.968343947880954e-36,1.1552666162694851e-32,3.3061946220104833e-49,1.6012695365954341e-45
5.634476725990153e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072488312776,0.11866993837128326,0.022821567291000964,0.0,3.4095614813624841e-27,1.1861674592326309e-16,8.0576566528173567e-28,4.388275415700802e-25,4.2440918003577266e-53,4.97289208492187e-10,6.7268017013691895e-49,4.9728685072566195e-10,1.416138866013647e-33,2.6776839307316016e-31,2.4216202467216928e-42,2.8067054961533539e-43,2.333327117339501e-23,1.1882458168796864e-37,2.7158175652228651e-08,8.0410662659798451e-10,3.2228393308503517e-12,3.4869886270645742e-18,1.3280593118313188e-17,3.2152748849881403e-12,9.5108506300084674e-16,3.7990417972411119e-16,5.9805919730008484e-16,3.6427840815595271e-28,2.5568533808384025e-23,3.8273574562312376e-25,2.9441675465995157e-41,4.2567971920353239e-36,1.8352115723855154e-32,7.3335627812355158e-49,3.1593351889233397e-45
6.251953627524545e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230724576621745,0.11866993534020044,0.022821567246940327,0.0,5.1515393764729857e-27,1.4603444847786425e-16,1.4240447518667221e-27,5.9927057674080706e-25,9.4520917369888167e-53,5.5178689345987576e-10,1.2615805065206656e-48,5.5178399091311467e-10,2.1461139284962369e-33,4.0501221386620405e-31,4.8233904444191914e-42,5.5901236437245312e-43,3.1779876228128129e-23,1.9985278493442248e-37,3.01344084355698e-08,8.9222789343803067e-10,3.576627513793841e-12,4.2784739466415134e-18,1.6344724716384885e-17,3.5671681708421914e-12,1.1024694981884871e-15,4.5718750385973686e-16,8.1507439592427445e-16,5.6776936216453436e-28,3.4913395245990336e-23,5.2077829545512703e-25,5.4897118427219234e-41,8.4768313216979779e-36,2.7812273324947342e-32,1.5123328496611903e-48,5.8406863715174578e-45
6.869430529058937e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230724270115824,0.11866993230911874,0.02282156720287969,0.0,7.4851090566495867e-27,1.7630075775464007e-16,2.3624781483074169e-27,7.9473186084487649e-25,1.9378379260835789e-52,6.0628462529607475e-10,2.2252455372104872e-48,6.0628112143219057e-10,3.1275261713896298e-33,5.8893709836806968e-31,8.9215329320271925e-42,1.0339227199176285e-42,4.2034936504494718e-23,3.201049964529366e-37,3.3110640103747589e-08,9.8034915883582829e-10,3.9305518355838348e-12,5.147766825381563e-18,1.9725467485717083e-17,3.9189695601228327e-12,1.2563712308777175e-15,5.3744180007614557e-16,1.0728419588204249e-15,8.4235780552446136e-28,4.6297578253126891e-23,6.8815798199369309e-25,9.6568974812637241e-41,1.5675604490341239e-35,4.0531072105921046e-32,2.9161497051923874e-48,1.0186926357603015e-44
7.486907430593329e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230723963610009,0.11866992927803817,0.022821567158819053,0.0,1.0527282243571152e-26,2.0941567388661439e-16,3.7225949653434608e-27,1.02870869218112e-24,3.7083255452151729e-52,6.6078240398866854e-10,3.7307191167019883e-48,6.6077824228290164e-10,4.4114807205524089e-33,8.2877901706245535e-31,1.5516356689215622e-41,1.7981202174450756e-42,5.4269452840290059e-23,4.920435204526628e-37,3.6086870656762476e-08,1.0684704227921901e-09,4.2846147143895388e-12,6.0940545195285896e-18,2.3422490893495057e-17,4.2706790774832418e-12,1.4119775181739836e-15,6.1983857446119024e-16,1.372990915226922e-15,1.2010492075785192e-27,5.9924766753996701e-23,8.875878128621404e-25,1.6170763647129758e-40,2.725694096966216e-35,5.7170887330987091e-32,5.3141701342688268e-48,1.6913396545191707e-44
8.104384332127721e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230723657104294,0.1186699262469587,0.022821567114758416,0.0,1.4407632459878886e-26,2.4537919673700042e-16,5.6257860315528799e-27,1.3046713419928091e-24,6.703768532385101e-52,7.1528022952564462e-10,6.0008127277648631e-48,7.1527535346525946e-10,6.0549655502741118e-33,1.1347488230556864e-30,2.5665873316551174e-41,2.9741683618898196e-42,6.8650845540188879e-23,7.3086010757212339e-37,3.9063100094614787e-08,1.1565916853079114e-09,4.6388175157990814e-12,7.1165413346341048e-18,2.7435467425934409e-17,4.6222967473674916e-12,1.5688906040864338e-15,7.0377225197282416e-16,1.7165124922432813e-15,1.6561018245894383e-27,7.5997074103369786e-23,1.1217089940684233e-24,2.5992328840844013e-40,4.5075924442179147e-35,7.8470356405129732e-32,9.2398347897823532e-48,2.6954971955895746e-44
8.721861233662113e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230723350598689,0.11866992321588034,0.022821567070697778,0.0,1.9267061029382402e-26,2.8419132581874182e-16,8.211275385088088e-27,1.6260573357127565e-24,1.1550962492405548e-51,7.6977810189510596e-10,9.3231447842487874e-48,7.6977245497927488e-10,8.1204014719479684e-33,1.5179537453013083e-30,4.072440265814369e-41,4.7189426813742989e-42,8.534283720433173e-23,1.054665513630049e-36,4.2039328417304879e-08,1.2447129463837711e-09,4.9931609104063015e-12,8.2144491688689356e-18,3.1764073058377871e-17,4.9738225939836018e-12,1.7269131116871691e-15,7.8893180053092888e-16,2.1039031118256856e-15,2.2192718097032497e-27,9.4714709832022258e-23,1.3930902237193054e-24,4.0360091753141527e-40,7.1506189604255952e-35,1.0523854958347201e-31,1.5436494809643717e-47,4.149993299404049e-44
9.956815036730896e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230722737587775,0.11866991715372698,0.022821566982576508,0.0,3.2527800661804457e-26,3.7036140028844809e-16,1.6059360528145155e-26,2.4189582337330145e-24,3.0601432526740212e-51,8.7877398708351062e-10,2.0665509238831662e-47,8.7876662900232995e-10,1.3787600725234479e-32,2.5637936892672849e-30,9.267384743551674e-41,1.0737606451012075e-41,1.2631236760433507e-22,2.0443206763516902e-36,4.7991781717200244e-08,1.4209554642190139e-09,5.7022731729380551e-12,1.0633420931474354e-17,4.1366866408546767e-17,5.6765989150249689e-12,2.0449662582678138e-15,9.6173305979659694e-16,3.0127587278398952e-15,3.7222091573681676e-27,1.4089315007555578e-22,2.0578477574842255e-24,8.9408439878438294e-40,1.6264478425126126e-34,1.7868696666835441e-31,3.9159959527579105e-47,9.0358088107552277e-44
1.119176883979968e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230722124577283,0.11866991109157804,0.022821566894455237,0.0,5.1643298579960213e-26,4.6792589109083592e-16,2.8739059776266626e-26,3.4350345656896743e-24,7.2057615477874618e-51,9.8777005945830677e-10,4.1907298097872886e-47,9.8776076435216528e-10,2.2015835196286754e-32,4.0716028695443157e-30,1.900787374594883e-40,2.2021318181136325e-41,1.7845912045352668e-22,3.6751126024750175e-36,5.3944230556452058e-08,1.5971979763040107e-09,6.4119549810797836e-12,1.3344881694233276e-17,5.2228273799348602e-17,6.3790082350710501e-12,2.364872744664533e-15,1.1370087248094042e-15,4.1019593111266545e-15,5.8108195465586732e-27,2.00068981108377e-22,2.9017286258042269e-24,1.8135709809660889e-39,3.3342754055942278e-34,2.8532923248685411e-31,8.9909301399305918e-47,1.8006891871817636e-43
1.2426722642868465e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230721511567179,0.11866990502943357,0.022821566806333973,0.0,7.8063717509150739e-26,5.7688479187544743e-16,4.7932919828696099e-26,4.7019652160985434e-24,1.5247381682441655e-50,1.0967663189237647e-09,7.8664723798797263e-47,1.0967548610288788e-09,3.3468049942692735e-32,6.1558828050524826e-30,3.5728762075478365e-40,4.1389374420472021e-41,2.4304706435445429e-22,6.2075979815925978e-36,5.9896674935063671e-08,1.7734404826447757e-09,7.1222091210741686e-12,1.6342824853346056e-17,6.4345696871060587e-17,7.0810507488937263e-12,2.685686207011417e-15,1.3135818558575389e-15,5.3735317198953348e-15,8.5862943123249298e-27,2.7385437283655515e-22,3.9442016950835096e-24,3.4060133745025013e-39,6.2643632258004308e-34,4.3375889624423062e-31,1.8789159416381237e-46,3.325068895557747e-43
1.4210949201783374e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230720625908144,0.11866989627102544,0.022821566679018846,0.0,1.3248749722371942e-25,7.5442884933592705e-16,9.1335288442484629e-26,7.0315851813492996e-24,3.9550596315049571e-50,1.2542413825940809e-09,1.7691711791627928e-46,1.2542264014427238e-09,5.7269193143762124e-32,1.0449942997281251e-29,7.9438022814118484e-40,9.2011430164547809e-41,3.6082764989853953e-22,1.2169947905498594e-35,6.8496591462858619e-08,2.028070694178105e-09,8.1493776712501407e-12,2.1168266591456814e-17,8.4065561320494263e-17,8.0946946390466815e-12,3.149868097742878e-15,1.5697048073858143e-15,7.5347479697825923e-15,1.401404273839227e-26,4.0953058167754731e-22,5.8389863310661025e-24,7.6640552820710629e-39,1.3917976698594285e-33,7.4224808049266555e-31,4.8604938112688179e-46,7.3003195720532331e-43
