Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),H2OX(23),CHOX(61),COX(58),CO2X(24)
2.149207502017127e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362472658226,0.099999999323817812,0.099999999901384445,1.5592353028048567e-54,6.8709036437057278e-33,3.4894183204646713e-26,1.6463984280089559e-39,8.645278842837577e-34,1.5273511023268391e-32,1.1132001946102686e-20,2.4116680173829264e-76,1.1122606942533037e-20,1.8377465825744377e-49,1.0393438975110239e-40,1.3478571151689361e-50,1.9024826649965484e-63,5.3516323998556515e-32,2.8874679165949755e-59,6.7617773200866456e-10,1.9723115537826497e-10,4.4694084024957741e-15,6.5766500178406384e-21,4.4705758244986869e-15,9.3484740633942528e-20,3.0098113814329329e-19,2.1019158884238676e-20,7.9240823754904973e-34,2.3867480016748195e-34,2.1979596025862224e-29,8.7260037760273677e-44,1.2599477349828159e-49,1.6812699971046263e-50
2.6865093793006137e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362450822781,0.099999999154772271,0.099999999876730555,6.3269662211081395e-54,1.4493088674391646e-32,5.570613555165222e-26,5.0313487220513393e-39,1.6219251164270268e-33,2.3337211764919267e-32,1.3917612960913042e-20,6.5080901334930912e-76,1.390325970089359e-20,3.4510919663185311e-49,2.3167152790768245e-40,2.4539297087921096e-50,6.4700734990562397e-63,9.2431449807043348e-32,6.3178389888535407e-59,8.4522214968078538e-10,2.4653894417974642e-10,5.5866470263115506e-15,9.94055772717186e-21,5.5884604009469597e-15,1.2070454338687885e-19,4.7432650049444401e-19,3.9728148055810228e-20,2.1503258777036665e-33,4.5524306529814222e-34,3.9709001613482567e-29,1.5867607064742804e-43,4.2885118030472707e-49,6.2032534847021104e-50
3.761113133867587e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362407151892,0.099999998816681215,0.099999999827422761,1.6556364820220353e-52,5.2119205748888895e-32,1.1329405360157542e-25,4.5823496328188299e-38,4.4375581513809136e-33,4.4888846307983562e-32,1.9492166506928766e-20,3.8489656217313653e-75,1.9464566511554876e-20,9.4672543471781286e-49,8.7701307582531359e-40,6.4805927979253534e-50,9.1584722420742061e-62,2.236505893176692e-31,2.4358725804605587e-58,1.183310964744279e-09,3.4515452151953101e-10,7.8209794516208603e-15,1.8654664302298973e-20,7.8245573344098476e-15,1.7510030878808447e-19,9.3562279408306378e-19,1.0986033221192421e-19,1.2862474317878609e-32,1.2916209077066635e-33,1.0272115597104706e-28,4.1767849766645263e-43,6.0801959237393229e-48,9.7834357698823126e-49
5.910320643001534e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362319810131,0.099999998140499202,0.099999999728807187,1.0532160978188045e-50,3.1644921877552574e-31,2.9191512192043928e-25,9.1901399101008844e-37,1.7620975467834473e-32,1.0957935102368692e-31,3.06545166283237e-20,4.2683004199634621e-74,3.0587185278462198e-20,3.7816862600427709e-48,5.3677721020395863e-39,2.5072664163279997e-49,3.4457923851477951e-60,7.7038613729746124e-31,1.6168427047601254e-57,1.8594885142444409e-09,5.4238567515354384e-10,1.2289068623696409e-14,4.3256508429204102e-20,1.229810701664953e-14,2.838370317982515e-19,2.2614025013660379e-18,4.3242535569937476e-19,1.4107042223254969e-31,5.3821657555029373e-33,3.7959301194544383e-28,1.603937543654414e-42,2.2888215736335861e-46,3.2130152267001505e-47
8.05952815213548e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362232468375,0.0999999974643173,0.099999999630191613,8.0040238834547385e-50,1.0012597589701117e-30,5.5519055592943262e-25,4.8377994142703366e-36,4.411091171664275e-32,2.0310883305409341e-31,4.1834537222185411e-20,1.8261866125826781e-73,4.1709810914124254e-20,9.5118499167514747e-48,1.7110413063888024e-38,6.2250420936159158e-49,2.209801511002809e-59,1.7858526493724491e-30,5.351128718488438e-57,2.5356659561497522e-09,7.3961682739326853e-10,1.6756389656454843e-14,7.6534973133474918e-20,1.6773529905196466e-14,3.9251963189088464e-19,4.0619121319441965e-18,1.0614709793114159e-18,5.9430301471937626e-31,1.3805832894949381e-32,9.0894603687364619e-28,3.9585907594352031e-42,1.4678278046825291e-45,2.0550826035616987e-46
1.2357943170403373e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934362057784901,0.099999996111953787,0.099999999432960465,3.3116367134749079e-48,5.3139995567858802e-30,1.3355421673339377e-24,6.9245863152558674e-35,1.6119754247829581e-31,4.7689291417627555e-31,6.4247558247197199e-20,1.7135565887306254e-72,6.3955082801894325e-20,3.5154898627920381e-47,8.9432052075576081e-38,2.2632542194373167e-48,5.3132940079854148e-58,5.7804627268330928e-30,3.1273164207972968e-56,3.8880205172731861e-09,1.1340791276962959e-09,2.5688728688314566e-14,1.6351636150920751e-19,2.5730374147433247e-14,6.09826206393924e-19,8.7094691049713474e-18,3.6151562932392882e-18,5.1449108997860634e-30,5.1944389923109546e-32,3.0438016788601387e-27,1.4188613939176975e-41,3.5280084940301263e-44,4.985789195958807e-45
1.6656358188671264e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361883101473,0.099999994759590718,0.099999999235729317,2.3271799226622343e-47,1.5772752156110334e-29,2.4542170693155989e-24,3.3282251071108478e-34,3.8884136107429788e-31,8.6655346529214129e-31,8.6731202870006148e-20,6.9735567777957414e-72,8.6200382196164492e-20,8.5590043032738278e-47,2.6483412277680269e-37,5.4538046436085737e-48,3.1133222420014474e-57,1.2845124026391975e-29,9.8880017627940334e-56,5.2403746481471274e-09,1.5285414224363775e-09,3.461799772413595e-14,2.7319779835008574e-19,3.4695504402510996e-14,8.2705776615550785e-19,1.4466732534549005e-17,8.1812588802973462e-18,1.9831329821199347e-29,1.2707585414898749e-31,6.870918364511629e-27,3.379623426673305e-41,2.0668151073498154e-43,2.9375136070386095e-44
2.525318822520705e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361533734726,0.099999992054865872,0.099999998841267035,7.9578478885386541e-46,7.5954215411934636e-29,5.7059021977403281e-24,4.0701567207934645e-33,1.3702746403635968e-30,1.9953774489139167e-30,1.3191023024333134e-19,6.2221034137455961e-71,1.306910636465356e-19,3.0829178359144162e-46,1.2418806391884768e-36,1.92395016962993e-47,6.3141997615233538e-56,3.8729812036722541e-29,5.5484374467858756e-55,7.9450816191904634e-09,2.3174659952496252e-09,5.2467331667205935e-14,5.3512749467820346e-19,5.2652125841211044e-14,1.2612994110092781e-18,2.781541262968667e-17,2.4839813773309354e-17,1.485874005938519e-28,4.5507072295639869e-31,2.1043318768337002e-26,1.1600272038025809e-40,4.1878487099281802e-42,5.9486390847276607e-43
3.3850018261742836e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361184368168,0.099999989350142746,0.099999998446804766,5.3068032882363569e-45,2.1367900208729428e-28,1.030941657014756e-23,1.8398502635018819e-32,3.2532671454651257e-30,3.5921470118315765e-30,1.7737144578090124e-19,2.4977995005195597e-70,1.7518185546817945e-19,7.4519182604924939e-46,3.4528325489626337e-36,4.5753840759493708e-47,3.4984224045648481e-55,8.190394686232187e-29,1.7336125737507251e-54,1.0649786869295139e-08,3.1063905458648023e-09,7.0304399156573388e-14,8.3761629416620321e-19,7.0644727811859107e-14,1.6952427969864198e-18,4.2776053688923477e-17,5.2361363657776123e-17,5.3580529565101116e-28,1.0888033422560665e-30,4.4809152626638429e-26,2.6979861399576725e-40,2.3192226797050876e-41,3.3084731722265287e-42
4.244684829827862e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934360835001766,0.09999998664542134,0.099999998052342484,2.2918167545689248e-44,4.6737477875342308e-28,1.6263865914560008e-23,5.7852139679273699e-32,6.3257232806258671e-30,5.6596580132907277e-30,2.2311466237680658e-19,7.3147038198120041e-70,2.1967275788786419e-19,1.4735729779434209e-45,7.4755037259566078e-36,8.912806075609686e-47,1.2839868129153448e-54,1.4410983566500144e-28,4.1569343552629858e-54,1.3354490398467005e-08,3.8953150742957709e-09,8.8129208463078999e-14,1.1632042629083888e-18,8.8674147017218732e-14,2.1288879392614423e-18,5.8504599117059851e-17,9.1581693858240299e-17,1.4202410850784013e-27,2.1273273190987232e-30,7.9130067677897872e-26,5.1486062295169187e-40,8.5083796296650691e-41,1.2528902649722584e-41
5.10436783348144e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934360485635541,0.099999983940701656,0.09999999765788023,7.7662244059565155e-44,8.790739833171865e-28,2.3568334803514817e-23,1.4757023872359364e-31,1.0882818092191097e-29,8.2007815383612274e-30,2.6913968849953073e-19,1.7807354473600796e-69,2.6416377114218128e-19,2.5770147537646783e-45,1.3901220997901753e-35,1.5363015951238902e-46,3.7344227291051755e-54,2.2642148295677696e-28,8.5155115620333047e-54,1.6059192206708739e-08,4.6842395805489069e-09,1.0594176805359422e-13,1.5011407141975393e-18,1.0674081902496824e-13,2.562235063857174e-18,7.4550831121236709e-17,1.4294255504670238e-16,3.1358481241928661e-27,3.6723295521181461e-30,1.2457984468766497e-25,8.7016016036481043e-40,2.473604426412607e-40,3.8014935418896698e-41
6.823733840788598e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934359786903602,0.099999978531267436,0.099999996868955748,5.8332486181240123e-43,2.3395175844798094e-27,4.2223952938794512e-23,6.5060355526359076e-31,2.5539210839568115e-29,1.4714475665362658e-29,3.6203446248120743e-19,7.4604924601295968e-69,3.5314613103883446e-19,6.2424102609217487e-45,3.6150278745824308e-35,3.6194104067789478e-46,2.0732039036131406e-53,4.5309479967515942e-28,2.6533198498947305e-53,2.1468590660406727e-08,6.2620885265349004e-09,1.4153016933411924e-13,2.1967767047873666e-18,1.4298639195630195e-13,3.4280360360712033e-18,1.0704938607403927e-16,2.8260159144446743e-16,1.0812741485650446e-26,8.6574825419032429e-30,2.4969303571963453e-25,1.9763948664382173e-39,1.3720297714651013e-39,2.3202408520741465e-40
8.543099848095754e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934359088172346,0.099999973121840099,0.099999996080031336,2.5517693248647613e-42,4.9499524395575797e-27,6.6268966555386028e-23,2.0103545145968177e-30,4.957328622144551e-29,2.3156169017778975e-29,4.5605423938847577e-19,2.2436310685588095e-68,4.4212893707225623e-19,1.2486726179539808e-44,7.4972623155159554e-35,7.0527050333245878e-46,7.5197480299010889e-53,7.6482622552398886e-28,6.437620820556651e-53,2.6877982230399869e-08,7.8399373838524659e-09,1.7706967056135033e-13,2.8956301514135071e-18,1.7938216990755261e-13,4.2926473456195993e-18,1.3937462070832231e-16,4.7216800695084967e-16,2.7853577089294669e-26,1.6856621060758111e-29,4.2144919242432119e-25,3.7256245296215572e-39,4.9730531883986942e-39,8.7897588344780457e-40
1.198183186271007e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934357690711876,0.09999996230300609,0.099999994502182624,3.8660090736413437e-41,1.5139298857050899e-26,1.3049649351260831e-22,1.2631295935045578e-29,1.3560612928444734e-28,4.59199605285671e-29,6.4746238089072915e-19,1.3515869548664342e-67,6.2009589563088056e-19,3.6409797319739753e-44,2.2244370631687589e-34,1.9459496268748473e-45,7.1551588242739705e-52,1.6438629286843095e-27,2.618928167814566e-52,3.769674471930758e-08,1.099563483251905e-08,2.4800225671407457e-13,4.2999807928199993e-18,2.5262306275735747e-13,6.0183079496059489e-18,2.0393467605080669e-16,1.0003095688526814e-15,1.1916412585547849e-25,4.6310773698515184e-29,9.0354615895732502e-25,9.7161236494331793e-39,4.7177398488840862e-38,8.2554999645729961e-39
1.4850366251643942e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934356524975141,0.099999953278131562,0.099999993185966973,1.6357562703051066e-40,3.0438595763988627e-26,2.0049955874640052e-22,3.7846004512113598e-29,2.5736821308553316e-28,7.1018057725072974e-29,8.1056063228635873e-19,4.0496870340085812e-67,7.6855442435987379e-19,7.2523440830248511e-44,4.3921314320135318e-34,3.7186699277682766e-45,2.5683511441530342e-51,2.6395355218539266e-27,6.3601259930741936e-52,4.6721559586360372e-08,1.3628066112789037e-08,3.070240447345075e-13,5.4623181971400514e-18,3.1417709656362988e-13,7.4542005261716813e-18,2.5740217618638399e-16,1.5928394033689135e-15,2.9214395092359729e-25,8.8119020898828128e-29,1.4462471399283419e-24,1.7987306292332617e-38,1.6910454224340244e-37,2.9828038047137334e-38
1.7718900640577815e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934355359240305,0.099999944253276157,0.099999991869751462,5.5270754990215743e-40,5.3693738290021679e-26,2.8540687806974147e-22,9.3260814496009511e-29,4.3616160934287603e-28,1.017869596826013e-28,9.7677000490863102e-19,1.0110099566978778e-66,9.1701422038977003e-19,1.2870913391602923e-43,7.6405217122695372e-34,6.3452060895232743e-45,7.4384011678396892e-51,3.873325268748673e-27,1.3294668165568017e-51,5.5746355293079652e-08,1.6260497146367705e-08,3.6591061789963537e-13,6.6231010511950221e-18,3.7614618103037899e-13,8.8868035647680813e-18,3.1074727239880262e-16,2.3230279057603237e-15,6.0757783471912168e-25,1.4964939612226489e-28,2.1146297306510504e-24,3.0214404128767031e-38,4.8896861021404715e-37,8.6220010810731185e-38
2.0587435029511688e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934354193507367,0.099999935228439946,0.099999990553536075,1.5422036586937079e-39,8.6547365725376451e-26,3.8518439845191581e-22,1.9970129535268718e-28,6.8277107022694426e-28,1.3833367443699082e-28,1.1460833722963414e-18,2.2129409623543717e-66,1.0654752926880573e-18,2.1056271675054247e-43,1.2190611824356553e-33,1.0000423950755088e-44,1.8227953484139743e-50,5.3448252227676816e-27,2.4978900136442674e-51,6.4771131839505726e-08,1.8892927933134755e-08,4.2466229125005106e-13,7.7875270048649763e-18,4.3852924627800564e-13,1.031612474161282e-17,3.6408952715817937e-16,3.1904404715762602e-15,1.1274339016902864e-24,2.3469108680195488e-28,2.9067558017333042e-24,4.7705929879429521e-38,1.196406527912671e-36,2.1231087147167133e-37
2.6324503807379433e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934351862047186,0.099999917178824976,0.099999987921105649,9.2082423712782678e-39,1.8746500129776068e-25,6.2921439402144016e-22,7.093481942923675e-28,1.4220668163920454e-27,2.2918687065355219e-28,1.4939937008587233e-18,8.3545710117500693e-66,1.3624013018108167e-18,4.7753790894682421e-43,2.6057993088533752e-33,2.1119297911726916e-44,8.3681361606488243e-50,9.0021609057645639e-27,7.169125824300562e-51,8.2820627451639775e-08,2.415778876641646e-08,5.4176219357033062e-13,1.0119648723159259e-17,5.6453386755891417e-13,1.3164952021786242e-17,4.704595514666882e-16,5.3359886851572906e-15,3.1062135639092776e-24,4.9040450391820983e-28,4.8562711886460753e-24,1.0753073659428084e-37,5.4717006010269327e-36,9.7542358619640485e-37
3.206157258524718e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934349530594605,0.09999989912928664,0.099999985288675736,3.6339024722616777e-38,3.45895705886083e-25,9.3231869690171343e-22,1.9312580399837014e-27,2.5600614050432822e-27,3.4442895747670118e-28,1.8542349282226401e-18,2.4187900752330744e-65,1.6593325230622169e-18,9.2968573474049269e-43,4.7724606092354024e-33,3.8542981606929099e-44,2.7533490738869362e-49,1.3612865465890286e-26,1.6797558130711963e-50,1.0087004642308628e-07,2.94226486125665e-08,6.5832625778764883e-13,1.2454268238463549e-17,6.9218358517671667e-13,1.60007433305204e-17,5.7637363986010525e-16,8.0271165497040194e-15,6.9534577117997788e-24,8.8540350772307032e-28,7.2823601578058365e-24,2.2204597327845422e-37,1.7944255810049229e-35,3.2056761951776102e-36
3.7798641363114923e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934347199149624,0.099999881079824937,0.099999982656246295,1.123065437864777e-37,5.7422133850795148e-25,1.2942276992937484e-21,4.4257253791308048e-27,4.1804129801196151e-27,4.8490750422410063e-28,2.2267506181115934e-18,5.8960259751919722e-65,1.9562690274652508e-18,1.6322752672765232e-42,7.8910900866633263e-33,6.3795016157575946e-44,7.3566768236385145e-49,1.9178146550196461e-26,3.4355604317545512e-50,1.189193887541696e-07,3.4687507471645684e-08,7.7435697878863444e-13,1.4788095730122902e-17,8.2147096993081576e-13,1.8823559364999527e-17,6.8177964584360733e-16,1.1261381313467914e-14,1.3573254551415003e-23,1.449699099981224e-27,1.0172847807029598e-23,4.3278394521023101e-37,4.7796803694892079e-35,8.5610283814899519e-36
4.92727789188504e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934342536282448,0.09999984498113143,0.099999977391388911,7.9549377350490329e-37,1.2879191193881426e-24,2.1933901332776013e-21,1.7294573855013043e-26,9.1948724608865916e-27,8.4493782642420524e-28,3.0083814305882922e-18,2.6503848462226644e-64,2.5501581676182331e-18,4.1125599605163984e-42,1.7661825455144375e-32,1.4429575657011149e-43,3.861348937378655e-48,3.317575171690273e-26,1.1219878160230925e-49,1.5501784349654501e-07,4.5217222228626288e-08,1.0048282915454759e-12,1.9455220581178848e-17,1.0849289652941629e-12,2.4430506470360598e-17,8.9113999543392174e-16,1.934934850231676e-14,3.9985701951257789e-23,3.2052832576820811e-27,1.7299628216862245e-23,1.4728803664051061e-36,2.4880945429308911e-34,4.4315535586898784e-35
6.074691647458589e-13,0.09977366400000001,0.80000000000000004,0.0,0.2893433787344567,0.099999808882744415,0.099999972126533498,3.3845283305016784e-36,2.4214521136244777e-24,3.3245701509247137e-21,4.9641953154011423e-26,1.7111920683618167e-26,1.315982036079393e-27,3.8384398203513248e-18,8.5717641323641383e-64,3.1440692840944987e-18,8.6218692460280925e-42,3.3267772563883198e-32,2.7607199088336745e-43,1.3589653162748426e-47,5.1001860679688694e-26,2.8652302717332456e-49,1.9111599168136219e-07,5.5746933037455325e-08,1.2331958622776872e-12,2.4121932330481799e-17,1.3548486204239119e-12,2.998627334372135e-17,1.0985817825386063e-15,2.9580118536425096e-14,9.3138013797941057e-23,5.9945271047518356e-27,2.6143821778424289e-23,4.1438408292783747e-36,8.6980850498513285e-34,1.5477925893657992e-34
8.369519158605686e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934328547863353,0.099999736686889967,0.099999961596828613,3.6979729522489122e-35,6.2889024268035678e-24,6.2745909273850074e-21,2.5870281737999157e-25,4.41207949114131e-26,2.6175244996789783e-27,5.6420814548031335e-18,5.7388884291532102e-63,4.3319596596121316e-18,2.7506890893110729e-41,8.7261043307625855e-32,7.5566009273686605e-43,1.029374609578299e-46,9.816683794358528e-26,1.2646055969174934e-48,2.6331136838870626e-07,7.6806342810708736e-08,1.6836974883449662e-12,3.3457234379864786e-17,1.9138396710283073e-12,4.0946156954397568e-17,1.5078141542002364e-15,5.6392251577472207e-14,3.416137918437144e-22,1.5609084226558815e-26,4.864404879386748e-23,2.2632134630669771e-35,6.469927045602205e-33,1.1313382271717735e-33
1e-12,0.09977366400000001,0.80000000000000004,0.0,0.28934321922087086,0.099999685392294951,0.09999995411545104,1.2339727950960521e-34,1.0626084432438771e-23,8.9202830943650056e-21,6.2873172506404327e-25,7.452297214187968e-26,3.8569802135966842e-27,7.0382968591256822e-18,1.60624557136226e-62,5.1760159999251367e-18,5.2739975573741125e-41,1.4875420808621011e-31,1.3325124760439647e-42,2.9568304830007277e-46,1.41030005994997e-25,2.8666398505987565e-48,3.1460562387637998e-07,9.1769097953573017e-08,1.9987986407932964e-12,4.0091116332197104e-17,2.3263139865663816e-12,4.8611993730367016e-17,1.7940516173615282e-15,8.0518552743977423e-14,6.9702290341812761e-22,2.6541310500459091e-26,6.8237051519965506e-23,5.8133008171617991e-35,1.8413258172152818e-32,3.2347965846721439e-33
1.0434863918638074e-12,0.09977366400000001,0.80000000000000004,0.0,0.28934320154943283,0.099999671711669236,0.09999995212010096,1.5999051487786098e-34,1.2041191666065692e-23,9.7021534646807538e-21,7.7111160068941166e-25,8.4465293444614056e-26,4.2345488612910978e-27,7.4265910187227446e-18,2.0243353038406484e-62,5.4011416854982077e-18,6.1588852191013499e-41,1.6896464643940743e-31,1.5268632805715894e-42,3.7399134382588112e-46,1.5377739246124272e-25,3.4691142097464976e-48,3.2828615902451062e-07,9.5759798104199638e-08,2.0821482331103332e-12,4.1860542580474923e-17,2.4384480507623213e-12,5.063973740172059e-17,1.8697656697415897e-15,8.7657273133804688e-14,8.2459519358436343e-22,3.0132777157477916e-26,7.3933563819014451e-23,7.2152807429078403e-35,2.3251076801949965e-32,4.0898023212194202e-33
1.2500208678670461e-12,0.09977366400000001,0.80000000000000004,0.0,0.289343117621218,0.099999606737441599,0.099999942643379705,5.3411967472221004e-34,2.0392955845477966e-23,1.384923700827894e-20,1.8795366547925026e-24,1.4345338094714685e-25,6.3127085195831847e-27,9.3612553753344567e-18,5.7572214275733122e-62,6.4704034177027752e-18,1.1996257395053518e-40,2.8972285679225032e-31,2.7454177352296215e-42,1.0744348820476912e-45,2.2189814627344904e-25,7.9739384803049736e-48,3.9325995645420042e-07,1.1471324060603399e-07,2.4740812763585555e-12,5.0265050838385432e-17,2.9830966462484061e-12,6.0174753979607069e-17,2.2257950409685055e-15,1.2556625765701221e-13,1.6920085903799232e-21,5.1597021996741689e-26,1.0355081241555658e-22,1.8655256164299839e-34,6.6066359911437647e-32,1.1678641793901477e-32
1.4565553438702848e-12,0.09977366400000001,0.80000000000000004,0.0,0.28934303369398934,0.099999541764207028,0.099999933166664848,1.4791252955120155e-33,3.1736680661087616e-23,1.8704123503625757e-20,3.9892439847438929e-24,2.2424371655375899e-25,8.8889551081895136e-27,1.1443617052876323e-17,1.4112575555235037e-61,7.5397479538377485e-18,2.119527027433414e-40,4.5676844349398643e-31,4.5616254021041262e-42,2.6182143948629714e-45,3.0256794658579257e-25,1.6203430642593119e-47,4.5823276069291541e-07,1.3366667031633424e-07,2.8596052557476159e-12,5.8670935576983113e-17,3.5474594444720174e-12,6.9553849645461357e-17,2.5760030342890414e-15,1.7001046607407394e-13,3.1054504958605334e-21,8.1309796440786727e-26,1.3710439806018174e-22,4.2020485475076805e-34,1.5930495022722401e-31,2.8428197461601723e-32
1.6630898198735236e-12,0.09977366400000001,0.80000000000000004,0.0,0.28934294976774716,0.099999476791965511,0.099999923689956388,3.5856528468698657e-33,4.6428589334479226e-23,2.4255299682153226e-20,7.6605573695725084e-24,3.2982785499862919e-25,1.199962466568379e-26,1.367126027984915e-17,3.0997706679444329e-61,8.6091783402123249e-18,3.4841841934138492e-40,6.7715390143053425e-31,7.1658571999930265e-42,5.6709526908775348e-45,3.9582512769443264e-25,3.0085387393665059e-47,5.2320457175579552e-07,1.5262008723522769e-07,3.2388269654516184e-12,6.7078295241753693e-17,4.1312159668279034e-12,7.877962250806762e-17,2.9204865006161265e-15,2.2088300668643964e-13,5.2544201011264198e-21,1.2055720689369787e-25,1.7423924620015078e-22,8.5164162946549632e-34,3.4151141966999964e-31,6.1566436718030146e-32
